unix_time,frame_idx,obs_id,x_px,y_px,cx_px,cy_px,bx,by,radius_px,angle_rad,omega_rad_s
1763656220.4822032,16,obs_3,317.6642736301074,45.61403244491902,317.6642736301074,45.61403244491902,15,2,194.4,4.700373637937639,1.8
1763656220.4983742,17,obs_1,381.88893483102333,259.20415958799924,381.88893483102333,259.20415958799924,19,12,64.8,0.3008796850840251,1.0
1763656220.4983742,17,obs_2,210.5961733744353,309.4763464762172,210.5961733744353,309.4763464762172,10,15,129.6,2.5758025985276376,1.6
1763656220.4983742,17,obs_3,323.49602895730624,45.63143828918814,323.49602895730624,45.63143828918814,16,2,194.4,4.730373637937639,1.8
1763656220.514368,18,obs_1,381.56028483595446,260.23292689939245,381.56028483595446,260.23292689939245,19,13,64.8,0.31754635175069174,1.0
1763656220.514368,18,obs_2,208.78258720676945,306.5345556202201,208.78258720676945,306.5345556202201,10,15,129.6,2.6024692651943044,1.6
1763656220.514368,18,obs_3,329.3246380944184,45.823762719512644,329.3246380944184,45.823762719512644,16,2,194.4,4.760373637937639,1.8
1763656220.5305653,19,obs_1,381.2145351575959,261.2560740834109,381.2145351575959,261.2560740834109,19,13,64.8,0.3342130184173584,1.0
1763656220.5305653,19,obs_2,207.04808429050837,303.5454541061428,207.04808429050837,303.5454541061428,10,15,129.6,2.6291359318609713,1.6
1763656220.5305653,19,obs_3,335.14485568663974,46.19083265688678,335.14485568663974,46.19083265688678,16,2,194.4,4.790373637937639,1.8
1763656220.5474172,20,obs_1,380.84765498588126,262.2845884574779,380.84765498588126,262.2845884574779,19,13,64.8,0.35106492042541504,1.0
1763656220.5474172,20,obs_2,205.3759689197671,300.4771981735084,205.3759689197671,300.4771981735084,10,15,129.6,2.6560989750738617,1.6
1763656220.5474172,20,obs_3,341.0158827743744,46.73931421208877,341.0158827743744,46.73931421208877,17,2,194.4,4.820707061552142,1.8
1763656220.5631332,21,obs_1,380.4678115053485,263.2955740807915,380.4678115053485,263.2955740807915,19,13,64.8,0.3677315870920817,1.0
1763656220.5631332,21,obs_2,203.8041875621402,297.39941787079124,203.8041875621402,297.39941787079124,10,14,129.6,2.6827656417405286,1.6
1763656220.5631332,21,obs_3,346.8033772760765,47.45665691435522,346.8033772760765,47.45665691435522,17,2,194.4,4.850707061552142,1.8
1763656220.5788722,22,obs_1,380.0711717993156,264.30008886109493,380.0711717993156,264.30008886109493,19,13,64.8,0.38439825375874836,1.0
1763656220.5788722,22,obs_2,202.31502944143654,294.28082262300427,202.31502944143654,294.28082262300427,10,14,129.6,2.7094323084071954,1.6
1763656220.5788722,22,obs_3,352.5667505474038,48.34727562911303,352.5667505474038,48.34727562911303,17,2,194.4,4.880707061552142,1.8
1763656220.5956068,23,obs_1,379.6561273360393,265.3019064749332,379.6561273360393,265.3019064749332,18,13,64.8,0.40113285382588704,1.0
1763656220.5956068,23,obs_2,200.90399735203943,291.11068531410007,200.90399735203943,291.11068531410007,10,14,129.6,2.7362076685146173,1.6
1763656220.5956068,23,obs_3,358.3241209781535,49.415053712912936,358.3241209781535,49.415053712912936,17,2,194.4,4.910829341672992,1.8
1763656220.6123486,24,obs_1,379.22418866300063,266.2970621402717,379.22418866300063,266.2970621402717,18,13,64.8,0.41787460645039876,1.0
1763656220.6123486,24,obs_2,199.57779424827442,287.9025298067761,199.57779424827442,287.9025298067761,9,14,129.6,2.762994472713836,1.6
1763656220.6123486,24,obs_3,364.0491583080266,50.65631340772302,364.0491583080266,50.65631340772302,18,2,194.4,4.940964496397113,1.8
1763656220.6284897,25,obs_1,378.77769919330376,267.28043396908305,378.77769919330376,267.28043396908305,18,13,64.8,0.4345412731170654,1.0
1763656220.6284897,25,obs_2,198.34335909073047,284.6746205655184,198.34335909073047,284.6746205655184,9,14,129.6,2.789661139380503,1.6
1763656220.6284897,25,obs_3,369.7087962629225,52.06278821348002,369.7087962629225,52.06278821348002,18,2,194.4,4.970964496397113,1.8
1763656220.6444995,26,obs_1,378.3148829628816,268.25622807498235,378.3148829628816,268.25622807498235,18,13,64.8,0.4512079397837321,1.0
1763656220.6444995,26,obs_2,197.1954301957982,281.4149445877322,197.1954301957982,281.4149445877322,9,14,129.6,2.8163278060471697,1.6
1763656220.6444995,26,obs_3,375.32369965642476,53.63839382446366,375.32369965642476,53.63839382446366,18,2,194.4,5.000964496397113,1.8
1763656220.6600606,27,obs_1,377.8358685288223,269.22417341032565,377.8358685288223,269.22417341032565,18,13,64.8,0.46787460645039874,1.0
1763656220.6600606,27,obs_2,196.13482382009715,278.1258197278645,196.13482382009715,278.1258197278645,9,13,129.6,2.8429944727138365,1.6
1763656220.6600606,27,obs_3,380.888815454474,55.38171230197423,380.888815454474,55.38171230197423,19,2,194.4,5.030964496397114,1.8
1763656220.6756983,28,obs_1,377.34078894761075,270.1840011076325,377.34078894761075,270.1840011076325,18,13,64.8,0.4845412731170654,1.0
1763656220.6756983,28,obs_2,195.16229412791273,274.809584780549,195.16229412791273,274.809584780549,9,13,129.6,2.8696611393805034,1.6
1763656220.6756983,28,obs_3,386.3991354284859,57.291174777052476,386.3991354284859,57.291174777052476,19,2,194.4,5.060964496397114,1.8
1763656220.6919498,29,obs_1,376.8297817381695,271.13544455426984,376.8297817381695,271.13544455426984,18,13,64.8,0.5012079397837321,1.0
1763656220.6919498,29,obs_2,194.27853265493366,271.4685978175611,194.27853265493366,271.4685978175611,9,13,129.6,2.89632780604717,1.6
1763656220.6919498,29,obs_3,391.8497006624194,59.36506286235564,391.8497006624194,59.36506286235564,19,2,194.4,5.090964496397114,1.8
1763656220.708571,30,obs_1,376.30298884365993,272.0782394665091,376.30298884365993,272.0782394665091,18,13,64.8,0.5178746064503988,1.0
1763656220.708571,30,obs_2,193.4841678165221,268.1052345110668,193.4841678165221,268.1052345110668,9,13,129.6,2.922994472713837,1.6
1763656220.708571,30,obs_3,397.23560601546603,61.601510198590205,397.23560601546603,61.601510198590205,19,3,194.4,5.120964496397114,1.8
1763656220.725157,31,obs_1,375.76055659205434,273.0121239629368,375.76055659205434,273.0121239629368,18,13,64.8,0.5345412731170656,1.0
1763656220.725157,31,obs_2,192.77976446086734,264.7218864443554,192.77976446086734,264.7218864443554,9,13,129.6,2.949661139380504,1.6
1763656220.725157,31,obs_3,402.55200453634575,63.998504134109254,402.55200453634575,63.998504134109254,20,3,194.4,5.150964496397115,1.8
1763656220.7408276,32,obs_1,375.20263565549027,273.93683863719775,375.20263565549027,273.93683863719775,18,13,64.8,0.5512079397837323,1.0
1763656220.7408276,32,obs_2,192.16582346733944,261.3209594112594,192.16582346733944,261.3209594112594,9,13,129.6,2.9763278060471707,1.6
1763656220.7408276,32,obs_3,407.79411182523586,66.55388753616302,407.79411182523586,66.55388753616302,20,3,194.4,5.180964496397115,1.8
1763656220.75757,33,obs_1,374.62673901798087,274.8562675032971,374.62673901798087,274.8562675032971,18,13,64.8,0.5679504076639813,1.0
1763656220.75757,33,obs_2,191.6406107967511,257.88930416111447,191.6406107967511,257.88930416111447,9,12,129.6,3.0031157546555693,1.6
1763656220.75757,33,obs_3,412.9805048812108,69.27804560621053,412.9805048812108,69.27804560621053,20,3,194.4,5.211100938581563,1.8
1763656220.774159,34,obs_1,374.0382412496925,275.7618299677188,374.0382412496925,275.7618299677188,18,13,64.8,0.584617074330648,1.0
1763656220.774159,34,obs_2,191.20925541228917,254.46043251576626,191.20925541228917,254.46043251576626,9,12,129.6,3.029782421322236,1.6
1763656220.774159,34,obs_3,418.05955720960156,72.14386147698715,418.05955720960156,72.14386147698715,20,3,194.4,5.241100938581563,1.8
1763656220.7898588,35,obs_1,373.43473320629965,276.65745882043075,373.43473320629965,276.65745882043075,18,13,64.8,0.6012837409973147,1.0
1763656220.7898588,35,obs_2,190.8694791302091,251.0212785055316,190.8694791302091,251.0212785055316,9,12,129.6,3.056449087988903,1.6
1763656220.7898588,35,obs_3,423.0503625553252,75.16073654248504,423.0503625553252,75.16073654248504,21,3,194.4,5.271100938581563,1.8
1763656220.8065994,36,obs_1,372.8136081904781,277.54680798553545,372.8136081904781,277.54680798553545,18,13,64.8,0.618024301528931,1.0
1763656220.8065994,36,obs_2,190.62062894971842,247.55899111215004,190.62062894971842,247.55899111215004,9,12,129.6,3.083233984839489,1.6
1763656220.8065994,36,obs_3,427.96993267147377,78.34031535686634,427.96993267147377,78.34031535686634,21,3,194.4,5.301233947538472,1.8
1763656220.8234646,37,obs_1,372.1728908883497,278.4321409285556,372.1728908883497,278.4321409285556,18,13,64.8,0.6348895549774173,1.0
1763656220.8234646,37,obs_2,190.46378028462078,244.06543747326168,190.46378028462078,244.06543747326168,9,12,129.6,3.1102183903570673,1.6
1763656220.8234646,37,obs_3,432.8270083371389,81.69198949613704,432.8270083371389,81.69198949613704,21,4,194.4,5.3315914037457475,1.8
1763656220.839244,38,obs_1,371.5251387931147,279.2963111799348,371.5251387931147,279.2963111799348,18,13,64.8,0.651556221644084,1.0
1763656220.839244,38,obs_2,190.4014360603077,240.6101022614954,190.4014360603077,240.6101022614954,9,12,129.6,3.136885057023734,1.6
1763656220.839244,38,obs_3,437.52476795230984,85.14752530955238,437.52476795230984,85.14752530955238,21,4,194.4,5.361591403745748,1.8
1763656220.855084,39,obs_1,370.8630744906318,280.14956604199404,370.8630744906318,280.14956604199404,18,14,64.8,0.6682228883107507,1.0
1763656220.855084,39,obs_2,190.43124535365277,237.1543332249411,190.43124535365277,237.1543332249411,9,11,129.6,3.163551723690401,1.6
1763656220.855084,39,obs_3,442.11676320900756,88.74241789796065,442.11676320900756,88.74241789796065,22,4,194.4,5.391591403745748,1.8
1763656220.8708508,40,obs_1,370.18688188339456,280.99166850498045,370.18688188339456,280.99166850498045,18,14,64.8,0.6848895549774174,1.0
1763656220.8708508,40,obs_2,190.55318696819248,233.70058765373577,190.55318696819248,233.70058765373577,9,11,129.6,3.190218390357068,1.6
1763656220.8708508,40,obs_3,446.5988616214514,92.47343210068024,446.5988616214514,92.47343210068024,22,4,194.4,5.421591403745748,1.8
1763656220.8866456,41,obs_1,369.49674879833486,281.82238465695775,369.49674879833486,281.82238465695775,18,14,64.8,0.7015562216440842,1.0
1763656220.8866456,41,obs_2,190.76717419502828,230.25132139919288,190.76717419502828,230.25132139919288,9,11,129.6,3.2168850570237346,1.6
1763656220.8866456,41,obs_3,450.96702960360267,96.33721025676465,450.96702960360267,96.33721025676465,22,4,194.4,5.4515914037457485,1.8
1763656220.90348,42,obs_1,368.78570969380894,282.6496720933631,368.78570969380894,282.6496720933631,18,14,64.8,0.7183907190958664,1.0
1763656220.90348,42,obs_2,191.07660169564468,226.77436694685076,191.07660169564468,226.77436694685076,9,11,129.6,3.2438202529465863,1.6
1763656220.90348,42,obs_3,455.2595235116185,100.37113013631486,455.2595235116185,100.37113013631486,22,5,194.4,5.481893499158956,1.8
1763656220.919326,43,obs_1,368.06813909765935,283.45680618370466,368.06813909765935,283.45680618370466,18,14,64.8,0.7350573857625331,1.0
1763656220.919326,43,obs_2,191.47508015984513,223.34151927450267,191.47508015984513,223.34151927450267,9,11,129.6,3.270486919613253,1.6
1763656220.919326,43,obs_3,459.3868990851807,104.49113548030277,459.3868990851807,104.49113548030277,22,5,194.4,5.5118934991589565,1.8
1763656220.9351754,44,obs_1,367.3372165497265,284.2518692184217,367.3372165497265,284.2518692184217,18,14,64.8,0.7517240524291998,1.0
1763656220.9351754,44,obs_2,191.9649487066974,219.92051693092236,191.9649487066974,219.92051693092236,9,10,129.6,3.29715358627992,1.6
1763656220.9351754,44,obs_3,463.3888358578996,108.73308965578448,463.3888358578996,108.73308965578448,23,5,194.4,5.541893499158957,1.8
1763656220.950949,45,obs_1,366.59314507935176,285.03464035178337,366.59314507935176,285.03464035178337,18,14,64.8,0.7683907190958665,1.0
1763656220.950949,45,obs_2,192.5458590058774,216.51379248473015,192.5458590058774,216.51379248473015,9,10,129.6,3.323820252946587,1.6
1763656220.950949,45,obs_3,467.26173235680255,113.09317519032535,467.26173235680255,113.09317519032535,23,5,194.4,5.571893499158957,1.8
1763656220.9667828,46,obs_1,365.8361313682703,285.80490215239706,365.8361313682703,285.80490215239706,18,14,64.8,0.7850573857625333,1.0
1763656220.9667828,46,obs_2,193.21739799009575,213.12376835197648,193.21739799009575,213.12376835197648,9,10,129.6,3.3504869196132536,1.6
1763656220.9667828,46,obs_3,471.0021032364531,117.56746830124122,471.0021032364531,117.56746830124122,23,5,194.4,5.601893499158957,1.8
1763656220.9826481,47,obs_1,365.06638569320086,286.5624406636042,365.06638569320086,286.5624406636042,18,14,64.8,0.8017240524292,1.0
1763656220.9826481,47,obs_2,193.97908814881714,209.7528550736372,193.97908814881714,209.7528550736372,9,10,129.6,3.3771535862799205,1.6
1763656220.9826481,47,obs_3,474.606582415527,122.15194242673802,474.606582415527,122.15194242673802,23,6,194.4,5.6318934991589575,1.8
1763656220.9995058,48,obs_1,364.27508743028596,287.3155009805511,364.27508743028596,287.3155009805511,18,14,64.8,0.818581676483155,1.0
1763656220.9995058,48,obs_2,194.84065852509352,206.36520787090024,194.84065852509352,206.36520787090024,9,10,129.6,3.4041257847662485,1.6
1763656220.9995058,48,obs_3,478.1108116462025,126.89681153663666,478.1108116462025,126.89681153663666,23,6,194.4,5.662237222456077,1.8
1763656221.0153544,49,obs_1,363.48038308028924,288.0468134967481,363.48038308028924,288.0468134967481,18,14,64.8,0.8352483431498218,1.0
1763656221.0153544,49,obs_2,195.78197847858092,203.03997931136576,195.78197847858092,203.03997931136576,9,10,129.6,3.4307924514329153,1.6
1763656221.0153544,49,obs_3,481.4322538294972,131.69031703707753,481.4322538294972,131.69031703707753,24,6,194.4,5.692237222456077,1.8
1763656221.031293,50,obs_1,362.67360112568167,288.7647799848028,362.67360112568167,288.7647799848028,18,14,64.8,0.8519150098164885,1.0
1763656221.031293,50,obs_2,196.81162601295938,199.74103187575457,196.81162601295938,199.74103187575457,9,9,129.6,3.457459118099582,1.6
1763656221.031293,50,obs_3,484.6084178806957,136.58129394150077,484.6084178806957,136.58129394150077,24,6,194.4,5.722237222456077,1.8
1763656221.0471365,51,obs_1,361.8549656673741,289.4692010141961,361.8549656673741,289.4692010141961,18,14,64.8,0.8685816764831552,1.0
1763656221.0471365,51,obs_2,197.92886897781477,196.47071134322903,197.92886897781477,196.47071134322903,9,9,129.6,3.484125784766249,1.6
1763656221.0471365,51,obs_3,487.63644546653643,141.56534070082344,487.63644546653643,141.56534070082344,24,7,194.4,5.752237222456078,1.8
1763656221.0628736,52,obs_1,361.0247040988411,290.15988091694925,361.0247040988411,290.15988091694925,18,14,64.8,0.8852483431498219,1.0
1763656221.0628736,52,obs_2,199.13291293634052,193.2313431372489,199.13291293634052,193.2313431372489,9,9,129.6,3.510792451432916,1.6
1763656221.0628736,52,obs_3,490.5136115665778,146.63797200937518,490.5136115665778,146.63797200937518,24,7,194.4,5.782237222456078,1.8
1763656221.0786939,53,obs_1,360.18304704295764,290.83662784197486,360.18304704295764,290.83662784197486,18,14,64.8,0.9019150098164886,1.0
1763656221.0786939,53,obs_2,200.42290173023645,190.02523067203498,200.42290173023645,190.02523067203498,10,9,129.6,3.5374591180995827,1.6
1763656221.0786939,53,obs_3,493.23732692553284,151.79462284137063,493.23732692553284,151.79462284137063,24,7,194.4,5.812237222456078,1.8
1763656221.0954542,54,obs_1,359.32540353099995,291.50293814069266,359.32540353099995,291.50293814069266,17,14,64.8,0.9186753590901703,1.0
1763656221.0954542,54,obs_2,201.8058854876744,186.83693674507396,201.8058854876744,186.83693674507396,10,9,129.6,3.5642756769374735,1.6
1763656221.0954542,54,obs_3,495.81912889637886,157.06029952960694,495.81912889637886,157.06029952960694,24,7,194.4,5.842405851148705,1.8
1763656221.1114895,55,obs_1,358.4615992328538,292.1511781693505,358.4615992328538,292.1511781693505,17,14,64.8,0.935342025756837,1.0
1763656221.1114895,55,obs_2,203.26542124267593,183.7043685322733,203.26542124267593,183.7043685322733,10,9,129.6,3.5909423436041403,1.6
1763656221.1114895,55,obs_3,498.22783402434766,162.37140231210168,498.22783402434766,162.37140231210168,24,8,194.4,5.872405851148705,1.8
1763656221.127066,56,obs_1,357.5871114044504,292.784932094959,357.5871114044504,292.784932094959,17,14,64.8,0.9520086924235037,1.0
1763656221.127066,56,obs_2,204.8079633346137,180.61183039627926,204.8079633346137,180.61183039627926,10,9,129.6,3.617609010270807,1.6
1763656221.127066,56,obs_3,500.47614613171254,167.75236559274236,500.47614613171254,167.75236559274236,25,8,194.4,5.902405851148705,1.8
1763656221.1429007,57,obs_1,356.7021829534524,293.4040238788362,356.7021829534524,293.4040238788362,17,14,64.8,0.9686753590901704,1.0
1763656221.1429007,57,obs_2,206.4324149096679,177.56152134500573,206.4324149096679,177.56152134500573,10,8,129.6,3.644275676937474,1.6
1763656221.1429007,57,obs_3,502.56204188933316,173.1983468677806,502.56204188933316,173.1983468677806,25,8,194.4,5.9324058511487054,1.8
1763656221.1595867,58,obs_1,355.8060175366032,294.008972478362,355.8060175366032,294.008972478362,17,14,64.8,0.9853613217671724,1.0
1763656221.1595867,58,obs_2,208.13964142902904,174.5521567935673,208.13964142902904,174.5521567935673,10,8,129.6,3.670973217220677,1.6
1763656221.1595867,58,obs_3,504.48577298793236,178.71085279557965,504.48577298793236,178.71085279557965,25,8,194.4,5.962440583967309,1.8
1763656221.1762085,59,obs_1,354.90093672543304,294.59821073704995,354.90093672543304,294.59821073704995,17,14,64.8,1.002027988433839,1.0
1763656221.1762085,59,obs_2,209.9244806228163,171.5928363850448,209.9244806228163,171.5928363850448,10,8,129.6,3.697639883887344,1.6
1763656221.1762085,59,obs_3,506.2411592436768,184.27217388439212,506.2411592436768,184.27217388439212,25,9,194.4,5.992440583967309,1.8
1763656221.1920085,60,obs_1,353.9861614340293,295.1722831771542,353.9861614340293,295.1722831771542,17,14,64.8,1.0186946551005056,1.0
1763656221.1920085,60,obs_2,211.78759110303065,168.68215818804453,211.78759110303065,168.68215818804453,10,8,129.6,3.7243065505540107,1.6
1763656221.1920085,60,obs_3,507.8289410270031,189.8836462551932,507.8289410270031,189.8836462551932,25,9,194.4,6.02244058396731,1.8
1763656221.2078202,61,obs_1,353.0619457607577,295.7310303377994,353.0619457607577,295.7310303377994,17,14,64.8,1.0353613217671722,1.0
1763656221.2078202,61,obs_2,213.7276480696178,165.82219189552046,213.7276480696178,165.82219189552046,10,8,129.6,3.7509732172206776,1.6
1763656221.2078202,61,obs_3,509.2476894414782,195.54021996161225,509.2476894414782,195.54021996161225,25,9,194.4,6.05244058396731,1.8
1763656221.223791,62,obs_1,352.1285464262513,296.27429701503354,352.1285464262513,296.27429701503354,17,14,64.8,1.0520279884338388,1.0
1763656221.223791,62,obs_2,215.74327200826457,163.01497114076474,215.74327200826457,163.01497114076474,10,8,129.6,3.7776398838873444,1.6
1763656221.223791,62,obs_3,510.49612770929184,201.2368044691207,510.49612770929184,201.2368044691207,25,10,194.4,6.08244058396731,1.8
1763656221.240486,63,obs_1,351.1846120187234,296.80281659602537,351.1846120187234,296.80281659602537,17,14,64.8,1.0687230110168466,1.0
1763656221.240486,63,obs_2,217.83664742464435,160.2578568725196,217.83664742464435,160.2578568725196,10,8,129.6,3.804351920020157,1.6
1763656221.240486,63,obs_3,511.5748180315163,206.9780512962756,511.5748180315163,206.9780512962756,25,10,194.4,6.112491624616724,1.8
1763656221.2561824,64,obs_1,350.2336111416592,297.31464697034204,350.2336111416592,297.31464697034204,17,14,64.8,1.0853896776835132,1.0
1763656221.2561824,64,obs_2,219.99917515417587,157.5621747608854,219.99917515417587,157.5621747608854,10,7,129.6,3.831018586686824,1.6
1763656221.2561824,64,obs_3,512.4791256978876,212.7392925517924,512.4791256978876,212.7392925517924,25,10,194.4,6.142491624616724,1.8
1763656221.271876,65,obs_1,349.27421223367946,297.81055697792135,349.27421223367946,297.81055697792135,17,14,64.8,1.1020563443501799,1.0
1763656221.271876,65,obs_2,222.23281036744885,154.92511162891378,222.23281036744885,154.92511162891378,11,7,129.6,3.8576852533534907,1.6
1763656221.271876,65,obs_3,513.2102151430821,218.52506660397006,513.2102151430821,218.52506660397006,25,10,194.4,6.1724916246167245,1.8
1763656221.287728,66,obs_1,348.30668178831195,298.29040886917204,348.30668178831195,298.29040886917204,17,14,64.8,1.1187230110168465,1.0
1763656221.287728,66,obs_2,224.535964795768,152.34854261037555,224.535964795768,152.34854261037555,11,7,129.6,3.8843519200201575,1.6
1763656221.287728,66,obs_3,513.767428435946,224.3301666466896,513.767428435946,224.3301666466896,25,11,194.4,6.202491624616725,1.8
1763656221.30442,67,obs_1,347.3298046284026,298.7547596282492,347.3298046284026,298.7547596282492,17,14,64.8,1.135414934158326,1.0
1763656221.30442,67,obs_2,226.91064444186722,149.83053797558992,226.91064444186722,149.83053797558992,11,7,129.6,3.9110589970465246,1.6
