unix_time,frame_ts_us,tracker_id,cx_px,cy_px,bx,by,w_px,h_px,processing_time_s
1763656259.241472,12680000,1,269.71441650390625,443.0189208984375,13,22,125,58,0.0
1763656259.241472,12680000,2,378.21136474609375,278.65020751953125,18,13,38,43,0.0
1763656259.241472,12680000,3,423.1669616699219,173.2259063720703,21,8,51,59,0.0
1763656259.2713492,12715000,1,282.5821228027344,445.9699401855469,14,22,124,51,0.0
1763656259.2713492,12715000,2,379.3440246582031,276.5726623535156,18,13,38,44,0.0
1763656259.2713492,12715000,3,419.3355407714844,168.20872497558594,20,8,55,59,0.0
1763656259.305175,12745000,1,293.57379150390625,447.5408020019531,14,22,126,48,0.0
1763656259.305175,12745000,2,380.2618408203125,274.2392272949219,19,13,37,44,0.0
1763656259.305175,12745000,3,415.513671875,164.1373291015625,20,8,57,57,0.0
1763656259.3412235,12780000,1,307.9217529296875,448.78228759765625,15,22,123,42,0.0
1763656259.3412235,12780000,2,381.2059020996094,272.13909912109375,19,13,37,44,0.0
1763656259.3412235,12780000,3,410.07135009765625,158.35304260253906,20,7,54,59,0.0
1763656259.3724883,12815000,1,320.3313903808594,448.9081115722656,16,22,123,40,0.0
1763656259.3724883,12815000,2,381.69158935546875,270.0103454589844,19,13,37,43,0.0
1763656259.3724883,12815000,3,404.5943908691406,153.42974853515625,20,7,57,54,0.0
1763656259.403185,12845000,1,331.82073974609375,448.3716125488281,16,22,121,43,0.0
1763656259.403185,12845000,2,382.1242370605469,268.08892822265625,19,13,35,43,0.0
1763656259.403185,12845000,3,398.98480224609375,148.4976806640625,19,7,57,51,0.0
1763656259.4403915,12880000,1,345.6534729003906,446.8451843261719,17,22,120,47,0.0
1763656259.4403915,12880000,2,383.28369140625,265.66705322265625,19,13,36,45,0.0
1763656259.4403915,12880000,3,392.56988525390625,143.80345153808594,19,7,60,50,0.0
1763656259.4721613,12915000,1,358.3314208984375,444.63006591796875,17,22,118,52,0.0
1763656259.4721613,12915000,2,383.8060607910156,263.6191711425781,19,13,35,43,0.0
1763656259.4721613,12915000,3,386.8517150878906,139.8688201904297,19,6,60,48,0.0
1763656259.5065916,12945000,1,370.9382629394531,441.33819580078125,18,22,120,57,0.0
1763656259.5065916,12945000,2,384.32159423828125,261.8919982910156,19,13,34,44,0.0
1763656259.5065916,12945000,3,380.96368408203125,136.47018432617188,19,6,60,43,0.0
1763656259.5411866,12980000,1,382.00543212890625,437.7922668457031,19,21,112,60,0.0
1763656259.5411866,12980000,2,385.29803466796875,259.3387756347656,19,12,35,44,0.0
1763656259.5411866,12980000,3,374.98095703125,133.52430725097656,18,6,60,44,0.0
1763656259.572614,13015000,1,395.3642578125,432.195556640625,19,21,117,68,0.0
1763656259.572614,13015000,2,385.69171142578125,256.69171142578125,19,12,34,44,0.0
1763656259.572614,13015000,3,368.0858459472656,130.5315704345703,18,6,63,44,0.0
1763656259.6039047,13045000,1,407.02398681640625,426.7890930175781,20,21,109,71,0.0
1763656259.6039047,13045000,2,386.1644287109375,254.65089416503906,19,12,33,43,0.0
1763656259.6039047,13045000,3,361.7549133300781,128.07745361328125,18,6,66,42,0.0
1763656259.6428087,13080000,1,419.0365295410156,420.0588073730469,20,21,105,75,0.0
1763656259.6428087,13080000,2,386.604248046875,252.53363037109375,19,12,32,44,0.0
1763656259.6428087,13080000,3,354.63751220703125,125.82379150390625,17,6,66,40,0.0
1763656259.6722467,13115000,1,427.799072265625,414.2381896972656,21,20,103,81,0.0
1763656259.6722467,13115000,2,386.8337097167969,250.32339477539062,19,12,32,44,0.0
1763656259.6722467,13115000,3,346.36669921875,123.36605072021484,17,6,62,36,0.0
1763656259.7053642,13145000,1,438.3185729980469,406.4552917480469,21,20,95,84,0.0
1763656259.7053642,13145000,2,386.8892822265625,248.3584442138672,19,12,32,44,0.0
1763656259.7053642,13145000,3,340.188232421875,122.25751495361328,17,6,63,36,0.0
1763656259.7404482,13180000,1,446.69293212890625,399.1156311035156,22,19,95,89,0.0
1763656259.7404482,13180000,2,386.7445983886719,245.9632110595703,19,12,34,44,0.0
1763656259.7404482,13180000,3,332.7197265625,120.868896484375,16,6,63,33,0.0
1763656259.7732751,13215000,1,454.6675720214844,391.26239013671875,22,19,91,93,0.0
1763656259.7732751,13215000,2,386.797607421875,243.9288787841797,19,12,34,44,0.0
1763656259.7732751,13215000,3,326.183349609375,120.12894439697266,16,6,60,31,0.0
1763656259.8064995,13245000,1,463.880615234375,381.4820251464844,23,19,83,95,0.0
1763656259.8064995,13245000,2,386.41546630859375,241.55027770996094,19,12,33,44,0.0
1763656259.8064995,13245000,3,320.2680358886719,119.77654266357422,16,5,61,30,0.0
1763656259.8395164,13280000,1,470.5553894042969,372.988037109375,23,18,80,100,0.0
1763656259.8395164,13280000,2,386.30181884765625,239.61439514160156,19,11,33,44,0.0
1763656259.8395164,13280000,3,313.5736083984375,119.62676239013672,15,5,62,31,0.0
1763656259.8727558,13315000,1,477.9996643066406,362.39447021484375,23,18,74,102,0.0
1763656259.8727558,13315000,2,385.8829040527344,237.4335479736328,19,11,34,44,0.0
1763656259.8727558,13315000,3,307.03668212890625,119.97762298583984,15,5,68,31,0.0
1763656259.9058313,13345000,1,484.2965393066406,351.45806884765625,24,17,72,109,0.0
1763656259.9058313,13345000,2,385.69049072265625,235.28260803222656,19,11,34,45,0.0
1763656259.9058313,13345000,3,298.8934020996094,120.5681381225586,14,6,70,31,0.0
1763656259.9415348,13380000,1,489.0715026855469,342.64349365234375,24,17,68,103,0.0
1763656259.9415348,13380000,2,385.42449951171875,233.54376220703125,19,11,35,44,0.0
1763656259.9415348,13380000,3,293.87786865234375,121.35308074951172,14,6,66,34,0.0
1763656259.9706054,13415000,1,494.0097961425781,330.6385192871094,24,16,65,112,0.0
1763656259.9706054,13415000,2,384.6666564941406,231.22288513183594,19,11,35,45,0.0
1763656259.9706054,13415000,3,285.6531677246094,123.4395751953125,14,6,69,37,0.0
1763656260.0058796,13445000,1,496.9061584472656,323.64105224609375,24,16,59,109,0.0
1763656260.0058796,13445000,2,384.00103759765625,229.73471069335938,19,11,36,45,0.0
1763656260.0058796,13445000,3,281.4537658691406,124.6055908203125,14,6,69,39,0.0
1763656260.040312,13480000,1,501.1207275390625,309.9300842285156,25,15,52,118,0.0
1763656260.040312,13480000,2,383.18756103515625,227.30709838867188,19,11,37,46,0.0
1763656260.040312,13480000,3,273.91107177734375,127.02494812011719,13,6,71,41,0.0
1763656260.0719886,13515000,1,503.9564514160156,298.2695617675781,25,14,49,119,0.0
1763656260.0719886,13515000,2,382.57635498046875,225.21902465820312,19,11,37,45,0.0
1763656260.0719886,13515000,3,267.18670654296875,129.65638732910156,13,6,73,44,0.0
1763656260.104387,13545000,1,505.7042541503906,288.80780029296875,25,14,44,122,0.0
1763656260.104387,13545000,2,381.89862060546875,223.4629669189453,19,11,36,45,0.0
1763656260.104387,13545000,3,261.21478271484375,132.2431640625,13,6,72,47,0.0
1763656260.1410131,13580000,1,507.2524719238281,276.8737487792969,25,13,39,118,0.0
1763656260.1410131,13580000,2,381.2103576660156,221.6450653076172,19,11,37,46,0.0
1763656260.1410131,13580000,3,255.5397186279297,135.2030487060547,12,6,69,50,0.0
1763656260.1725588,13615000,1,507.8858337402344,264.55120849609375,25,13,34,121,0.0
1763656260.1725588,13615000,2,379.8428039550781,219.05209350585938,18,10,38,48,0.0
1763656260.1725588,13615000,3,248.32472229003906,139.2564697265625,12,6,69,51,0.0
1763656260.2041833,13645000,1,508.04443359375,253.0857696533203,25,12,34,118,0.0
1763656260.2041833,13645000,2,378.8384704589844,217.0701904296875,18,10,38,44,0.0
1763656260.2041833,13645000,3,242.45916748046875,143.1627960205078,12,7,65,53,0.0
1763656260.2435162,13680000,1,507.4896240234375,242.24974060058594,25,12,36,115,0.0
1763656260.2435162,13680000,2,377.8919372558594,214.83078002929688,18,10,38,44,0.0
1763656260.2435162,13680000,3,236.9131622314453,147.23193359375,11,7,65,54,0.0
1763656260.273513,13715000,1,505.8628845214844,227.5425262451172,25,11,39,109,0.0
1763656260.273513,13715000,2,376.60211181640625,212.85052490234375,18,10,38,42,0.0
1763656260.273513,13715000,3,231.4310760498047,151.5715789794922,11,7,64,57,0.0
1763656260.304664,13745000,1,503.0981750488281,213.39112854003906,25,10,43,112,0.0
1763656260.304664,13745000,2,375.0426940917969,210.7012176513672,18,10,39,43,0.0
1763656260.304664,13745000,3,225.96853637695312,156.5260467529297,11,7,60,60,0.0
1763656260.3399992,13780000,1,500.8006896972656,204.13442993164062,25,10,46,101,0.0
1763656260.3399992,13780000,2,373.98834228515625,208.83880615234375,18,10,39,42,0.0
1763656260.3399992,13780000,3,221.85691833496094,160.9969024658203,11,8,59,61,0.0
1763656260.3714278,13815000,1,496.66387939453125,192.02340698242188,24,9,51,103,0.0
1763656260.3714278,13815000,2,372.4048156738281,206.87448120117188,18,10,40,42,0.0
1763656260.3714278,13815000,3,217.185791015625,166.1995086669922,10,8,61,65,0.0
1763656260.4036367,13845000,1,492.86993408203125,181.8269805908203,24,9,54,99,0.0
1763656260.4036367,13845000,2,371.5132751464844,205.4272003173828,18,10,40,43,0.0
1763656260.4036367,13845000,3,213.51229858398438,170.75157165527344,10,8,60,66,0.0
1763656260.4421701,13880000,1,487.2452392578125,170.50601196289062,24,8,60,101,0.0
1763656260.4421701,13880000,2,370.0179138183594,203.8872528076172,18,10,41,42,0.0
1763656260.4421701,13880000,3,208.44581604003906,178.32371520996094,10,8,57,69,0.0
1763656260.472817,13915000,1,482.5049743652344,161.48814392089844,24,8,65,99,0.0
1763656260.472817,13915000,2,368.4932556152344,202.2746124267578,18,10,40,42,0.0
1763656260.472817,13915000,3,205.1914825439453,183.99496459960938,10,9,57,72,0.0
1763656260.5049715,13945000,1,478.1024169921875,153.5874481201172,23,7,67,92,0.0
1763656260.5049715,13945000,2,366.9893798828125,200.8577423095703,18,10,41,42,0.0
1763656260.5049715,13945000,3,202.67584228515625,188.49673461914062,10,9,56,71,0.0
1763656260.541875,13980000,1,472.3335876464844,145.27853393554688,23,7,71,90,0.0
1763656260.541875,13980000,2,365.663818359375,199.4589080810547,18,9,43,42,0.0
1763656260.541875,13980000,3,199.3463897705078,194.66806030273438,9,9,52,72,0.0
1763656260.573337,14015000,1,465.50360107421875,136.37008666992188,23,6,76,91,0.0
1763656260.573337,14015000,2,363.876220703125,197.78204345703125,18,9,41,44,0.0
1763656260.573337,14015000,3,196.72756958007812,201.12664794921875,9,10,51,75,0.0
1763656260.6047733,14045000,1,456.1487121582031,125.44657135009766,22,6,81,85,0.0
1763656260.6047733,14045000,2,362.0168151855469,196.164794921875,18,9,41,39,0.0
1763656260.6047733,14045000,3,193.8527069091797,209.303466796875,9,10,47,77,0.0
1763656260.640555,14080000,1,447.65765380859375,117.24146270751953,22,5,86,84,0.0
1763656260.640555,14080000,2,360.03564453125,194.48846435546875,18,9,42,40,0.0
1763656260.640555,14080000,3,191.91397094726562,216.6541748046875,9,10,45,82,0.0
1763656260.673347,14115000,1,438.59783935546875,108.85696411132812,21,5,85,76,0.0
1763656260.673347,14115000,2,358.56549072265625,193.54518127441406,17,9,43,40,0.0
1763656260.673347,14115000,3,190.52606201171875,222.87307739257812,9,11,42,79,0.0
1763656260.7037573,14145000,1,431.12310791015625,102.84785461425781,21,5,88,73,0.0
1763656260.7037573,14145000,2,357.0079650878906,192.5393829345703,17,9,43,40,0.0
1763656260.7037573,14145000,3,189.53076171875,228.95980834960938,9,11,41,80,0.0
1763656260.7398913,14180000,1,421.3634033203125,95.84657287597656,21,4,94,69,0.0
1763656260.7398913,14180000,2,354.7586975097656,191.03773498535156,17,9,44,39,0.0
1763656260.7398913,14180000,3,188.53070068359375,236.20436096191406,9,11,40,81,0.0
1763656260.772996,14215000,1,412.30584716796875,90.41036987304688,20,4,95,69,0.0
1763656260.772996,14215000,2,352.8637390136719,189.90147399902344,17,9,44,38,0.0
1763656260.772996,14215000,3,187.90237426757812,243.6644744873047,9,12,37,84,0.0
1763656260.8038383,14245000,1,402.7467346191406,85.11764526367188,20,4,101,67,0.0
1763656260.8038383,14245000,2,350.4454345703125,188.47740173339844,17,9,44,37,0.0
1763656260.8038383,14245000,3,187.95481872558594,249.58729553222656,9,12,37,81,0.0
1763656260.8409786,14280000,1,389.5004577636719,78.37799835205078,19,3,94,57,0.0
1763656260.8409786,14280000,2,348.17767333984375,187.42938232421875,17,9,42,37,0.0
1763656260.8409786,14280000,3,188.1241912841797,257.2862243652344,9,12,38,84,0.0
1763656260.8743749,14315000,1,379.7225036621094,74.56387329101562,18,3,96,53,0.0
1763656260.8743749,14315000,2,346.2026672363281,186.584716796875,17,9,42,36,0.0
1763656260.8743749,14315000,3,189.00692749023438,264.99267578125,9,13,40,81,0.0
1763656260.903125,14345000,1,366.4541015625,70.2193603515625,18,3,100,48,0.0
1763656260.903125,14345000,2,344.2983093261719,185.72080993652344,17,9,44,36,0.0
1763656260.903125,14345000,3,190.45932006835938,272.8954772949219,9,13,43,85,0.0
1763656260.9412067,14380000,1,356.5428466796875,67.50262451171875,17,3,96,45,0.0
1763656260.9412067,14380000,2,342.3289489746094,184.78907775878906,17,9,44,36,0.0
1763656260.9412067,14380000,3,191.765380859375,279.58673095703125,9,13,44,82,0.0
1763656260.9719713,14415000,1,343.9210205078125,65.03907012939453,17,3,102,40,0.0
1763656260.9719713,14415000,2,340.05816650390625,183.96572875976562,17,9,44,35,0.0
1763656260.9719713,14415000,3,194.17617797851562,288.21875,9,14,47,83,0.0
1763656261.004625,14445000,1,333.21380615234375,63.64474868774414,16,3,100,36,0.0
1763656261.004625,14445000,2,338.3751220703125,183.55215454101562,16,9,44,35,0.0
1763656261.004625,14445000,3,196.47012329101562,294.6614685058594,9,14,49,82,0.0
1763656261.040099,14480000,1,322.8769226074219,62.860015869140625,16,3,107,33,0.0
1763656261.040099,14480000,2,336.2478942871094,182.90481567382812,16,9,45,35,0.0
1763656261.040099,14480000,3,199.25146484375,301.45855712890625,9,15,53,80,0.0
1763656261.0737705,14515000,1,311.5478515625,62.57057571411133,15,3,108,30,0.0
1763656261.0737705,14515000,2,333.7930603027344,182.39306640625,16,9,45,34,0.0
1763656261.0737705,14515000,3,202.47872924804688,307.61627197265625,10,15,56,83,0.0
1763656261.1050532,14545000,1,300.2418212890625,62.8111572265625,15,3,107,32,0.0
1763656261.1050532,14545000,2,331.60968017578125,181.94268798828125,16,9,45,34,0.0
1763656261.1050532,14545000,3,205.98902893066406,313.9223937988281,10,15,59,82,0.0
1763656261.1405213,14580000,1,288.5272216796875,63.94950485229492,14,3,107,35,0.0
1763656261.1405213,14580000,2,329.862060546875,181.7849884033203,16,9,45,33,0.0
1763656261.1405213,14580000,3,210.30657958984375,321.0767517089844,10,16,61,78,0.0
1763656261.1713068,14615000,1,278.4391174316406,65.48932647705078,13,3,107,39,0.0
1763656261.1713068,14615000,2,327.8167419433594,181.42372131347656,16,9,45,32,0.0
1763656261.1713068,14615000,3,213.69580078125,325.5371398925781,10,16,65,78,0.0
1763656261.2028425,14645000,1,264.0315856933594,68.23067474365234,13,3,103,42,0.0
1763656261.2028425,14645000,2,325.16082763671875,181.28883361816406,16,9,44,32,0.0
1763656261.2028425,14645000,3,218.19618225097656,331.42938232421875,10,16,67,75,0.0
1763656261.24193,14680000,1,252.1463165283203,71.56607055664062,12,3,96,46,0.0
1763656261.24193,14680000,2,322.6294860839844,181.18118286132812,16,9,43,32,0.0
1763656261.24193,14680000,3,223.54542541503906,337.4802551269531,11,16,70,76,0.0
1763656261.2708046,14715000,1,241.61636352539062,75.42372131347656,12,3,96,50,0.0
1763656261.2708046,14715000,2,320.0199890136719,180.9833526611328,16,9,44,32,0.0
1763656261.2708046,14715000,3,229.5609893798828,343.5885925292969,11,17,72,70,0.0
1763656261.3036437,14745000,1,231.76922607421875,79.72028350830078,11,3,98,53,0.0
1763656261.3036437,14745000,2,317.94580078125,181.26759338378906,15,9,43,33,0.0
1763656261.3036437,14745000,3,234.58848571777344,347.9036865234375,11,17,72,67,0.0
1763656261.3413446,14780000,1,218.4405975341797,86.2684097290039,10,4,96,61,0.0
1763656261.3413446,14780000,2,315.326416015625,181.34255981445312,15,9,44,32,0.0
1763656261.3413446,14780000,3,241.45742797851562,353.3029479980469,12,17,77,66,0.0
1763656261.3724675,14815000,1,211.42991638183594,90.10404205322266,10,4,91,62,0.0
1763656261.3724675,14815000,2,313.2800598144531,181.15052795410156,15,9,43,32,0.0
1763656261.3724675,14815000,3,247.31463623046875,357.7723388671875,12,17,76,60,0.0
1763656261.405014,14845000,1,203.39173889160156,95.45697021484375,10,4,94,65,0.0
1763656261.405014,14845000,2,311.5428466796875,181.51785278320312,15,9,43,33,0.0
1763656261.405014,14845000,3,252.5585479736328,360.8785095214844,12,18,77,60,0.0
1763656261.4408946,14880000,1,191.39590454101562,104.32784271240234,9,5,91,76,0.0
1763656261.4408946,14880000,2,308.80133056640625,181.90232849121094,15,9,45,33,0.0
1763656261.4408946,14880000,3,260.28631591796875,364.8807373046875,13,18,84,58,0.0
1763656261.4714093,14915000,1,182.6762237548828,111.89615631103516,9,5,93,82,0.0
1763656261.4714093,14915000,2,306.3704528808594,182.19735717773438,15,9,44,34,0.0
1763656261.4714093,14915000,3,267.7870178222656,368.537109375,13,18,85,56,0.0
1763656261.5065234,14945000,1,174.3333282470703,119.91568756103516,8,5,88,82,0.0
1763656261.5065234,14945000,2,304.27899169921875,182.7439727783203,15,9,43,35,0.0
1763656261.5065234,14945000,3,274.6481628417969,371.3373718261719,13,18,82,54,0.0
1763656261.541138,14980000,1,166.45802307128906,128.5677490234375,8,6,84,87,0.0
1763656261.541138,14980000,2,302.4093322753906,183.345947265625,15,9,44,35,0.0
1763656261.541138,14980000,3,281.48126220703125,373.6814880371094,14,18,84,50,0.0
1763656261.5705955,15015000,1,159.15443420410156,137.41217041015625,7,6,78,91,0.0
1763656261.5705955,15015000,2,300.3262634277344,183.8368682861328,15,9,43,35,0.0
1763656261.5705955,15015000,3,288.6045227050781,375.62396240234375,14,18,84,46,0.0
1763656261.6028073,15045000,1,152.17840576171875,147.23670959472656,7,7,75,96,0.0
1763656261.6028073,15045000,2,298.3602600097656,184.3766326904297,14,9,43,35,0.0
1763656261.6028073,15045000,3,296.11712646484375,377.24261474609375,14,18,84,44,0.0
1763656261.641225,15080000,1,145.33888244628906,158.29202270507812,7,7,72,102,0.0
1763656261.641225,15080000,2,296.0470886230469,185.3111572265625,14,9,45,36,0.0
1763656261.641225,15080000,3,305.29132080078125,378.7359619140625,15,18,84,42,0.0
1763656261.671183,15115000,1,139.77455139160156,168.43759155273438,6,8,66,99,0.0
1763656261.671183,15115000,2,294.26031494140625,185.93568420410156,14,9,45,36,0.0
1763656261.671183,15115000,3,311.7587890625,379.21978759765625,15,18,83,38,0.0
1763656261.7034814,15145000,1,133.8006134033203,181.42459106445312,6,9,63,100,0.0
1763656261.7034814,15145000,2,292.1908264160156,186.9051055908203,14,9,45,37,0.0
1763656261.7034814,15145000,3,320.63018798828125,379.7176513671875,16,18,80,37,0.0
1763656261.7432966,15180000,1,129.22776794433594,194.43685913085938,6,9,59,106,0.0
1763656261.7432966,15180000,2,290.1759338378906,187.9595489501953,14,9,45,38,0.0
1763656261.7432966,15180000,3,329.4422302246094,379.2662353515625,16,18,81,39,0.0
1763656261.771141,15215000,1,126.28706359863281,203.44137573242188,6,10,53,101,0.0
1763656261.771141,15215000,2,288.7042236328125,188.7821044921875,14,9,43,39,0.0
1763656261.771141,15215000,3,334.4350280761719,379.071533203125,16,18,77,39,0.0
1763656261.8041303,15245000,1,123.6829605102539,214.14332580566406,6,10,48,106,0.0
1763656261.8041303,15245000,2,286.7262268066406,189.68182373046875,14,9,43,37,0.0
1763656261.8041303,15245000,3,340.95556640625,377.9103088378906,17,18,79,41,0.0
1763656261.8422394,15280000,1,121.23942565917969,229.002197265625,6,11,46,109,0.0
1763656261.8422394,15280000,2,284.8087463378906,190.9508514404297,14,9,42,39,0.0
1763656261.8422394,15280000,3,349.7437744140625,376.12432861328125,17,18,80,43,0.0
1763656261.8721383,15315000,1,120.43572998046875,240.6527099609375,6,12,42,116,0.0
1763656261.8721383,15315000,2,282.3752746582031,192.3076171875,14,9,44,39,0.0
1763656261.8721383,15315000,3,357.50994873046875,374.0012512207031,17,18,80,47,0.0
1763656261.905847,15345000,1,119.61019897460938,252.96478271484375,5,12,37,111,0.0
1763656261.905847,15345000,2,280.4430236816406,193.9166717529297,14,9,43,39,0.0
1763656261.905847,15345000,3,364.17510986328125,371.8479309082031,18,18,77,48,0.0
1763656261.9415667,15380000,1,119.98395538330078,264.21539306640625,5,13,40,115,0.0
1763656261.9415667,15380000,2,278.2270202636719,195.62088012695312,13,9,41,38,0.0
1763656261.9415667,15380000,3,369.8172302246094,369.4764709472656,18,18,78,50,0.0
1763656261.971724,15415000,1,121.2036361694336,275.69512939453125,6,13,42,117,0.0
1763656261.971724,15415000,2,275.8331298828125,197.28402709960938,13,9,41,39,0.0
1763656261.971724,15415000,3,377.29974365234375,366.02178955078125,18,18,76,53,0.0
1763656262.0045931,15445000,1,122.81486511230469,287.2548522949219,6,14,46,119,0.0
1763656262.0045931,15445000,2,273.91021728515625,199.0408172607422,13,9,38,39,0.0
1763656262.0045931,15445000,3,383.1355285644531,363.09869384765625,19,18,73,55,0.0
1763656262.042005,15480000,1,125.81352996826172,301.1905822753906,6,15,50,114,0.0
1763656262.042005,15480000,2,272.2077941894531,201.08831787109375,13,10,38,39,0.0
1763656262.042005,15480000,3,390.2503356933594,358.798583984375,19,17,73,58,0.0
1763656262.0739613,15515000,1,130.1304931640625,316.4194030761719,6,15,55,104,0.0
1763656262.0739613,15515000,2,270.6357421875,203.00135803222656,13,10,39,38,0.0
1763656262.0739613,15515000,3,396.0865173339844,355.0896301269531,19,17,70,59,0.0
1763656262.1037676,15545000,1,134.6462860107422,328.1084899902344,6,16,60,102,0.0
1763656262.1037676,15545000,2,269.265380859375,204.19699096679688,13,10,38,38,0.0
1763656262.1037676,15545000,3,400.68548583984375,351.52777099609375,20,17,69,61,0.0
1763656262.1412835,15580000,1,141.283935546875,341.77410888671875,7,17,69,107,0.0
1763656262.1412835,15580000,2,267.9394836425781,206.21437072753906,13,10,38,40,0.0
1763656262.1412835,15580000,3,409.3831787109375,344.1408996582031,20,17,67,65,0.0
1763656262.1735668,15615000,1,146.4879608154297,351.2032165527344,7,17,67,105,0.0
1763656262.1735668,15615000,2,266.92388916015625,207.62730407714844,13,10,38,39,0.0
1763656262.1735668,15615000,3,413.1602783203125,340.5647888183594,20,17,61,63,0.0
1763656262.203705,15645000,1,152.153564453125,360.54827880859375,7,18,72,100,0.0
1763656262.203705,15645000,2,265.578369140625,209.20655822753906,13,10,39,40,0.0
1763656262.203705,15645000,3,417.5316162109375,335.87017822265625,20,16,61,65,0.0
1763656262.2423053,15680000,1,158.52320861816406,369.2023010253906,7,18,76,104,0.0
1763656262.2423053,15680000,2,264.42620849609375,210.80047607421875,13,10,39,41,0.0
1763656262.2423053,15680000,3,421.42950439453125,330.9957580566406,21,16,59,67,0.0
1763656262.2744858,15715000,1,166.9364471435547,379.4120788574219,8,18,87,105,0.0
1763656262.2744858,15715000,2,263.0589599609375,213.350341796875,13,10,39,41,0.0
1763656262.2744858,15715000,3,426.5346984863281,324.01507568359375,21,16,60,72,0.0
1763656262.3051155,15745000,1,174.35195922851562,387.5305480957031,8,19,97,105,0.0
1763656262.3051155,15745000,2,262.0022277832031,215.12989807128906,13,10,38,42,0.0
1763656262.3051155,15745000,3,430.5468444824219,317.6512145996094,21,15,56,72,0.0
1763656262.341451,15780000,1,180.54466247558594,394.2054748535156,9,19,99,100,0.0
1763656262.341451,15780000,2,261.04205322265625,217.29322814941406,13,10,38,41,0.0
1763656262.341451,15780000,3,434.0659484863281,312.0757751464844,21,15,51,69,0.0
1763656262.3740902,15815000,1,192.51223754882812,404.82806396484375,9,20,104,91,0.0
1763656262.3740902,15815000,2,259.8312072753906,218.9803466796875,12,10,38,42,0.0
1763656262.3740902,15815000,3,436.8910827636719,305.9844970703125,21,15,50,75,0.0
1763656262.404748,15845000,1,201.34886169433594,411.2752685546875,10,20,110,89,0.0
1763656262.404748,15845000,2,258.4725646972656,221.3902130126953,12,11,38,42,0.0
1763656262.404748,15845000,3,439.1673583984375,300.4582824707031,21,15,49,76,0.0
1763656262.4423602,15880000,1,212.04379272460938,418.5911865234375,10,20,113,84,0.0
1763656262.4423602,15880000,2,257.90576171875,223.4735565185547,12,11,38,42,0.0
1763656262.4423602,15880000,3,442.4607238769531,292.06842041015625,22,14,46,73,0.0
1763656262.4724708,15915000,1,221.98452758789062,424.3331604003906,11,21,120,83,0.0
1763656262.4724708,15915000,2,256.95965576171875,226.24436950683594,12,11,36,43,0.0
1763656262.4724708,15915000,3,444.3668212890625,285.75628662109375,22,14,44,75,0.0
1763656262.504454,15945000,1,232.24830627441406,429.3664245605469,11,21,122,79,0.0
1763656262.504454,15945000,2,256.33172607421875,228.4149627685547,12,11,36,41,0.0
1763656262.504454,15945000,3,445.7771301269531,280.2257995605469,22,14,40,77,0.0
1763656262.5406628,15980000,1,244.3570556640625,434.8645324707031,12,21,122,70,0.0
1763656262.5406628,15980000,2,255.98239135742188,229.8568115234375,12,11,36,42,0.0
1763656262.5406628,15980000,3,447.4521789550781,271.1252746582031,22,13,38,73,0.0
1763656262.573149,16015000,1,258.91351318359375,440.2592468261719,12,22,126,64,0.0
1763656262.573149,16015000,2,255.8661346435547,231.518310546875,12,11,35,43,0.0
1763656262.573149,16015000,3,448.429931640625,263.93096923828125,22,13,35,72,0.0
1763656262.6050067,16045000,1,270.0435791015625,443.2078857421875,13,22,123,58,0.0
1763656262.6050067,16045000,2,255.56149291992188,233.53155517578125,12,11,36,44,0.0
1763656262.6050067,16045000,3,448.73809814453125,257.9963073730469,22,12,33,73,0.0
1763656262.6408234,16080000,1,285.1725769042969,446.6905212402344,14,22,119,49,0.0
1763656262.6408234,16080000,2,255.38758850097656,235.38250732421875,12,11,35,45,0.0
1763656262.6408234,16080000,3,449.07366943359375,249.58547973632812,22,12,32,72,0.0
1763656262.6721764,16115000,1,297.0455627441406,448.3811340332031,14,22,120,45,0.0
1763656262.6721764,16115000,2,255.33468627929688,237.09939575195312,12,11,35,46,0.0
1763656262.6721764,16115000,3,448.7457275390625,241.5581512451172,22,12,32,67,0.0
1763656262.707142,16145000,1,310.6965026855469,448.8439025878906,15,22,126,41,0.0
1763656262.707142,16145000,2,255.1404266357422,239.4222412109375,12,11,35,46,0.0
1763656262.707142,16145000,3,447.6285705566406,233.27328491210938,22,11,35,70,0.0
1763656262.741559,16180000,1,326.1255187988281,448.276123046875,16,22,131,43,0.0
1763656262.741559,16180000,2,254.8633270263672,241.9532928466797,12,12,35,48,0.0
1763656262.741559,16180000,3,446.0718994140625,225.15623474121094,22,11,37,76,0.0
1763656262.773236,16215000,1,338.45391845703125,447.30694580078125,16,22,131,47,0.0
1763656262.773236,16215000,2,254.8224334716797,244.401123046875,12,12,36,51,0.0
1763656262.773236,16215000,3,444.7298889160156,219.54173278808594,22,10,40,74,0.0
1763656262.8035061,16245000,1,347.18365478515625,446.48980712890625,17,22,125,49,0.0
1763656262.8035061,16245000,2,254.5309295654297,246.30584716796875,12,12,35,48,0.0
1763656262.8035061,16245000,3,443.74359130859375,215.54214477539062,22,10,40,74,0.0
1763656262.8420937,16280000,1,359.5550231933594,444.2274169921875,17,22,122,53,0.0
1763656262.8420937,16280000,2,254.90306091308594,248.54322814941406,12,12,36,48,0.0
1763656262.8420937,16280000,3,441.60528564453125,208.87118530273438,22,10,43,73,0.0
1763656262.8733559,16315000,1,370.9853210449219,441.1646423339844,18,22,122,58,0.0
