unix_time,frame_ts_us,id,cx,cy,vx,vy,bx,by,pbx,pby,w,h,processing_time
1763666248.5424356,31665000,4,539.9044799804688,298.2183837890625,36.280514,43.647762,26,14,27,15,38,52,0.0
1763666248.5424356,31665000,2,328.9252014160156,210.93350219726562,23.78036,-60.469105,16,10,16,10,37,54,0.0
1763666248.576676,31700000,1,559.05615234375,84.13265228271484,24.799433,-29.236675,27,4,28,3,31,38,0.0
1763666248.576676,31700000,5,296.4689636230469,296.24139404296875,204.42735,-182.90038,14,14,16,13,23,17,0.0
1763666248.576676,31700000,3,365.6282958984375,384.06793212890625,-46.05331,-26.82075,18,19,17,19,70,92,0.0
1763666248.576676,31700000,4,541.6244506835938,299.8086853027344,47.725742,44.12768,27,14,27,15,42,51,0.0
1763666248.576676,31700000,2,329.5760803222656,209.15969848632812,18.060587,-49.2195,16,10,16,10,36,54,0.0
1763666248.608886,31735000,1,560.2625732421875,83.1393814086914,36.37557,-29.948744,28,4,28,3,34,39,0.0
1763666248.608886,31735000,5,283.3985595703125,309.5762023925781,-188.86685,192.68748,14,15,12,16,66,59,0.0
1763666248.608886,31735000,3,364.05438232421875,383.2890930175781,-47.456074,-23.483276,18,19,17,18,71,94,0.0
1763666248.608886,31735000,4,542.8812866210938,301.1408386230469,37.895664,40.166607,27,15,27,15,42,50,0.0
1763666248.608886,31735000,2,330.38092041015625,207.212890625,24.267248,-58.699448,16,10,16,9,36,54,0.0
1763666248.6413662,31765000,1,561.422607421875,82.29949951171875,37.57693,-27.206253,28,4,28,3,35,37,0.0
1763666248.6413662,31765000,5,283.6810302734375,309.2518005371094,9.15006,-10.508333,14,15,14,15,62,55,0.0
1763666248.6413662,31765000,3,351.308349609375,403.5106506347656,-412.8816,655.0359,17,20,14,23,55,49,0.0
1763666248.6413662,31765000,4,544.1201782226562,302.2744445800781,40.131355,36.72084,27,15,27,15,41,50,0.0
1763666248.6413662,31765000,2,331.1147155761719,205.4281005859375,23.76979,-57.814613,16,10,16,9,36,52,0.0
1763666248.678928,31800000,1,562.8297729492188,81.36626434326172,38.879864,-25.785208,28,4,28,3,34,36,0.0
1763666248.678928,31800000,5,283.8047790527344,309.0621337890625,3.4191682,-5.240476,14,15,14,15,59,52,0.0
1763666248.678928,31800000,3,349.5122375488281,403.8951721191406,-49.626423,10.624296,17,20,17,20,55,49,0.0
1763666248.678928,31800000,4,545.4168090820312,303.7019958496094,35.8258,39.44312,27,15,27,15,41,50,0.0
1763666248.678928,31800000,2,331.63800048828125,203.97018432617188,14.458318,-40.2821,16,10,16,9,36,50,0.0
1763666248.7096078,31835000,1,563.9193725585938,80.91423797607422,34.263332,-14.214332,28,4,28,3,32,34,0.0
1763666248.7096078,31835000,5,284.0439758300781,308.9166564941406,7.5217347,-4.5746503,14,15,14,15,55,48,0.0
1763666248.7096078,31835000,3,347.4126281738281,404.6109619140625,-66.0239,22.508585,17,20,16,20,52,50,0.0
1763666248.7096078,31835000,4,546.696533203125,305.05322265625,40.24195,42.49041,27,15,27,15,40,50,0.0
1763666248.7096078,31835000,2,332.4925231933594,202.55047607421875,26.871153,-44.643864,16,10,16,9,35,49,0.0
1763666248.741444,31865000,1,565.4345092773438,79.94527435302734,47.59188,-30.436068,28,3,28,3,34,33,0.0
1763666248.741444,31865000,5,285.47674560546875,307.9601135253906,45.004658,-30.045921,14,15,14,15,47,44,0.0
1763666248.741444,31865000,3,345.4547119140625,405.51959228515625,-61.500008,28.540941,17,20,16,20,54,50,0.0
1763666248.741444,31865000,4,548.6399536132812,306.8076477050781,61.044678,55.108154,27,15,27,15,43,50,0.0
1763666248.741444,31865000,2,333.31011962890625,201.02554321289062,25.68148,-47.89959,16,10,16,9,37,47,0.0
1763666248.778581,31900000,1,567.1051635742188,79.77128601074219,46.28749,-4.8205566,28,3,28,3,36,32,0.0
1763666248.778581,31900000,5,282.2121276855469,299.57574462890625,-90.45018,-232.29906,14,14,13,13,8,7,0.0
1763666248.778581,31900000,3,343.3166809082031,406.1993713378906,-59.23673,18.834099,17,20,16,20,54,51,0.0
1763666248.778581,31900000,4,550.33544921875,308.33453369140625,46.97575,42.30422,27,15,27,15,43,50,0.0
1763666248.778581,31900000,2,334.25860595703125,198.6511993408203,26.278957,-65.78406,16,9,16,9,37,52,0.0
1763666248.8087697,31935000,1,569.1563110351562,78.78787994384766,64.01857,-30.693188,28,3,28,3,38,34,0.0
1763666248.8087697,31935000,5,282.2121276855469,299.57574462890625,-90.45018,-232.29906,14,14,13,13,8,7,0.0
1763666248.8087697,31935000,3,341.17578125,406.99554443359375,-66.81984,24.84944,17,20,16,20,54,52,0.0
1763666248.8087697,31935000,4,551.7275390625,309.8577880859375,43.448658,47.54245,27,15,27,15,42,50,0.0
1763666248.8087697,31935000,2,334.8210754394531,196.5955047607422,17.555292,-64.16049,16,9,16,9,36,52,0.0
1763666248.8408809,31965000,1,570.7882080078125,78.34957885742188,51.31939,-13.783556,28,3,28,3,37,32,0.0
1763666248.8408809,31965000,5,282.2121276855469,299.57574462890625,-90.45018,-232.29906,14,14,13,13,8,7,0.0
1763666248.8408809,31965000,3,339.2455139160156,407.9294738769531,-60.702446,29.369923,16,20,16,20,53,51,0.0
1763666248.8408809,31965000,4,553.3675537109375,312.1046142578125,51.57467,70.657486,27,15,28,16,40,45,0.0
1763666248.8408809,31965000,2,335.0981750488281,194.82102966308594,8.714142,-55.80314,16,9,16,9,36,52,0.0
1763666248.8777478,32000000,1,572.1632080078125,77.37972259521484,37.87213,-26.713108,28,3,28,3,36,31,0.0
1763666248.8777478,32000000,5,298.39337158203125,304.2199401855469,161.57799,46.374664,14,15,16,15,67,58,0.0
1763666248.8777478,32000000,3,337.1343688964844,408.9295349121094,-58.148045,27.545048,16,20,16,20,53,51,0.0
1763666248.8777478,32000000,4,554.7577514648438,313.44696044921875,38.290726,36.972733,27,15,28,15,42,45,0.0
1763666248.8777478,32000000,2,335.29815673828125,192.9119415283203,5.508169,-52.582718,16,9,16,9,35,52,0.0
1763666248.9096708,32035000,1,573.61279296875,77.00187683105469,45.51852,-11.864762,28,3,29,3,36,29,0.0
1763666248.9096708,32035000,5,299.04888916015625,303.99688720703125,20.583954,-7.0041027,14,15,15,15,65,56,0.0
1763666248.9096708,32035000,3,335.2745361328125,410.2872314453125,-58.40074,42.633125,16,20,16,20,51,48,0.0
1763666248.9096708,32035000,4,556.6529541015625,314.8550109863281,59.511395,44.2143,27,15,28,16,45,43,0.0
1763666248.9096708,32035000,2,335.2401123046875,191.10202026367188,-1.8226575,-56.83347,16,9,16,9,34,51,0.0
1763666248.9389162,32065000,1,575.0219116210938,75.80255889892578,44.26739,-37.67651,28,3,29,3,34,31,0.0
1763666248.9389162,32065000,5,299.1745300292969,304.00762939453125,3.9470015,0.33746526,14,15,14,15,63,54,0.0
1763666248.9389162,32065000,3,333.3214416503906,411.33465576171875,-61.35636,32.90478,16,20,16,20,53,47,0.0
1763666248.9389162,32065000,4,558.1954956054688,315.9364013671875,48.458862,33.971825,27,15,28,16,44,42,0.0
1763666248.9389162,32065000,2,335.4440612792969,188.92510986328125,6.4070463,-68.38753,16,9,16,8,34,52,0.0
1763666248.9769776,32100000,1,576.4417114257812,74.67130279541016,39.22714,-31.25507,28,3,29,3,32,31,0.0
1763666248.9769776,32100000,5,299.9002380371094,303.70623779296875,20.050325,-8.327041,14,15,15,15,60,51,0.0
1763666248.9769776,32100000,3,331.1175537109375,412.2852478027344,-60.89043,26.263567,16,20,16,20,51,46,0.0
1763666248.9769776,32100000,4,559.644775390625,317.31396484375,40.04163,38.060207,27,15,28,16,41,43,0.0
1763666248.9769776,32100000,2,335.1248779296875,186.47756958007812,-8.818603,-67.622215,16,9,16,8,34,51,0.0
1763666249.008579,32135000,1,577.5371704101562,73.61710357666016,34.3618,-33.067585,28,3,29,3,30,32,0.0
1763666249.008579,32135000,5,301.2884826660156,303.113037109375,43.54575,-18.607218,15,15,15,15,54,44,0.0
1763666249.008579,32135000,3,329.0207824707031,413.69281005859375,-65.770454,44.151695,16,20,15,21,49,48,0.0
1763666249.008579,32135000,4,561.039306640625,318.2310791015625,43.742947,28.767572,28,15,28,16,42,43,0.0
1763666249.008579,32135000,2,334.63507080078125,184.65899658203125,-15.36402,-57.04407,16,9,16,8,35,49,0.0
1763666249.040877,32165000,1,578.4201049804688,73.0473403930664,27.674124,-17.858286,28,3,29,3,31,32,0.0
1763666249.040877,32165000,5,308.671142578125,300.4923095703125,231.39728,-82.14237,15,15,17,14,30,37,0.0
1763666249.040877,32165000,3,327.21466064453125,414.6956481933594,-56.6099,31.432304,16,20,15,20,50,48,0.0
1763666249.040877,32165000,4,562.3521118164062,319.34716796875,41.14771,34.98196,28,15,28,16,41,43,0.0
1763666249.040877,32165000,2,334.2722473144531,183.21144104003906,-11.372103,-45.371235,16,9,16,8,35,49,0.0
1763666249.0775745,32200000,1,579.28271484375,74.96881866455078,23.833994,53.09063,28,3,29,4,30,34,0.0
1763666249.0775745,32200000,5,312.8956604003906,301.6347961425781,116.72384,31.567015,15,15,16,15,15,16,0.0
1763666249.0775745,32200000,3,325.14697265625,415.7684631347656,-57.13042,29.641981,16,20,15,21,51,49,0.0
1763666249.0775745,32200000,4,563.8134765625,320.91827392578125,40.37765,43.40981,28,16,28,16,40,44,0.0
1763666249.0775745,32200000,2,333.3706359863281,180.86392211914062,-24.911608,-64.862175,16,9,16,8,35,49,0.0
1763666249.109535,32235000,1,579.8104858398438,76.02283477783203,16.467169,32.886726,28,3,29,4,29,34,0.0
1763666249.109535,32235000,5,312.8956604003906,301.6347961425781,116.72384,31.567015,15,15,16,15,15,16,0.0
1763666249.109535,32235000,3,323.3840026855469,417.1210632324219,-55.007046,42.20295,16,20,15,21,48,50,0.0
1763666249.109535,32235000,4,565.6918334960938,322.218017578125,58.607273,40.553757,28,16,28,16,42,43,0.0
1763666249.109535,32235000,2,332.7374267578125,179.26165771484375,-19.756983,-49.992813,16,8,16,8,35,47,0.0
1763666249.1418512,32265000,1,579.5810546875,77.06306457519531,-7.1739316,32.52626,28,3,28,4,29,35,0.0
1763666249.1418512,32265000,5,312.8956604003906,301.6347961425781,116.72384,31.567015,15,15,16,15,15,16,0.0
1763666249.1418512,32265000,3,321.71771240234375,418.7489929199219,-52.102135,50.90266,16,20,15,21,46,53,0.0
1763666249.1418512,32265000,4,566.6739501953125,323.129638671875,30.70916,28.504879,28,16,28,16,42,44,0.0
1763666249.1418512,32265000,2,331.5998229980469,177.17715454101562,-35.570984,-65.178955,16,8,16,8,36,45,0.0
1763666249.1779385,32300000,1,579.1217041015625,78.3818588256836,-12.696919,36.45282,28,3,28,4,27,35,0.0
1763666249.1779385,32300000,5,312.8956604003906,301.6347961425781,116.72384,31.567015,15,15,16,15,15,16,0.0
1763666249.1779385,32300000,3,320.1448974609375,419.95306396484375,-43.474213,33.281754,16,20,15,21,47,52,0.0
1763666249.1779385,32300000,4,568.021240234375,324.1658630371094,37.240475,28.642302,28,16,28,16,41,43,0.0
1763666249.1779385,32300000,2,330.6435241699219,175.6846466064453,-26.433077,-41.254444,16,8,16,8,37,43,0.0
1763666249.20905,32335000,1,578.4104614257812,80.20149230957031,-22.271423,56.9789,28,4,28,4,27,34,0.0
1763666249.20905,32335000,5,312.8956604003906,301.6347961425781,116.72384,31.567015,15,15,16,15,15,16,0.0
1763666249.20905,32335000,3,318.49591064453125,421.251708984375,-51.635376,40.664986,15,21,15,21,49,51,0.0
1763666249.20905,32335000,4,570.0305786132812,325.55450439453125,62.919205,43.483074,28,16,28,16,43,43,0.0
1763666249.20905,32335000,2,329.6246643066406,173.74887084960938,-31.903961,-60.61571,16,8,16,8,37,43,0.0
1763666249.2389624,32365000,1,578.1316528320312,82.10615539550781,-8.806711,60.162487,28,4,28,4,27,33,0.0
1763666249.2389624,32365000,5,312.8956604003906,301.6347961425781,116.72384,31.567015,15,15,16,15,15,16,0.0
1763666249.2389624,32365000,3,316.7392578125,422.5890808105469,-55.487297,42.24349,15,21,15,21,48,51,0.0
1763666249.2389624,32365000,4,571.6589965820312,326.72509765625,51.43675,36.975464,28,16,28,16,45,42,0.0
1763666249.2389624,32365000,2,327.8707275390625,171.8522491455078,-55.401505,-59.908485,16,8,15,8,39,42,0.0
1763666249.276243,32400000,1,577.7178344726562,83.02111053466797,-11.409864,25.227285,28,4,28,4,27,38,0.0
1763666249.276243,32400000,5,312.8956604003906,301.6347961425781,116.72384,31.567015,15,15,16,15,15,16,0.0
1763666249.276243,32400000,3,314.5652160644531,424.0434875488281,-59.94302,40.10113,15,21,15,21,50,51,0.0
1763666249.276243,32400000,4,574.0166015625,327.69464111328125,65.00425,26.732405,28,16,29,16,46,42,0.0
1763666249.276243,32400000,2,326.00872802734375,170.2198944091797,-51.33934,-45.00754,16,8,15,8,42,42,0.0
1763666249.3092628,32435000,1,577.5350952148438,84.62049102783203,-5.7562222,50.37992,28,4,28,4,27,40,0.0
1763666249.3092628,32435000,5,312.8956604003906,301.6347961425781,116.72384,31.567015,15,15,16,15,15,16,0.0
1763666249.3092628,32435000,3,312.68487548828125,425.52362060546875,-59.230064,46.62367,15,21,15,21,50,51,0.0
1763666249.3092628,32435000,4,575.5960693359375,328.4442443847656,49.752678,23.612238,28,16,29,16,46,40,0.0
1763666249.3092628,32435000,2,324.7042236328125,169.05194091796875,-41.091427,-36.790123,16,8,15,8,43,42,0.0
1763666249.3405979,32465000,1,576.6860961914062,87.33887481689453,-26.500956,84.85259,28,4,28,5,27,34,0.0
1763666249.3405979,32465000,5,312.8956604003906,301.6347961425781,116.72384,31.567015,15,15,16,15,15,16,0.0
1763666249.3405979,32465000,3,310.885986328125,426.95599365234375,-56.151165,44.710598,15,21,15,21,50,51,0.0
1763666249.3405979,32465000,4,577.1688842773438,329.0171813964844,49.094402,17.88386,28,16,29,16,46,40,0.0
1763666249.3405979,32465000,2,323.3008728027344,167.978759765625,-43.80469,-33.498657,16,8,15,8,43,41,0.0
1763666249.3768578,32500000,1,575.8270874023438,88.51869201660156,-23.594763,32.406548,28,4,28,4,27,32,0.0
1763666249.3768578,32500000,5,352.83233642578125,320.2220458984375,133.00642,61.90359,17,16,18,16,38,53,0.0
1763666249.3768578,32500000,3,309.6566467285156,427.95758056640625,-33.7668,27.511019,15,21,15,21,48,50,0.0
1763666249.3768578,32500000,4,578.8634033203125,329.6685791015625,46.544083,17.892221,28,16,29,16,47,39,0.0
1763666249.3768578,32500000,2,322.2842712402344,167.14535522460938,-27.923431,-22.891481,16,8,15,8,43,40,0.0
1763666249.409238,32535000,1,575.6586303710938,90.07429504394531,-5.2949243,48.895557,28,4,28,4,27,37,0.0
1763666249.409238,32535000,5,351.97406005859375,317.8170166015625,-26.977257,-75.594635,17,15,17,15,39,55,0.0
1763666249.409238,32535000,3,307.6340026855469,429.54864501953125,-63.575542,50.010178,15,21,14,21,48,52,0.0
1763666249.409238,32535000,4,581.0562744140625,330.3773193359375,68.9261,22.277052,29,16,29,16,46,39,0.0
1763666249.409238,32535000,2,320.3187561035156,165.8562469482422,-61.779873,-40.51912,16,8,15,7,45,40,0.0
1763666249.4420564,32565000,1,574.6818237304688,91.24810791015625,-30.583935,36.752224,28,4,28,4,28,37,0.0
1763666249.4420564,32565000,5,351.0871276855469,315.9264221191406,-27.76996,-59.194744,17,15,17,15,39,54,0.0
1763666249.4420564,32565000,3,306.2701416015625,430.8962097167969,-42.702656,42.192417,15,21,14,21,48,52,0.0
1763666249.4420564,32565000,4,582.9739990234375,331.0157775878906,60.044193,19.990206,29,16,29,16,45,39,0.0
1763666249.4420564,32565000,2,318.4492492675781,164.733154296875,-58.53449,-35.16417,15,8,15,7,45,40,0.0
1763666249.4773355,32600000,1,574.3538208007812,92.3628158569336,-9.114147,30.97415,28,4,28,4,28,38,0.0
1763666249.4773355,32600000,5,350.0594177246094,313.86279296875,-28.556755,-57.341618,17,15,17,15,39,55,0.0
1763666249.4773355,32600000,3,304.02264404296875,432.587890625,-62.45073,47.006374,15,21,14,21,49,51,0.0
1763666249.4773355,32600000,4,584.8471069335938,331.7701721191406,52.047646,20.962198,29,16,29,16,46,40,0.0
1763666249.4773355,32600000,2,316.5577392578125,163.5192413330078,-52.558983,-33.73074,15,8,15,7,44,40,0.0
1763666249.5079753,32635000,1,573.7041625976562,94.2903823852539,-20.405617,60.544426,28,4,28,5,28,38,0.0
1763666249.5079753,32635000,5,349.3525695800781,311.6452941894531,-22.201939,-69.65113,17,15,17,15,39,57,0.0
1763666249.5079753,32635000,3,302.616943359375,433.9193115234375,-44.15274,41.81963,15,21,14,22,48,52,0.0
1763666249.5079753,32635000,4,586.8101196289062,332.17431640625,61.657784,12.69408,29,16,29,16,45,39,0.0
1763666249.5079753,32635000,2,314.7916564941406,162.29444885253906,-55.47226,-38.470455,15,8,15,7,43,39,0.0
1763666249.5423071,32665000,1,573.0255126953125,95.54762268066406,-21.026978,38.95376,28,4,28,5,29,38,0.0
1763666249.5423071,32665000,5,348.6575012207031,309.0948486328125,-21.535679,-79.021835,17,15,17,14,38,56,0.0
1763666249.5423071,32665000,3,300.2842712402344,435.63677978515625,-72.274445,53.21325,15,21,14,22,49,52,0.0
1763666249.5423071,32665000,4,588.5194702148438,332.4638977050781,52.961735,8.972254,29,16,29,16,47,39,0.0
1763666249.5423071,32665000,2,312.94793701171875,161.0447540283203,-57.124958,-38.71997,15,8,15,7,43,40,0.0
1763666249.5777295,32700000,1,572.7619018554688,97.00921630859375,-7.34597,40.729824,28,4,28,5,28,40,0.0
1763666249.5777295,32700000,5,348.3608093261719,307.2718811035156,-8.267831,-50.80013,17,15,17,14,37,56,0.0
1763666249.5777295,32700000,3,298.2392272949219,437.21307373046875,-56.98867,43.926147,14,21,14,22,51,53,0.0
1763666249.5777295,32700000,4,590.4420166015625,332.8451232910156,53.575066,10.6235075,29,16,29,16,48,38,0.0
1763666249.5777295,32700000,2,311.23663330078125,159.4653778076172,-47.688427,-44.01204,15,7,15,7,42,40,0.0
1763666249.6087794,32735000,1,572.2739868164062,100.20800018310547,-15.314062,100.39939,28,5,28,5,28,34,0.0
1763666249.6087794,32735000,5,352.7217102050781,307.95794677734375,136.87445,21.533363,17,15,18,15,55,62,0.0
1763666249.6087794,32735000,3,296.5341796875,438.48291015625,-53.515884,39.85602,14,21,14,22,52,51,0.0
1763666249.6087794,32735000,4,592.06689453125,333.0782165527344,50.99962,7.316037,29,16,29,16,48,38,0.0
1763666249.6087794,32735000,2,309.8938293457031,158.69146728515625,-42.146236,-24.290527,15,7,15,7,43,40,0.0
1763666249.644148,32765000,1,571.4874877929688,100.08928680419922,-24.338501,-3.673629,28,5,28,4,28,40,0.0
1763666249.644148,32765000,5,352.0134582519531,306.7214660644531,-21.917116,-38.263348,17,15,17,15,52,64,0.0
1763666249.644148,32765000,3,294.33270263671875,438.87066650390625,-68.12551,11.999262,14,21,14,22,52,51,0.0
1763666249.644148,32765000,4,593.7894287109375,332.9703063964844,53.30445,-3.3393192,29,16,30,16,48,41,0.0
1763666249.644148,32765000,2,308.3240051269531,156.6190948486328,-48.578785,-64.130325,15,7,15,7,42,47,0.0
1763666249.679219,32800000,1,571.0704956054688,100.90771484375,-11.699726,22.96298,28,5,28,5,29,43,0.0
1763666249.679219,32800000,5,351.1160888671875,304.3904113769531,-25.177872,-65.40338,17,15,17,14,50,64,0.0
1763666249.679219,32800000,3,292.57879638671875,439.5806579589844,-49.210087,19.92053,14,21,14,22,51,51,0.0
1763666249.679219,32800000,4,595.798583984375,333.3300476074219,56.371716,10.0934105,29,16,30,16,48,42,0.0
1763666249.679219,32800000,2,306.9429016113281,155.2733612060547,-38.750202,-37.757816,15,7,15,7,41,48,0.0
1763666249.7117796,32835000,1,570.734375,101.92708587646484,-10.472615,31.760862,28,5,28,5,28,42,0.0
1763666249.7117796,32835000,5,349.491943359375,302.2178039550781,-50.60401,-67.69261,17,15,17,14,44,62,0.0
1763666249.7117796,32835000,3,290.8586730957031,440.34832763671875,-53.59442,23.918524,14,22,14,22,53,50,0.0
1763666249.7117796,32835000,4,597.9232788085938,334.0981140136719,66.19978,23.930885,29,16,30,16,47,43,0.0
1763666249.7117796,32835000,2,305.38226318359375,153.7436981201172,-48.6253,-47.66019,15,7,14,7,40,48,0.0
1763666249.7433946,32865000,1,570.2453002929688,102.6078109741211,-15.235424,21.205627,28,5,28,5,29,44,0.0
1763666249.7433946,32865000,5,347.8448486328125,299.5655517578125,-51.309517,-82.62171,17,14,17,14,41,62,0.0
1763666249.7433946,32865000,3,289.35968017578125,441.02801513671875,-46.69592,21.173304,14,22,14,22,53,51,0.0
1763666249.7433946,32865000,4,599.8805541992188,334.8047180175781,60.97212,22.011795,29,16,30,16,46,45,0.0
1763666249.7433946,32865000,2,303.3848876953125,151.9929656982422,-62.2213,-54.53799,15,7,14,7,42,47,0.0
1763666249.7789922,32900000,1,570.0213623046875,103.64024353027344,-6.1646056,28.420992,28,5,28,5,28,46,0.0
1763666249.7789922,32900000,5,347.34918212890625,296.93634033203125,-13.644798,-72.37741,17,14,17,14,36,63,0.0
1763666249.7789922,32900000,3,286.7564392089844,441.7474670410156,-71.66249,19.805202,14,22,13,22,56,51,0.0
1763666249.7789922,32900000,4,601.2987670898438,335.9162292480469,39.040825,30.597883,30,16,30,17,42,49,0.0
1763666249.7789922,32900000,2,301.6592102050781,150.73751831054688,-47.504765,-34.560184,15,7,14,7,45,46,0.0
1763666249.806637,32935000,1,569.54345703125,105.36956787109375,-15.214962,55.05611,28,5,28,5,28,47,0.0
1763666249.806637,32935000,5,347.2638854980469,294.08123779296875,-2.7155695,-90.897255,17,14,17,14,36,62,0.0
1763666249.806637,32935000,3,284.38330078125,441.9580078125,-75.55307,6.702939,14,22,13,22,56,52,0.0
1763666249.806637,32935000,4,602.3155517578125,336.77301025390625,32.371143,27.277143,30,16,30,17,41,50,0.0
1763666249.806637,32935000,2,299.82183837890625,149.615966796875,-58.49599,-35.70658,14,7,14,7,47,46,0.0
1763666249.8418324,32965000,1,569.3893432617188,107.5628433227539,-4.772382,67.91831,28,5,28,5,28,50,0.0
1763666249.8418324,32965000,5,347.5697937011719,291.1785888671875,9.472941,-89.88521,17,14,17,13,36,60,0.0
1763666249.8418324,32965000,3,282.6777648925781,442.2860412597656,-52.81467,10.158085,14,22,13,22,56,51,0.0
1763666249.8418324,32965000,4,603.6649780273438,337.8702697753906,41.787163,33.978413,30,16,30,17,44,49,0.0
1763666249.8418324,32965000,2,297.4979553222656,148.66311645507812,-71.96279,-29.506548,14,7,14,7,47,45,0.0
1763666249.8776207,33000000,1,568.8582153320312,109.02215576171875,-14.746809,40.517925,28,5,28,5,27,50,0.0
1763666249.8776207,33000000,5,347.8668212890625,288.9536437988281,8.246995,-61.775776,17,14,17,13,35,57,0.0
1763666249.8776207,33000000,3,281.0380859375,442.2735900878906,-45.525818,-0.34570777,14,22,13,22,56,51,0.0
1763666249.8776207,33000000,4,604.7685546875,338.68109130859375,30.640894,22.512524,30,16,30,17,41,50,0.0
1763666249.8776207,33000000,2,296.0760192871094,147.9607391357422,-39.480167,-19.501562,14,7,14,7,48,45,0.0
1763666249.9087248,33035000,1,568.3567504882812,111.125732421875,-15.783756,66.21071,28,5,28,6,28,51,0.0
1763666249.9087248,33035000,5,348.0439453125,286.6432189941406,5.5750318,-72.72131,17,14,17,13,36,58,0.0
1763666249.9087248,33035000,3,279.13909912109375,442.4272155761719,-59.77118,4.835408,13,22,13,22,57,50,0.0
1763666249.9087248,33035000,4,606.2999877929688,340.0752258300781,48.202316,43.880802,30,17,30,17,38,52,0.0
1763666249.9087248,33035000,2,294.02862548828125,147.12289428710938,-64.44234,-26.371418,14,7,14,7,48,44,0.0
1763666249.943147,33065000,1,568.3167114257812,112.61730194091797,-1.2479175,46.488495,28,5,28,5,28,50,0.0
1763666249.943147,33065000,5,348.540771484375,284.6642150878906,15.48483,-61.680603,17,14,17,13,37,58,0.0
1763666249.943147,33065000,3,277.1579284667969,442.5297546386719,-61.74814,3.1958861,13,22,13,22,58,50,0.0
1763666249.943147,33065000,4,607.7218627929688,341.7812805175781,44.316288,53.17346,30,17,30,17,38,53,0.0
1763666249.943147,33065000,2,291.9557189941406,146.01388549804688,-64.607315,-34.565033,14,7,14,7,47,43,0.0
1763666249.982161,33100000,1,568.110595703125,114.38282012939453,-5.0984106,43.671276,28,5,28,6,28,49,0.0
1763666249.982161,33100000,5,349.0213317871094,282.3612976074219,11.886981,-56.964207,17,14,17,13,36,57,0.0
1763666249.982161,33100000,3,274.91485595703125,442.7876892089844,-55.483902,6.3801847,13,22,13,22,57,49,0.0
1763666249.982161,33100000,4,607.9283447265625,342.94232177734375,5.107469,28.719133,30,17,30,17,39,51,0.0
1763666249.982161,33100000,2,290.0945129394531,145.55389404296875,-46.03818,-11.378197,14,7,14,7,46,42,0.0
1763666250.0172691,33140000,1,568.0435180664062,116.02949523925781,-1.8304511,44.935368,28,5,28,6,28,51,0.0
1763666250.0172691,33140000,5,349.42279052734375,280.31109619140625,10.955225,-55.947014,17,14,17,13,35,57,0.0
1763666250.0172691,33140000,3,272.33392333984375,442.8489074707031,-70.42989,1.6705573,13,22,13,22,57,49,0.0
1763666250.0172691,33140000,4,607.8731079101562,344.0830078125,-1.5073323,31.127663,30,17,30,17,41,50,0.0
1763666250.0172691,33140000,2,288.20660400390625,145.17453002929688,-51.518288,-10.352292,14,7,14,7,47,43,0.0
1763666250.0479884,33175000,1,567.9292602539062,117.8707504272461,-3.6887834,59.444443,28,5,28,6,28,50,0.0
1763666250.0479884,33175000,5,349.6382751464844,278.3782958984375,6.9568644,-62.399952,17,13,17,13,35,57,0.0
1763666250.0479884,33175000,3,269.67529296875,442.86322021484375,-85.83318,0.4620832,13,22,12,22,57,49,0.0
1763666250.0479884,33175000,4,607.2982788085938,344.773681640625,-18.558207,22.298223,30,17,30,17,42,48,0.0
1763666250.0479884,33175000,2,286.016845703125,144.3696746826172,-70.69577,-25.984545,14,7,13,7,47,43,0.0
1763666250.0825744,33205000,1,567.3961181640625,119.40443420410156,-16.709333,48.06755,28,5,28,6,28,49,0.0
1763666250.0825744,33205000,5,349.839111328125,276.397216796875,6.2944546,-62.089474,17,13,17,13,34,57,0.0
1763666250.0825744,33205000,3,267.5424499511719,442.5199279785156,-66.84594,-10.759204,13,22,12,22,56,50,0.0
1763666250.0825744,33205000,4,606.42041015625,345.0711669921875,-27.51349,9.32356,30,17,30,17,44,46,0.0
1763666250.0825744,33205000,2,284.7254943847656,144.07469177246094,-40.47255,-9.24513,14,7,13,7,45,43,0.0
1763666250.1165824,33240000,1,566.6521606445312,121.16549682617188,-20.572287,48.69779,28,6,28,6,29,49,0.0
1763666250.1165824,33240000,5,349.7811584472656,274.1595764160156,-1.6025422,-61.876358,17,13,17,13,34,58,0.0
1763666250.1165824,33240000,3,265.26416015625,442.50543212890625,-63.000416,-0.4008465,13,22,12,22,56,50,0.0
1763666250.1165824,33240000,4,605.01953125,345.0168762207031,-38.73781,-1.5012758,30,17,29,17,45,45,0.0
1763666250.1165824,33240000,2,282.3805236816406,143.3038787841797,-64.84431,-21.314909,14,7,13,7,45,43,0.0
1763666250.1483305,33275000,1,565.3499755859375,123.05657958984375,-39.984478,58.066986,28,6,27,6,29,47,0.0
1763666250.1483305,33275000,5,349.90728759765625,271.6276550292969,3.8728817,-77.74437,17,13,17,12,35,60,0.0
1763666250.1483305,33275000,3,263.223876953125,442.3883361816406,-62.648285,-3.595511,13,22,12,22,56,50,0.0
1763666250.1483305,33275000,4,603.2359008789062,345.17437744140625,-54.767586,4.836182,30,17,29,17,45,44,0.0
1763666250.1483305,33275000,2,280.32183837890625,142.32272338867188,-63.213337,-30.127045,14,7,13,6,45,43,0.0
