unix_time,frame_ts_us,id,cx,cy,vx,vy,bx,by,pbx,pby,w,h,processing_time
1763666303.7207246,86845000,2,221.8402862548828,257.9638977050781,9.438112,-68.29697,11,12,11,12,36,54,0.0
1763666303.7207246,86845000,5,155.10804748535156,191.62063598632812,-10.684665,-79.97746,7,9,7,8,36,52,0.0
1763666303.7207246,86845000,3,460.54986572265625,243.10520935058594,7.711251,58.260227,23,12,23,12,33,52,0.0
1763666303.7564316,86880000,4,517.3820190429688,212.0580291748047,56.634567,-14.454575,25,10,26,10,47,37,0.0
1763666303.7564316,86880000,1,247.96206665039062,310.6812438964844,-42.075798,48.150314,12,15,12,15,43,52,0.0
1763666303.7564316,86880000,2,222.21835327148438,255.56724548339844,10.580548,-67.07249,11,12,11,12,37,54,0.0
1763666303.7564316,86880000,5,154.37733459472656,188.8167724609375,-20.449663,-78.468666,7,9,7,8,37,51,0.0
1763666303.7564316,86880000,3,461.108642578125,245.36837768554688,15.637877,63.336823,23,12,23,12,34,53,0.0
1763666303.7882204,86915000,4,519.321044921875,211.68177795410156,60.97331,-11.831344,25,10,26,10,48,39,0.0
1763666303.7882204,86915000,1,246.5003662109375,312.1684875488281,-45.963654,46.76687,12,15,11,15,44,50,0.0
1763666303.7882204,86915000,2,222.66249084472656,253.54345703125,13.966053,-63.6387,11,12,11,12,38,54,0.0
1763666303.7882204,86915000,5,153.6506805419922,186.74737548828125,-22.849876,-65.072876,7,9,7,8,39,49,0.0
1763666303.7882204,86915000,3,461.6120300292969,247.6394805908203,15.829185,71.41558,23,12,23,12,34,55,0.0
1763666303.8196862,86945000,4,520.4923095703125,211.3786163330078,36.410423,-9.42421,26,10,26,10,48,38,0.0
1763666303.8196862,86945000,1,244.7494659423828,313.64208984375,-54.42922,45.809017,12,15,11,16,47,49,0.0
1763666303.8196862,86945000,2,222.9335479736328,251.77902221679688,8.426195,-54.84996,11,12,11,12,37,54,0.0
1763666303.8196862,86945000,5,152.88194274902344,185.2696075439453,-23.897305,-45.938515,7,9,7,8,39,48,0.0
1763666303.8196862,86945000,3,462.0277099609375,249.17056274414062,12.922001,47.59586,23,12,23,12,34,53,0.0
1763666303.854587,86980000,4,522.3270263671875,210.92205810546875,51.306503,-12.767315,26,10,26,10,49,37,0.0
1763666303.854587,86980000,1,243.02317810058594,314.9691162109375,-48.27437,37.109314,12,15,11,16,48,49,0.0
1763666303.854587,86980000,2,223.73333740234375,249.4967498779297,22.365522,-63.822067,11,12,11,11,38,52,0.0
1763666303.854587,86980000,5,151.4375,183.6490936279297,-40.392776,-45.31648,7,9,7,8,44,46,0.0
1763666303.854587,86980000,3,462.8592224121094,250.9189453125,23.252634,48.89223,23,12,23,12,34,52,0.0
1763666303.8861625,87015000,4,524.2432250976562,210.71202087402344,59.680992,-6.5417175,26,10,26,10,48,37,0.0
1763666303.8861625,87015000,1,241.36666870117188,316.23748779296875,-51.592834,39.504086,12,15,11,16,50,49,0.0
1763666303.8861625,87015000,2,224.45880126953125,247.48573303222656,22.594944,-62.63415,11,12,11,11,38,53,0.0
1763666303.8861625,87015000,5,150.2512969970703,182.58265686035156,-36.9449,-33.21472,7,9,7,8,46,46,0.0
1763666303.8861625,87015000,3,463.51513671875,252.36111450195312,20.428787,44.9171,23,12,23,12,35,51,0.0
1763666303.9197757,87045000,4,526.1725463867188,210.11007690429688,60.413147,-18.848768,26,10,26,10,47,36,0.0
1763666303.9197757,87045000,1,239.95277404785156,317.1944580078125,-44.27351,29.965763,11,15,11,16,50,49,0.0
1763666303.9197757,87045000,2,225.00160217285156,245.53993225097656,16.996813,-60.929173,11,12,11,11,38,53,0.0
1763666303.9197757,87045000,5,148.81166076660156,181.68833923339844,-45.079563,-28.003912,7,9,7,8,49,44,0.0
1763666303.9197757,87045000,3,464.2539978027344,254.3330535888672,23.136076,61.747646,23,12,23,13,35,54,0.0
1763666303.957017,87080000,4,527.9913330078125,209.56826782226562,49.836964,-14.846228,26,10,26,10,44,36,0.0
1763666303.957017,87080000,1,238.1426544189453,318.3354187011719,-49.599476,31.26371,11,15,11,16,49,47,0.0
1763666303.957017,87080000,2,225.43284606933594,243.38673400878906,11.8166065,-59.000248,11,12,11,11,37,53,0.0
1763666303.957017,87080000,5,147.65586853027344,180.83102416992188,-31.670113,-23.491474,7,9,7,8,49,42,0.0
1763666303.957017,87080000,3,464.9931945800781,255.99830627441406,20.25489,45.629948,23,12,23,13,35,54,0.0
1763666303.9880927,87115000,4,529.5513916015625,209.0138397216797,49.392796,-17.55367,26,10,26,10,44,38,0.0
1763666303.9880927,87115000,1,236.58689880371094,319.4530944824219,-49.25656,35.386574,11,15,11,16,50,47,0.0
1763666303.9880927,87115000,2,225.63262939453125,241.23472595214844,6.3253117,-68.13442,11,12,11,11,37,53,0.0
1763666303.9880927,87115000,5,145.82215881347656,180.01950073242188,-58.056824,-25.69353,7,9,6,8,51,40,0.0
1763666303.9880927,87115000,3,465.82879638671875,257.8517761230469,26.455872,58.68245,23,12,23,13,35,54,0.0
1763666304.0210183,87145000,4,531.28955078125,208.3913116455078,54.390713,-19.480232,26,10,26,10,46,38,0.0
1763666304.0210183,87145000,1,235.0476531982422,320.5904846191406,-48.166283,35.591366,11,16,11,16,50,47,0.0
1763666304.0210183,87145000,2,225.95645141601562,239.2185516357422,10.133082,-63.0904,11,11,11,11,36,53,0.0
1763666304.0210183,87145000,5,143.98062133789062,179.57675170898438,-57.62564,-13.854563,7,8,6,8,50,39,0.0
1763666304.0210183,87145000,3,466.4363708496094,259.48419189453125,19.012302,51.081776,23,12,23,13,35,54,0.0
1763666304.0563703,87180000,4,533.2809448242188,207.85166931152344,54.9558,-14.892319,26,10,27,10,47,38,0.0
1763666304.0563703,87180000,1,232.9768524169922,321.8066711425781,-57.14716,33.56267,11,16,11,16,50,47,0.0
1763666304.0563703,87180000,2,226.51539611816406,237.3079376220703,15.424999,-52.72654,11,11,11,11,37,52,0.0
1763666304.0563703,87180000,5,142.5496826171875,178.9566192626953,-39.48911,-17.113577,7,8,6,8,51,40,0.0
1763666304.0563703,87180000,3,467.2233581542969,260.97698974609375,21.71821,41.196217,23,13,23,13,36,54,0.0
1763666304.087166,87215000,4,535.5335693359375,207.56475830078125,70.93397,-9.0346775,26,10,27,10,46,39,0.0
1763666304.087166,87215000,1,231.2279510498047,323.0257873535156,-55.07199,38.38933,11,16,11,16,51,47,0.0
1763666304.087166,87215000,2,227.18997192382812,235.7122039794922,21.24204,-50.24882,11,11,11,11,37,52,0.0
1763666304.087166,87215000,5,140.580322265625,178.3874053955078,-62.01413,-17.924248,7,8,6,8,51,39,0.0
1763666304.087166,87215000,3,468.0125732421875,262.9204406738281,24.85197,61.198254,23,13,23,13,36,54,0.0
1763666304.1226304,87245000,4,537.092041015625,207.39471435546875,48.75154,-5.3192525,26,10,27,10,45,38,0.0
1763666304.1226304,87245000,1,229.55020141601562,324.2673034667969,-52.48275,38.83665,11,16,11,16,49,48,0.0
1763666304.1226304,87245000,2,227.65380859375,233.9686737060547,14.509569,-54.540474,11,11,11,11,38,54,0.0
1763666304.1226304,87245000,5,138.565185546875,177.68679809570312,-63.03677,-21.916142,6,8,6,8,51,39,0.0
1763666304.1226304,87245000,3,468.68670654296875,264.5864562988281,21.087992,52.115692,23,13,23,13,36,54,0.0
1763666304.15529,87280000,4,538.2919311523438,207.08639526367188,33.2611,-8.546643,26,10,27,10,45,36,0.0
1763666304.15529,87280000,1,227.919189453125,325.7454528808594,-45.211853,40.974483,11,16,11,16,48,50,0.0
1763666304.15529,87280000,2,228.05335998535156,232.1757049560547,11.075613,-49.701313,11,11,11,11,37,53,0.0
1763666304.15529,87280000,5,136.6968536376953,177.379150390625,-51.79039,-8.528032,6,8,6,8,52,39,0.0
1763666304.15529,87280000,3,469.5671691894531,266.3919982910156,24.406532,50.049847,23,13,23,13,35,55,0.0
1763666304.1859462,87315000,4,540.1204833984375,206.8481903076172,57.01979,-7.4279513,27,10,27,10,47,35,0.0
1763666304.1859462,87315000,1,225.99798583984375,327.0267639160156,-59.90894,39.955154,11,16,10,16,49,50,0.0
1763666304.1859462,87315000,2,228.75563049316406,230.2700958251953,21.898918,-59.422657,11,11,11,11,38,53,0.0
1763666304.1859462,87315000,5,134.4170684814453,176.8437042236328,-71.0906,-16.69683,6,8,6,8,52,39,0.0
1763666304.1859462,87315000,3,470.5012512207031,268.5474853515625,29.127504,67.21461,23,13,23,13,35,56,0.0
1763666304.2191777,87345000,4,541.5748291015625,206.02687072753906,45.5106,-25.70142,27,10,27,10,47,39,0.0
1763666304.2191777,87345000,1,224.73866271972656,328.0020446777344,-39.40779,30.5193,11,16,10,16,47,51,0.0
1763666304.2191777,87345000,2,229.37322998046875,227.6905517578125,19.326439,-80.72125,11,11,11,10,37,57,0.0
1763666304.2191777,87345000,5,132.14630126953125,175.82801818847656,-71.05875,-31.783697,6,8,6,8,53,43,0.0
1763666304.2191777,87345000,3,471.100830078125,270.2583312988281,18.762524,53.53722,23,13,23,13,35,57,0.0
1763666304.2543957,87380000,4,543.8699340820312,205.32748413085938,63.760494,-19.429714,27,10,27,10,48,41,0.0
1763666304.2543957,87380000,1,222.73960876464844,329.4818115234375,-55.535877,41.10952,11,16,10,16,47,55,0.0
1763666304.2543957,87380000,2,230.12051391601562,224.77345275878906,20.760355,-81.04016,11,11,11,10,38,57,0.0
1763666304.2543957,87380000,5,129.44830322265625,175.14549255371094,-74.9533,-18.961298,6,8,5,8,54,44,0.0
1763666304.2543957,87380000,3,471.9773864746094,272.67205810546875,24.351683,67.05594,23,13,23,14,35,56,0.0
1763666304.2872858,87415000,4,545.9646606445312,205.27174377441406,65.73532,-1.7492069,27,10,27,10,48,41,0.0
1763666304.2872858,87415000,1,221.33990478515625,331.20751953125,-43.924583,54.155025,11,16,10,16,46,57,0.0
1763666304.2872858,87415000,2,231.0323028564453,222.3997039794922,28.613155,-74.49141,11,11,11,10,38,57,0.0
1763666304.2872858,87415000,5,127.39095306396484,174.7247772216797,-64.5624,-13.20261,6,8,5,8,53,44,0.0
1763666304.2872858,87415000,3,472.67645263671875,274.2950134277344,21.937632,50.930508,23,13,23,14,35,57,0.0
1763666304.3215783,87445000,4,547.82470703125,205.35694885253906,57.95577,2.6548402,27,10,27,10,48,41,0.0
1763666304.3215783,87445000,1,220.20115661621094,332.5073547363281,-35.481388,40.500576,11,16,10,16,47,56,0.0
1763666304.3215783,87445000,2,232.2779083251953,220.13482666015625,38.81087,-70.56959,11,11,11,10,38,56,0.0
1763666304.3215783,87445000,5,125.45011138916016,174.3968505859375,-60.47321,-10.217616,6,8,5,8,53,43,0.0
1763666304.3215783,87445000,3,473.46759033203125,276.0828552246094,24.650457,55.706,23,13,23,14,35,55,0.0
1763666304.3567224,87480000,4,549.5419921875,205.3961181640625,47.633892,1.0864747,27,10,27,10,47,41,0.0
1763666304.3567224,87480000,1,219.02903747558594,334.0477294921875,-32.512127,42.72677,10,16,10,17,46,58,0.0
1763666304.3567224,87480000,2,233.41860961914062,217.99400329589844,31.640663,-59.381954,11,10,11,10,39,55,0.0
1763666304.3567224,87480000,5,123.2686538696289,174.26417541503906,-60.50906,-3.6801312,6,8,5,8,53,43,0.0
1763666304.3567224,87480000,3,474.2300720214844,277.7041931152344,21.149645,44.972515,23,13,23,14,35,56,0.0
1763666304.3885407,87515000,4,551.1449584960938,205.36288452148438,50.16136,-1.0399749,27,10,27,10,46,41,0.0
1763666304.3885407,87515000,1,217.44935607910156,335.869873046875,-49.432713,57.02004,10,16,10,17,45,59,0.0
1763666304.3885407,87515000,2,234.3097686767578,216.05149841308594,27.886894,-60.786488,11,10,11,10,38,55,0.0
1763666304.3885407,87515000,5,121.06893920898438,174.12008666992188,-68.83531,-4.5089455,6,8,5,8,53,44,0.0
1763666304.3885407,87515000,3,475.1300048828125,279.6308288574219,28.161451,60.289898,23,13,23,14,35,58,0.0
1763666304.4211948,87545000,4,552.7879638671875,205.22607421875,51.289932,-4.270827,27,10,28,10,47,41,0.0
1763666304.4211948,87545000,1,216.03836059570312,337.37969970703125,-44.047245,47.132473,10,16,10,17,44,60,0.0
1763666304.4211948,87545000,2,235.61822509765625,214.1162567138672,40.84627,-60.412716,11,10,12,10,39,54,0.0
1763666304.4211948,87545000,5,119.30250549316406,174.15516662597656,-55.143013,1.095096,5,8,5,8,53,44,0.0
1763666304.4211948,87545000,3,475.8079528808594,281.6047668457031,21.163599,61.620705,23,14,23,14,35,60,0.0
1763666304.455623,87580000,4,555.0146484375,205.5018310546875,62.22652,7.70625,27,10,28,10,47,41,0.0
1763666304.455623,87580000,1,214.75323486328125,339.0865783691406,-35.91389,47.70012,10,16,10,17,44,62,0.0
1763666304.455623,87580000,2,236.61569213867188,212.4009552001953,27.875032,-47.935505,11,10,12,10,40,55,0.0
1763666304.455623,87580000,5,116.96359252929688,174.3625030517578,-65.36284,5.794186,5,8,5,8,51,45,0.0
1763666304.455623,87580000,3,476.54754638671875,283.3272705078125,20.668545,48.136772,23,14,23,14,35,61,0.0
1763666304.4867203,87615000,4,557.0538940429688,205.76190185546875,63.548744,8.104552,27,10,28,10,47,41,0.0
1763666304.4867203,87615000,1,213.40541076660156,340.6332092285156,-42.002064,48.197456,10,17,10,17,43,63,0.0
1763666304.4867203,87615000,2,237.88775634765625,210.34222412109375,39.64117,-64.15597,11,10,12,10,41,53,0.0
1763666304.4867203,87615000,5,114.40912628173828,174.9371795654297,-79.6045,17.90857,5,8,5,8,52,44,0.0
1763666304.4867203,87615000,3,477.08294677734375,285.148681640625,16.684612,56.760395,23,14,23,14,35,63,0.0
1763666304.5192704,87645000,4,558.5506591796875,206.02532958984375,46.45023,8.17515,27,10,28,10,46,41,0.0
1763666304.5192704,87645000,1,212.35430908203125,342.4866943359375,-32.619625,57.520588,10,17,10,17,43,65,0.0
1763666304.5192704,87645000,2,238.9248809814453,208.79563903808594,32.185863,-47.99633,11,10,12,10,39,53,0.0
1763666304.5192704,87645000,5,112.79794311523438,175.3961944580078,-50.00105,14.244952,5,8,5,8,50,44,0.0
1763666304.5192704,87645000,3,477.51458740234375,286.4959411621094,13.395426,41.810513,23,14,23,14,34,63,0.0
1763666304.555398,87680000,4,560.3402099609375,206.47837829589844,49.263725,12.471771,28,10,28,10,46,41,0.0
1763666304.555398,87680000,1,211.09022521972656,344.8385009765625,-34.79839,64.74181,10,17,10,17,43,65,0.0
1763666304.555398,87680000,2,240.4308319091797,206.84268188476562,41.456635,-53.762066,12,10,12,9,39,53,0.0
1763666304.555398,87680000,5,110.11804962158203,175.948974609375,-73.77357,15.217233,5,8,4,8,52,45,0.0
1763666304.555398,87680000,3,478.16693115234375,289.06121826171875,17.958073,70.61834,23,14,24,14,35,63,0.0
1763666304.5862753,87715000,4,562.0485229492188,206.81541442871094,53.76482,10.607358,28,10,28,10,46,42,0.0
1763666304.5862753,87715000,1,209.79074096679688,346.8046875,-40.897972,61.880737,10,17,10,17,44,64,0.0
1763666304.5862753,87715000,2,241.46607971191406,205.1963348388672,32.581802,-51.8146,12,10,12,9,40,53,0.0
1763666304.5862753,87715000,5,107.91197204589844,176.18301391601562,-69.4307,7.365794,5,8,4,8,51,44,0.0
1763666304.5862753,87715000,3,478.6341552734375,291.1188049316406,14.704695,64.757324,23,14,24,15,34,61,0.0
1763666304.6198232,87745000,4,563.64404296875,207.1961669921875,49.803867,11.885122,28,10,28,10,46,41,0.0
1763666304.6198232,87745000,1,208.62353515625,348.4739990234375,-36.434116,52.107258,10,17,10,17,43,63,0.0
1763666304.6198232,87745000,2,242.6464385986328,203.48544311523438,36.84469,-53.405174,12,10,12,9,38,53,0.0
1763666304.6198232,87745000,5,105.52689361572266,176.9041290283203,-74.44979,22.509478,5,8,4,9,49,45,0.0
1763666304.6198232,87745000,3,479.4400634765625,293.2137145996094,25.156279,65.39223,23,14,24,15,34,61,0.0
1763666304.654055,87780000,4,565.3588256835938,207.5880126953125,48.19201,11.012376,28,10,28,10,46,41,0.0
1763666304.654055,87780000,1,207.28903198242188,350.4328918457031,-37.50469,55.052444,10,17,10,17,43,65,0.0
1763666304.654055,87780000,2,243.6336669921875,201.79867553710938,27.744926,-47.404675,12,10,12,9,38,53,0.0
1763666304.654055,87780000,5,103.55059814453125,177.86056518554688,-55.541527,26.879545,5,8,4,9,48,46,0.0
1763666304.654055,87780000,3,480.2574462890625,295.2048645019531,22.97161,55.958992,24,14,24,15,35,61,0.0
1763666304.686297,87815000,4,567.4990234375,208.3096160888672,66.661026,22.475876,28,10,28,10,45,42,0.0
1763666304.686297,87815000,1,206.10748291015625,352.7184753417969,-36.801865,71.18937,10,17,10,18,42,67,0.0
1763666304.686297,87815000,2,244.51712036132812,200.12030029296875,27.517038,-52.276577,12,10,12,9,38,51,0.0
1763666304.686297,87815000,5,100.8865737915039,179.23841857910156,-82.97672,42.916183,5,8,4,9,47,47,0.0
1763666304.686297,87815000,3,481.23883056640625,297.1440734863281,30.567307,60.4008,24,14,24,15,35,61,0.0
1763666304.7183366,87845000,4,569.3314208984375,208.92835998535156,57.61473,19.45471,28,10,28,10,46,42,0.0
1763666304.7183366,87845000,1,205.04759216308594,354.67266845703125,-33.325367,61.44426,10,17,10,18,42,66,0.0
1763666304.7183366,87845000,2,245.59439086914062,198.10800170898438,33.871826,-63.27123,12,9,12,9,38,52,0.0
1763666304.7183366,87845000,5,99.25940704345703,180.205322265625,-51.16181,30.401644,4,9,4,9,46,47,0.0
1763666304.7183366,87845000,3,481.8060607910156,298.66278076171875,17.835003,47.7516,24,14,24,15,36,61,0.0
1763666304.755016,87880000,4,571.0076293945312,209.29006958007812,46.24952,9.980199,28,10,28,10,46,42,0.0
1763666304.755016,87880000,1,204.0396728515625,356.9097900390625,-27.810253,61.72609,10,17,9,18,41,67,0.0
1763666304.755016,87880000,2,246.37266540527344,196.44058227539062,21.473953,-46.00701,12,9,12,9,38,53,0.0
1763666304.755016,87880000,5,97.07013702392578,181.34988403320312,-60.40578,31.580458,4,9,4,9,48,47,0.0
1763666304.755016,87880000,3,482.4272155761719,300.30828857421875,17.138744,45.40243,24,15,24,15,37,60,0.0
1763666304.785831,87915000,4,572.7787475585938,209.68470764160156,55.701332,12.411292,28,10,29,10,45,42,0.0
1763666304.785831,87915000,1,203.02322387695312,358.7032165527344,-31.967129,56.402924,10,17,9,18,42,65,0.0
1763666304.785831,87915000,2,247.234130859375,194.4142303466797,27.092926,-63.728386,12,9,12,9,36,52,0.0
1763666304.785831,87915000,5,95.11943054199219,182.26593017578125,-61.34935,28.809477,4,9,4,9,47,47,0.0
1763666304.785831,87915000,3,483.2810974121094,302.4708251953125,26.854422,68.01137,24,15,24,15,37,63,0.0
1763666304.822078,87945000,4,574.4280395507812,210.132568359375,51.0877,13.872725,28,10,29,10,45,42,0.0
1763666304.822078,87945000,1,201.81549072265625,360.5657958984375,-37.41018,57.69439,10,18,9,18,42,63,0.0
1763666304.822078,87945000,2,248.1481170654297,192.21832275390625,28.31121,-68.01941,12,9,12,9,36,52,0.0
1763666304.822078,87945000,5,93.0496826171875,183.49053955078125,-64.11154,37.93293,4,9,4,9,48,47,0.0
1763666304.822078,87945000,3,484.01458740234375,304.3868103027344,22.720243,59.34866,24,15,24,15,36,61,0.0
1763666304.8581817,87980000,4,576.418212890625,210.7199249267578,54.932594,16.212166,28,10,29,10,46,42,0.0
1763666304.8581817,87980000,1,200.5379638671875,362.28399658203125,-35.262184,47.42563,10,18,9,18,43,63,0.0
1763666304.8581817,87980000,2,248.80311584472656,190.31570434570312,18.07922,-52.515907,12,9,12,9,37,52,0.0
1763666304.8581817,87980000,5,91.2029800415039,184.65438842773438,-50.972527,32.124454,4,9,4,9,46,48,0.0
1763666304.8581817,87980000,3,484.8929138183594,306.1094055175781,24.24349,47.546925,24,15,24,15,37,61,0.0
1763666304.8907692,88015000,4,546.6063842773438,209.6742706298828,-834.13855,-29.257534,27,10,21,10,105,85,0.0
1763666304.8907692,88015000,1,199.47512817382812,363.86669921875,-29.73827,44.28421,9,18,9,18,43,63,0.0
1763666304.8907692,88015000,2,249.1443634033203,188.78785705566406,9.548148,-42.74935,12,9,12,9,36,52,0.0
1763666304.8907692,88015000,5,89.200927734375,186.43353271484375,-56.017666,49.78067,4,9,4,9,45,51,0.0
1763666304.8907692,88015000,3,485.5880126953125,307.92236328125,19.44895,50.726776,24,15,24,15,37,62,0.0
1763666304.922489,88050000,4,549.6427612304688,207.6769256591797,95.644806,-62.91566,27,10,28,9,104,74,0.0
1763666304.922489,88050000,1,198.1077880859375,365.7136535644531,-43.07073,58.17841,9,18,9,18,44,61,0.0
1763666304.922489,88050000,2,250.16104125976562,186.59654235839844,32.024994,-69.02564,12,9,12,8,36,52,0.0
1763666304.922489,88050000,5,87.72074890136719,187.6092071533203,-46.62511,37.03333,4,9,4,9,42,52,0.0
1763666304.922489,88050000,3,486.43841552734375,309.8226318359375,26.78739,59.857788,24,15,24,15,36,61,0.0
1763666304.9535198,88080000,4,550.7894897460938,207.5655517578125,35.290653,-3.42754,27,10,27,10,106,75,0.0
1763666304.9535198,88080000,1,196.33746337890625,367.590087890625,-54.481873,57.747406,9,18,9,18,47,59,0.0
1763666304.9535198,88080000,2,251.17523193359375,184.5678253173828,31.211792,-62.433918,12,9,12,8,36,52,0.0
1763666304.9535198,88080000,5,85.90908813476562,189.2788848876953,-55.753994,51.384457,4,9,3,9,46,53,0.0
1763666304.9535198,88080000,3,487.1601867675781,312.5494079589844,22.212563,83.91673,24,15,24,16,36,63,0.0
1763666304.9866552,88115000,4,555.9395141601562,206.05758666992188,161.84108,-47.388264,27,10,29,9,97,66,0.0
1763666304.9866552,88115000,1,195.02413940429688,368.973388671875,-41.271606,43.47065,9,18,9,18,48,58,0.0
1763666304.9866552,88115000,2,251.82473754882812,182.9776611328125,20.410912,-49.971394,12,9,12,8,35,52,0.0
1763666304.9866552,88115000,5,84.8151626586914,190.33807373046875,-34.37694,33.28533,4,9,3,9,44,52,0.0
1763666304.9866552,88115000,3,487.6737060546875,314.26055908203125,16.1375,53.773445,24,15,24,16,35,65,0.0
1763666305.0202482,88145000,4,560.746826171875,205.3499298095703,148.22488,-21.819336,28,10,29,10,98,64,0.0
1763666305.0202482,88145000,1,193.7257537841797,370.28472900390625,-40.033405,40.43284,9,18,9,18,49,57,0.0
1763666305.0202482,88145000,2,252.66921997070312,181.06393432617188,26.038109,-59.00635,12,9,12,8,37,53,0.0
1763666305.0202482,88145000,5,83.5055923461914,191.45367431640625,-40.378265,34.397552,4,9,3,9,44,51,0.0
1763666305.0202482,88145000,3,488.16802978515625,316.2483215332031,15.2415905,61.28911,24,15,24,16,35,64,0.0
1763666305.0540166,88180000,4,567.847900390625,205.58131408691406,200.7337,6.540788,28,10,29,10,88,56,0.0
1763666305.0540166,88180000,1,192.00860595703125,371.5227355957031,-48.540466,34.996063,9,18,9,18,50,57,0.0
1763666305.0540166,88180000,2,253.33714294433594,179.6434783935547,18.880898,-40.153557,12,8,12,8,36,52,0.0
1763666305.0540166,88180000,5,81.99759674072266,192.872802734375,-42.628136,40.116028,4,9,3,9,43,52,0.0
1763666305.0540166,88180000,3,488.72698974609375,318.05126953125,15.800722,50.96587,24,15,24,16,34,63,0.0
1763666305.0866013,88215000,4,577.2245483398438,207.78846740722656,290.0354,68.27094,28,10,31,10,76,47,0.0
1763666305.0866013,88215000,1,190.0,373.3433837890625,-62.129543,56.315697,9,18,9,19,50,59,0.0
1763666305.0866013,88215000,2,253.7504425048828,177.90916442871094,12.784047,-53.645233,12,8,12,8,36,52,0.0
1763666305.0866013,88215000,5,80.3720932006836,194.58139038085938,-50.279545,52.849476,4,9,3,10,45,53,0.0
1763666305.0866013,88215000,3,489.4507141113281,320.6365661621094,22.386005,79.96755,24,16,24,16,34,63,0.0
1763666305.1200778,88245000,4,589.4911499023438,212.7238311767578,389.5503,156.73228,29,10,31,11,50,41,0.0
1763666305.1200778,88245000,1,188.30006408691406,374.9219055175781,-53.98484,50.129093,9,18,9,19,48,60,0.0
1763666305.1200778,88245000,2,254.19216918945312,176.2714080810547,14.027908,-52.01021,12,8,12,8,36,51,0.0
1763666305.1200778,88245000,5,78.77008056640625,196.1338653564453,-50.875095,49.301926,3,9,3,10,45,53,0.0
1763666305.1200778,88245000,3,490.1556396484375,322.47821044921875,22.38631,58.485073,24,16,24,16,34,63,0.0
1763666305.155301,88280000,4,592.15673828125,212.96337890625,73.69853,6.6230464,29,10,30,10,50,41,0.0
1763666305.155301,88280000,1,186.81552124023438,376.5125427246094,-41.04483,43.97814,9,18,9,19,48,63,0.0
1763666305.155301,88280000,2,254.77552795410156,174.42225646972656,16.128778,-51.12558,12,8,12,8,35,51,0.0
1763666305.155301,88280000,5,76.9674072265625,197.87440490722656,-49.84054,48.12266,3,9,3,10,43,52,0.0
1763666305.155301,88280000,3,491.0396423339844,324.4517517089844,24.44102,54.56472,24,16,24,16,36,62,0.0
1763666305.185786,88315000,4,594.580810546875,213.11004638671875,76.04446,4.601038,29,10,30,10,48,40,0.0
1763666305.185786,88315000,1,185.35842895507812,378.39697265625,-45.709774,59.115585,9,18,8,19,47,63,0.0
1763666305.185786,88315000,2,255.39889526367188,172.3397979736328,19.55537,-65.32785,12,8,12,8,35,52,0.0
1763666305.185786,88315000,5,75.25858306884766,199.4860382080078,-53.60674,50.557808,3,9,3,10,43,53,0.0
1763666305.185786,88315000,3,492.1094665527344,326.4713439941406,33.560963,63.3557,24,16,24,16,37,61,0.0
1763666305.220603,88345000,4,596.252685546875,213.11476135253906,52.063286,0.14682713,29,10,30,10,48,40,0.0
1763666305.220603,88345000,1,183.9730682373047,379.90423583984375,-43.141045,46.93717,9,18,8,19,47,62,0.0
1763666305.220603,88345000,2,255.91690063476562,170.20262145996094,16.131027,-66.553085,12,8,12,8,34,51,0.0
1763666305.220603,88345000,5,73.75080871582031,201.0524139404297,-46.953083,48.77797,3,10,3,10,41,54,0.0
1763666305.220603,88345000,3,492.94903564453125,327.71484375,26.144733,38.7234,24,16,24,16,39,58,0.0
1763666305.2578363,88380000,4,598.0735473632812,213.28675842285156,50.347736,4.7558045,29,10,30,10,48,40,0.0
1763666305.2578363,88380000,1,182.47140502929688,381.3804931640625,-41.521736,40.81925,9,19,8,19,48,61,0.0
1763666305.2578363,88380000,2,256.2216796875,168.32730102539062,8.427293,-51.853542,12,8,12,8,33,51,0.0
1763666305.2578363,88380000,5,72.08204650878906,203.06661987304688,-46.142105,55.693798,3,10,3,10,41,55,0.0
1763666305.2578363,88380000,3,493.9221496582031,329.1661682128906,26.907087,40.129845,24,16,24,16,42,56,0.0
1763666305.2879484,88415000,4,600.367431640625,213.37110900878906,71.909836,2.6442645,30,10,30,10,46,40,0.0
1763666305.2879484,88415000,1,180.36505126953125,383.4829406738281,-66.03103,65.90858,9,19,8,19,49,61,0.0
1763666305.2879484,88415000,2,256.7073974609375,166.4517059326172,15.226524,-58.797092,12,8,12,7,34,49,0.0
1763666305.2879484,88415000,5,70.79246520996094,204.931884765625,-40.42644,58.47326,3,10,3,10,41,55,0.0
1763666305.2879484,88415000,3,495.185546875,330.6065673828125,39.60561,45.154354,24,16,25,16,43,56,0.0
1763666305.318763,88445000,4,601.2725219726562,213.48265075683594,28.343355,3.4929855,30,10,30,10,44,39,0.0
1763666305.318763,88445000,1,178.7078094482422,385.4664306640625,-51.897354,62.11398,8,19,8,19,48,60,0.0
1763666305.318763,88445000,2,257.564453125,164.4016876220703,26.839127,-64.19735,12,8,13,7,35,48,0.0
1763666305.318763,88445000,5,69.19554901123047,206.72337341308594,-50.00823,56.10136,3,10,3,10,44,55,0.0
1763666305.318763,88445000,3,496.3633728027344,331.9737243652344,36.884205,42.8132,24,16,25,16,42,56,0.0
