unix_time_ms,sim_time_ms,obstacle_id,grid_x,grid_y,neuron_id
1763656264111,6329,3,11,7,235
1763656264144,6362,1,20,4,148
1763656264147,6365,2,15,15,495
1763656264150,6368,3,11,8,267
1763656264174,6392,1,20,4,148
1763656264177,6395,2,15,15,495
1763656264180,6398,3,10,8,266
1763656264207,6425,1,19,3,115
1763656264210,6428,2,15,15,495
1763656264213,6431,3,10,8,266
1763656264244,6462,1,18,3,114
1763656264246,6464,2,15,15,495
1763656264249,6467,3,10,9,298
1763656264273,6491,1,18,3,114
1763656264276,6494,2,16,15,496
1763656264279,6497,3,10,9,298
1763656264305,6523,1,17,3,113
1763656264308,6526,2,16,15,496
1763656264311,6529,3,10,9,298
1763656264342,6560,1,17,3,113
1763656264345,6563,2,16,15,496
1763656264347,6565,3,9,9,297
1763656264374,6592,1,16,3,112
1763656264378,6595,2,16,15,496
1763656264380,6598,3,9,10,329
1763656264404,6622,1,16,3,112
1763656264407,6625,2,16,15,496
1763656264410,6628,3,9,10,329
1763656264443,6661,1,15,3,111
1763656264446,6664,2,16,15,496
1763656264449,6667,3,9,10,329
1763656264474,6692,1,14,3,110
1763656264477,6695,2,16,15,496
1763656264480,6698,3,9,11,361
1763656264504,6722,1,14,3,110
1763656264507,6725,2,16,15,496
1763656264510,6728,3,9,11,361
1763656264541,6759,1,13,3,109
1763656264544,6762,2,16,15,496
1763656264547,6765,3,9,12,393
1763656264574,6792,1,13,3,109
1763656264576,6794,2,17,15,497
1763656264579,6797,3,9,12,393
1763656264605,6823,1,12,3,108
1763656264608,6826,2,17,15,497
1763656264611,6829,3,9,12,393
1763656264645,6863,1,12,3,108
1763656264648,6866,2,17,15,497
1763656264651,6869,3,9,13,425
1763656264674,6891,1,11,4,139
1763656264676,6894,2,17,15,497
1763656264679,6897,3,9,13,425
1763656264706,6924,1,10,4,138
1763656264711,6929,2,17,15,497
1763656264714,6932,3,9,13,425
1763656264741,6959,1,10,4,138
1763656264744,6961,2,17,15,497
1763656264746,6964,3,9,14,457
1763656264774,6992,1,9,4,137
1763656264778,6996,2,17,15,497
1763656264781,6998,3,9,14,457
1763656264806,7023,1,9,5,169
1763656264808,7026,2,17,15,497
1763656264811,7029,3,9,14,457
1763656264842,7060,1,9,5,169
1763656264844,7062,2,17,15,497
1763656264847,7065,3,10,15,490
1763656264874,7092,1,8,6,200
1763656264877,7095,2,17,14,465
1763656264880,7098,3,10,15,490
1763656264906,7124,1,8,6,200
1763656264909,7127,2,18,14,466
1763656264912,7130,3,10,15,490
1763656264943,7161,1,7,6,199
1763656264945,7163,2,18,14,466
1763656264948,7166,3,10,16,522
1763656264975,7193,1,7,7,231
1763656264978,7195,2,18,14,466
1763656264980,7198,3,10,16,522
1763656265004,7222,1,7,7,231
1763656265008,7226,2,18,14,466
1763656265010,7228,3,11,16,523
1763656265044,7262,1,6,8,262
1763656265047,7264,2,18,14,466
1763656265049,7267,3,11,17,555
1763656265073,7291,1,6,9,294
1763656265076,7294,2,18,14,466
1763656265079,7297,3,11,17,555
1763656265108,7326,1,6,9,294
1763656265111,7329,2,18,14,466
1763656265113,7331,3,11,17,555
1763656265142,7360,1,6,10,326
1763656265145,7363,2,18,14,466
1763656265147,7365,3,12,17,556
1763656265172,7390,1,6,10,326
1763656265175,7393,2,18,14,466
1763656265177,7395,3,12,18,588
1763656265204,7422,1,6,11,358
1763656265206,7424,2,18,14,466
1763656265210,7428,3,12,18,588
1763656265243,7461,1,6,12,390
1763656265246,7464,2,18,14,466
1763656265248,7466,3,13,18,589
1763656265275,7493,1,6,12,390
1763656265278,7496,2,18,14,466
1763656265281,7499,3,13,18,589
1763656265308,7525,1,6,13,422
1763656265310,7528,2,18,13,434
1763656265313,7531,3,13,18,589
1763656265344,7562,1,6,14,454
1763656265346,7564,2,18,13,434
1763656265349,7567,3,14,18,590
1763656265374,7591,1,6,14,454
1763656265376,7594,2,19,13,435
1763656265379,7597,3,14,18,590
1763656265406,7624,1,6,15,486
1763656265409,7627,2,19,13,435
1763656265412,7630,3,15,18,591
1763656265443,7661,1,6,15,486
1763656265446,7663,2,19,13,435
1763656265448,7666,3,15,18,591
1763656265476,7694,1,6,16,518
1763656265479,7696,2,19,13,435
1763656265481,7699,3,15,18,591
1763656265508,7726,1,7,17,551
1763656265510,7728,2,19,13,435
1763656265513,7731,3,16,18,592
1763656265544,7762,1,7,17,551
1763656265546,7764,2,19,13,435
1763656265549,7767,3,16,18,592
1763656265574,7792,1,7,18,583
1763656265578,7795,2,19,13,435
1763656265580,7798,3,16,18,592
1763656265607,7824,1,7,18,583
1763656265609,7827,2,19,12,403
1763656265612,7830,3,17,18,593
1763656265643,7861,1,8,18,584
1763656265646,7864,2,19,12,403
1763656265649,7867,3,17,18,593
1763656265673,7891,1,8,19,616
1763656265675,7893,2,19,12,403
1763656265678,7896,3,18,18,594
1763656265702,7920,1,9,19,617
1763656265705,7923,2,19,12,403
1763656265709,7927,3,18,18,594
1763656265743,7961,1,9,20,649
1763656265746,7964,2,19,12,403
1763656265749,7967,3,18,18,594
1763656265775,7993,1,10,20,650
1763656265778,7996,2,19,12,403
1763656265781,7999,3,19,18,595
1763656265805,8023,1,10,20,650
1763656265808,8026,2,19,12,403
1763656265811,8029,3,19,18,595
1763656265843,8061,1,11,21,683
1763656265845,8063,2,19,12,403
1763656265848,8066,3,19,17,563
1763656265875,8093,1,11,21,683
1763656265879,8097,2,19,12,403
1763656265882,8100,3,19,17,563
1763656265906,8124,1,12,21,684
1763656265909,8127,2,19,11,371
1763656265912,8130,3,20,17,564
1763656265943,8161,1,13,22,717
1763656265946,8164,2,19,11,371
1763656265949,8167,3,20,17,564
1763656265973,8191,1,13,22,717
1763656265976,8194,2,19,11,371
1763656265979,8197,3,20,16,532
1763656266006,8223,1,14,22,718
1763656266008,8226,2,19,11,371
1763656266011,8229,3,20,16,532
1763656266044,8262,1,15,22,719
1763656266047,8265,2,19,11,371
1763656266050,8268,3,21,16,533
1763656266080,8298,1,15,22,719
1763656266083,8301,2,19,11,371
1763656266086,8304,3,21,16,533
1763656266113,8331,1,16,22,720
1763656266116,8334,2,19,11,371
1763656266119,8337,3,21,15,501
1763656266143,8361,1,16,22,720
1763656266146,8364,2,19,11,371
1763656266148,8366,3,21,15,501
1763656266182,8400,1,17,22,721
1763656266186,8403,2,19,11,371
1763656266190,8407,3,21,15,501
1763656266212,8430,1,18,22,722
1763656266214,8432,2,19,11,371
1763656266217,8435,3,22,14,470
1763656266245,8463,1,18,22,722
1763656266248,8466,2,18,10,338
1763656266251,8469,3,22,14,470
1763656266282,8500,1,19,21,691
1763656266286,8504,2,18,10,338
1763656266288,8506,3,22,14,470
1763656266315,8533,1,19,21,691
1763656266318,8536,2,18,10,338
1763656266321,8539,3,22,13,438
1763656266343,8561,1,20,21,692
1763656266346,8564,2,18,10,338
1763656266349,8567,3,22,13,438
1763656266379,8597,1,21,20,661
1763656266382,8600,2,18,10,338
1763656266385,8603,3,22,12,406
1763656266414,8632,1,21,20,661
1763656266417,8635,2,18,10,338
1763656266420,8637,3,22,12,406
1763656266445,8663,1,21,20,661
1763656266447,8665,2,18,10,338
1763656266450,8668,3,22,12,406
1763656266483,8701,1,22,19,630
1763656266487,8705,2,18,10,338
1763656266491,8709,3,22,11,374
1763656266513,8731,1,22,19,630
1763656266517,8735,2,18,10,338
1763656266520,8738,3,22,11,374
1763656266546,8764,1,23,18,599
1763656266549,8767,2,18,10,338
1763656266552,8770,3,22,11,374
1763656266581,8799,1,23,18,599
1763656266584,8802,2,18,9,306
1763656266587,8805,3,22,10,342
1763656266613,8831,1,23,17,567
1763656266617,8835,2,18,9,306
1763656266620,8838,3,22,10,342
1763656266646,8864,1,24,17,568
1763656266649,8867,2,18,9,306
1763656266652,8870,3,22,10,342
1763656266681,8899,1,24,16,536
1763656266684,8901,2,18,9,306
1763656266686,8904,3,21,9,309
1763656266714,8931,1,24,16,536
1763656266716,8934,2,17,9,305
1763656266719,8937,3,21,9,309
1763656266746,8964,1,24,16,536
1763656266749,8967,2,17,9,305
1763656266752,8969,3,21,9,309
1763656266782,9000,1,25,15,505
1763656266786,9003,2,17,9,305
1763656266788,9006,3,21,9,309
1763656266813,9031,1,25,14,473
1763656266816,9034,2,17,9,305
1763656266819,9037,3,21,8,277
1763656266847,9065,1,25,14,473
1763656266850,9068,2,17,9,305
1763656266853,9071,3,20,8,276
1763656266881,9099,1,25,13,441
1763656266884,9102,2,17,9,305
1763656266887,9105,3,20,8,276
1763656266913,9131,1,25,12,409
1763656266916,9134,2,17,9,305
1763656266919,9137,3,20,7,244
1763656266945,9163,1,25,12,409
1763656266949,9167,2,17,9,305
1763656266952,9170,3,20,7,244
1763656266983,9200,1,25,11,377
1763656266986,9204,2,17,9,305
1763656266989,9206,3,19,7,243
1763656267013,9231,1,25,11,377
1763656267016,9234,2,17,9,305
1763656267019,9236,3,19,7,243
1763656267045,9263,1,25,10,345
1763656267048,9266,2,16,9,304
1763656267051,9269,3,19,7,243
1763656267083,9301,1,24,9,312
1763656267086,9303,2,16,9,304
1763656267088,9306,3,19,6,211
1763656267113,9331,1,24,9,312
1763656267115,9333,2,16,9,304
1763656267118,9336,3,18,6,210
1763656267145,9363,1,24,8,280
1763656267149,9367,2,16,9,304
1763656267151,9369,3,18,6,210
1763656267180,9398,1,24,8,280
1763656267183,9401,2,16,9,304
1763656267186,9403,3,18,6,210
1763656267212,9430,1,24,7,248
1763656267215,9433,2,16,9,304
1763656267218,9435,3,17,6,209
1763656267249,9466,1,23,7,247
1763656267251,9469,2,16,9,304
1763656267254,9472,3,17,6,209
1763656267281,9499,1,23,7,247
1763656267284,9502,2,16,9,304
1763656267286,9504,3,17,6,209
1763656267314,9532,1,23,6,215
1763656267316,9534,2,16,9,304
1763656267319,9537,3,16,6,208
1763656267344,9561,1,22,6,214
1763656267347,9565,2,15,9,303
1763656267349,9567,3,16,6,208
1763656267374,9591,1,22,5,182
1763656267376,9594,2,15,9,303
1763656267379,9597,3,16,6,208
1763656267405,9623,1,21,5,181
1763656267408,9626,2,15,9,303
1763656267411,9629,3,15,5,175
1763656267444,9662,1,21,5,181
1763656267446,9664,2,15,9,303
1763656267449,9667,3,15,6,207
1763656267476,9694,1,20,4,148
1763656267479,9696,2,15,9,303
1763656267481,9699,3,15,6,207
1763656267506,9723,1,20,4,148
1763656267510,9728,2,15,9,303
1763656267513,9730,3,14,6,206
1763656267542,9760,1,19,4,147
1763656267545,9763,2,15,9,303
1763656267548,9766,3,14,6,206
1763656267573,9791,1,19,3,115
1763656267576,9794,2,15,9,303
1763656267579,9797,3,14,6,206
1763656267607,9825,1,18,3,114
1763656267610,9828,2,15,9,303
1763656267613,9831,3,13,6,205
1763656267642,9860,1,18,3,114
1763656267645,9862,2,14,9,302
1763656267647,9865,3,13,6,205
1763656267675,9893,1,17,3,113
1763656267678,9896,2,14,9,302
1763656267681,9899,3,13,6,205
1763656267707,9925,1,17,3,113
1763656267710,9928,2,14,9,302
1763656267713,9931,3,12,6,204
1763656267742,9960,1,16,3,112
1763656267745,9962,2,14,9,302
1763656267747,9965,3,12,6,204
1763656267774,9992,1,16,3,112
1763656267778,9996,2,14,9,302
1763656267781,9999,3,12,7,236
1763656267806,10024,1,15,3,111
1763656267809,10027,2,14,9,302
1763656267812,10030,3,11,7,235
1763656267843,10061,1,14,3,110
1763656267846,10063,2,14,9,302
1763656267848,10066,3,11,7,235
1763656267874,10092,1,14,3,110
1763656267877,10095,2,14,9,302
1763656267880,10098,3,11,7,235
1763656267906,10124,1,13,3,109
1763656267909,10127,2,14,9,302
1763656267912,10130,3,11,8,267
1763656267942,10160,1,13,3,109
1763656267945,10163,2,14,9,302
1763656267948,10166,3,10,8,266
1763656267974,10192,1,12,3,108
1763656267977,10195,2,14,9,302
1763656267980,10197,3,10,8,266
1763656268006,10224,1,11,3,107
1763656268009,10227,2,13,9,301
1763656268012,10230,3,10,8,266
1763656268045,10263,1,11,4,139
1763656268048,10266,2,13,9,301
1763656268050,10268,3,10,9,298
1763656268074,10292,1,10,4,138
1763656268077,10295,2,13,9,301
1763656268080,10298,3,10,9,298
1763656268107,10324,1,10,4,138
1763656268109,10327,2,13,10,333
1763656268112,10330,3,9,9,297
1763656268140,10358,1,9,5,169
1763656268142,10360,2,13,10,333
1763656268145,10363,3,9,10,329
1763656268171,10389,1,9,5,169
1763656268173,10391,2,13,10,333
1763656268176,10394,3,9,10,329
1763656268205,10422,1,9,5,169
1763656268207,10425,2,13,10,333
1763656268210,10428,3,9,10,329
1763656268241,10459,1,8,6,200
1763656268244,10462,2,13,10,333
1763656268246,10464,3,9,11,361
1763656268277,10495,1,8,6,200
1763656268280,10498,2,13,10,333
1763656268283,10501,3,9,11,361
1763656268307,10525,1,7,7,231
1763656268310,10528,2,13,10,333
1763656268313,10531,3,9,11,361
1763656268343,10561,1,7,7,231
1763656268346,10564,2,13,10,333
1763656268349,10567,3,9,12,393
1763656268373,10591,1,7,7,231
1763656268376,10594,2,13,10,333
1763656268379,10597,3,9,12,393
1763656268408,10626,1,6,8,262
1763656268411,10629,2,13,10,333
1763656268414,10631,3,9,12,393
1763656268443,10661,1,6,9,294
1763656268446,10664,2,13,10,333
1763656268449,10667,3,9,13,425
1763656268473,10691,1,6,9,294
1763656268477,10695,2,12,11,364
1763656268480,10698,3,9,13,425
1763656268507,10724,1,6,10,326
1763656268510,10728,2,12,11,364
1763656268512,10730,3,9,14,457
1763656268543,10761,1,6,10,326
1763656268546,10764,2,12,11,364
1763656268549,10767,3,9,14,457
1763656268573,10791,1,6,11,358
1763656268576,10794,2,12,11,364
1763656268579,10797,3,9,14,457
1763656268603,10821,1,6,12,390
1763656268607,10825,2,12,11,364
1763656268610,10828,3,10,15,490
1763656268643,10861,1,5,12,389
1763656268646,10864,2,12,11,364
1763656268649,10867,3,10,15,490
1763656268677,10895,1,6,13,422
1763656268680,10898,2,12,11,364
1763656268682,10900,3,10,15,490
1763656268707,10925,1,6,14,454
1763656268710,10928,2,12,11,364
1763656268713,10931,3,10,16,522
1763656268742,10960,1,6,14,454
1763656268745,10962,2,12,11,364
1763656268747,10965,3,10,16,522
1763656268774,10992,1,6,15,486
1763656268777,10995,2,12,12,396
1763656268780,10998,3,11,16,523
1763656268806,11024,1,6,15,486
1763656268810,11028,2,12,12,396
1763656268812,11030,3,11,16,523
1763656268843,11061,1,6,16,518
1763656268846,11063,2,12,12,396
1763656268848,11066,3,11,17,555
1763656268876,11094,1,7,17,551
1763656268880,11097,2,12,12,396
1763656268882,11100,3,11,17,555
1763656268911,11129,1,7,17,551
1763656268913,11131,2,12,12,396
1763656268916,11134,3,12,17,556
1763656268945,11163,1,7,18,583
1763656268947,11165,2,12,12,396
1763656268950,11168,3,12,17,556
1763656268974,11192,1,8,18,584
1763656268977,11195,2,12,12,396
1763656268980,11198,3,12,18,588
1763656269006,11224,1,8,19,616
1763656269010,11227,2,12,12,396
1763656269012,11230,3,13,18,589
1763656269043,11261,1,8,19,616
1763656269047,11264,2,12,13,428
1763656269049,11267,3,13,18,589
1763656269074,11292,1,9,19,617
1763656269077,11295,2,12,13,428
1763656269080,11298,3,13,18,589
1763656269107,11324,1,9,20,649
1763656269110,11328,2,12,13,428
1763656269112,11330,3,14,18,590
1763656269143,11361,1,10,20,650
1763656269146,11364,2,12,13,428
1763656269149,11367,3,14,18,590
1763656269173,11391,1,10,21,682
1763656269176,11394,2,12,13,428
1763656269179,11397,3,14,18,590
1763656269205,11423,1,11,21,683
1763656269208,11426,2,12,13,428
1763656269211,11429,3,15,18,591
1763656269243,11460,1,12,21,684
1763656269245,11463,2,13,13,429
1763656269248,11466,3,15,18,591
1763656269275,11493,1,12,22,716
1763656269279,11497,2,13,13,429
1763656269282,11500,3,16,18,592
1763656269306,11524,1,13,22,717
1763656269309,11527,2,13,13,429
1763656269312,11530,3,16,18,592
1763656269343,11561,1,13,22,717
1763656269346,11564,2,13,13,429
1763656269348,11566,3,16,18,592
1763656269373,11591,1,14,22,718
1763656269376,11594,2,13,14,461
1763656269379,11597,3,17,18,593
1763656269407,11625,1,15,22,719
1763656269411,11629,2,13,14,461
1763656269413,11631,3,17,18,593
1763656269444,11662,1,15,22,719
1763656269447,11665,2,13,14,461
1763656269450,11668,3,17,18,593
1763656269474,11692,1,16,22,720
1763656269477,11695,2,13,14,461
1763656269480,11698,3,18,18,594
1763656269507,11724,1,16,22,720
1763656269510,11728,2,13,14,461
1763656269512,11730,3,18,18,594
1763656269541,11759,1,17,22,721
1763656269544,11762,2,13,14,461
1763656269546,11764,3,18,18,594
1763656269573,11790,1,18,22,722
1763656269575,11793,2,13,14,461
1763656269578,11796,3,19,18,595
1763656269607,11825,1,18,21,690
1763656269610,11828,2,13,14,461
1763656269612,11830,3,19,17,563
1763656269643,11861,1,19,21,691
1763656269646,11863,2,13,14,461
1763656269648,11866,3,19,17,563
1763656269675,11892,1,19,21,691
1763656269679,11897,2,13,14,461
1763656269682,11899,3,20,17,564
1763656269707,11925,1,20,21,692
1763656269710,11927,2,13,14,461
1763656269712,11930,3,20,17,564
1763656269743,11961,1,21,20,661
1763656269746,11964,2,14,14,462
1763656269748,11966,3,20,17,564
1763656269775,11993,1,21,20,661
1763656269778,11996,2,14,15,494
1763656269780,11998,3,20,16,532
1763656269807,12025,1,22,20,662
1763656269810,12028,2,14,15,494
1763656269812,12030,3,21,16,533
1763656269842,12060,1,22,19,630
1763656269845,12063,2,14,15,494
1763656269847,12065,3,21,16,533
1763656269876,12094,1,22,19,630
1763656269879,12097,2,14,15,494
1763656269882,12100,3,21,15,501
1763656269908,12126,1,23,18,599
1763656269911,12129,2,14,15,494
1763656269914,12132,3,21,15,501
1763656269940,12158,1,23,18,599
1763656269943,12161,2,14,15,494
1763656269946,12164,3,21,15,501
1763656269974,12192,1,23,18,599
1763656269977,12195,2,14,15,494
1763656269980,12198,3,21,15,501
1763656270006,12224,1,24,17,568
1763656270009,12227,2,14,15,494
1763656270012,12230,3,22,14,470
1763656270043,12261,1,24,16,536
1763656270046,12264,2,15,15,495
1763656270049,12266,3,22,14,470
1763656270075,12293,1,24,16,536
1763656270078,12296,2,15,15,495
1763656270081,12298,3,22,13,438
1763656270105,12323,1,24,15,504
1763656270107,12325,2,15,15,495
1763656270110,12328,3,22,13,438
1763656270143,12361,1,25,15,505
1763656270146,12364,2,15,15,495
1763656270149,12367,3,22,13,438
1763656270173,12391,1,25,14,473
1763656270176,12394,2,15,15,495
1763656270178,12396,3,22,13,438
1763656270207,12425,1,25,14,473
1763656270211,12428,2,15,15,495
1763656270213,12431,3,22,12,406
1763656270242,12460,1,25,13,441
1763656270245,12462,2,15,15,495
1763656270247,12465,3,22,12,406
1763656270274,12492,1,25,13,441
1763656270277,12495,2,15,15,495
1763656270280,12498,3,22,11,374
1763656270308,12526,1,25,12,409
1763656270312,12530,2,15,15,495
1763656270314,12532,3,22,11,374
1763656270341,12559,1,25,11,377
1763656270344,12562,2,16,15,496
1763656270346,12564,3,22,11,374
1763656270373,12591,1,25,11,377
1763656270376,12594,2,16,15,496
1763656270379,12596,3,22,10,342
1763656270405,12623,1,25,10,345
1763656270408,12626,2,16,15,496
1763656270411,12629,3,22,10,342
1763656270441,12659,1,24,10,344
1763656270444,12662,2,16,15,496
1763656270447,12665,3,21,10,341
1763656270474,12692,1,24,9,312
1763656270478,12695,2,16,15,496
1763656270480,12698,3,21,9,309
1763656270507,12725,1,24,8,280
1763656270511,12728,2,16,15,496
1763656270513,12731,3,21,9,309
1763656270542,12760,1,24,8,280
1763656270545,12763,2,16,15,496
1763656270547,12765,3,21,9,309
1763656270574,12792,1,24,8,280
1763656270578,12796,2,16,15,496
1763656270580,12798,3,21,8,277
1763656270605,12823,1,23,7,247
1763656270607,12825,2,17,15,497
1763656270610,12828,3,21,8,277
1763656270643,12861,1,23,7,247
1763656270646,12864,2,17,15,497
1763656270649,12867,3,20,8,276
1763656270676,12893,1,23,6,215
1763656270678,12896,2,17,15,497
1763656270681,12899,3,20,8,276
1763656270707,12925,1,22,6,214
1763656270710,12928,2,17,15,497
1763656270713,12931,3,20,7,244
1763656270742,12960,1,22,5,182
1763656270746,12964,2,17,15,497
1763656270748,12966,3,20,7,244
1763656270773,12991,1,21,5,181
1763656270775,12993,2,17,15,497
1763656270778,12996,3,19,7,243
1763656270807,13025,1,21,5,181
1763656270810,13027,2,17,15,497
1763656270812,13030,3,19,7,243
1763656270843,13061,1,20,4,148
1763656270846,13064,2,17,15,497
1763656270848,13066,3,19,6,211
1763656270875,13093,1,20,4,148
1763656270879,13097,2,17,15,497
1763656270881,13099,3,18,6,210
1763656270906,13124,1,19,4,147
1763656270909,13126,2,17,15,497
1763656270911,13129,3,18,6,210
1763656270944,13162,1,19,3,115
1763656270947,13165,2,17,14,465
1763656270950,13168,3,18,6,210
1763656270974,13192,1,18,3,114
1763656270977,13195,2,18,14,466
1763656270980,13198,3,17,6,209
1763656271006,13224,1,18,3,114
1763656271009,13227,2,18,14,466
1763656271012,13230,3,17,6,209
1763656271043,13261,1,17,3,113
1763656271046,13264,2,18,14,466
1763656271049,13267,3,17,6,209
1763656271073,13291,1,16,3,112
1763656271077,13295,2,18,14,466
1763656271080,13298,3,17,6,209
1763656271107,13325,1,16,3,112
1763656271111,13329,2,18,14,466
1763656271113,13331,3,16,6,208
1763656271141,13359,1,16,3,112
1763656271144,13362,2,18,14,466
1763656271147,13365,3,16,6,208
1763656271173,13391,1,15,3,111
1763656271176,13394,2,18,14,466
1763656271179,13397,3,16,6,208
1763656271205,13423,1,14,3,110
1763656271208,13426,2,18,14,466
1763656271211,13429,3,15,6,207
1763656271243,13461,1,14,3,110
1763656271247,13465,2,18,14,466
1763656271249,13467,3,15,6,207
1763656271274,13492,1,13,3,109
1763656271277,13495,2,18,14,466
1763656271279,13497,3,14,6,206
1763656271306,13524,1,13,3,109
1763656271309,13527,2,18,14,466
1763656271312,13530,3,14,6,206
1763656271345,13563,1,12,3,108
1763656271348,13566,2,18,13,434
1763656271350,13568,3,14,6,206
1763656271374,13592,1,12,3,108
1763656271377,13595,2,18,13,434
1763656271380,13598,3,13,6,205
1763656271406,13624,1,11,4,139
1763656271410,13627,2,18,13,434
1763656271412,13630,3,13,6,205
1763656271443,13660,1,10,4,138
1763656271446,13663,2,19,13,435
1763656271448,13666,3,13,6,205
1763656271476,13694,1,10,4,138
1763656271479,13696,2,19,13,435
1763656271481,13699,3,12,6,204
1763656271508,13726,1,9,4,137
1763656271511,13729,2,19,13,435
1763656271514,13732,3,12,6,204
1763656271543,13760,1,9,5,169
1763656271545,13763,2,19,13,435
1763656271548,13766,3,12,7,236
1763656271575,13792,1,9,5,169
1763656271578,13796,2,19,13,435
1763656271580,13798,3,12,7,236
1763656271607,13825,1,8,6,200
1763656271609,13827,2,19,13,435
1763656271612,13830,3,11,7,235
1763656271643,13861,1,8,6,200
1763656271646,13864,2,19,12,403
1763656271649,13867,3,11,7,235
1763656271675,13893,1,7,7,231
1763656271678,13896,2,19,12,403
1763656271681,13899,3,11,7,235
1763656271705,13923,1,7,7,231
1763656271709,13927,2,19,12,403
1763656271712,13929,3,11,8,267
1763656271744,13962,1,7,8,263
1763656271747,13965,2,19,12,403
1763656271750,13968,3,10,8,266
1763656271774,13992,1,6,8,262
1763656271778,13996,2,19,12,403
1763656271780,13998,3,10,8,266
1763656271807,14025,1,6,9,294
1763656271810,14028,2,19,12,403
1763656271813,14031,3,10,9,298
1763656271841,14059,1,6,9,294
1763656271844,14062,2,19,12,403
1763656271847,14065,3,10,9,298
1763656271875,14093,1,6,10,326
1763656271878,14096,2,19,12,403
1763656271881,14099,3,10,9,298
1763656271907,14125,1,6,10,326
1763656271910,14128,2,19,12,403
1763656271913,14131,3,9,9,297
1763656271942,14160,1,6,11,358
1763656271945,14163,2,19,11,371
1763656271947,14165,3,9,10,329
1763656271972,14190,1,6,12,390
1763656271975,14193,2,19,11,371
1763656271977,14195,3,9,10,329
1763656272006,14224,1,6,12,390
1763656272010,14228,2,19,11,371
1763656272012,14230,3,9,11,361
1763656272045,14263,1,6,13,422
1763656272048,14266,2,19,11,371
1763656272051,14269,3,9,11,361
1763656272073,14291,1,6,13,422
1763656272076,14294,2,19,11,371
1763656272079,14297,3,9,11,361
1763656272105,14323,1,6,14,454
1763656272108,14326,2,19,11,371
1763656272111,14329,3,9,12,393
1763656272142,14360,1,6,15,486
1763656272145,14363,2,19,11,371
1763656272148,14366,3,9,12,393
1763656272173,14391,1,6,16,518
1763656272176,14394,2,19,11,371
1763656272178,14396,3,9,12,393
1763656272205,14422,1,6,16,518
1763656272207,14425,2,19,11,371
1763656272210,14428,3,9,13,425
1763656272242,14460,1,7,17,551
1763656272246,14463,2,19,10,339
1763656272248,14466,3,9,13,425
1763656272275,14493,1,7,17,551
1763656272278,14496,2,18,10,338
1763656272281,14499,3,9,14,457
1763656272307,14525,1,7,18,583
1763656272311,14529,2,18,10,338
1763656272314,14532,3,9,14,457
1763656272343,14561,1,8,18,584
1763656272346,14564,2,18,10,338
1763656272349,14567,3,9,14,457
1763656272373,14591,1,8,19,616
1763656272376,14594,2,18,10,338
1763656272379,14597,3,9,15,489
1763656272407,14625,1,8,19,616
1763656272410,14628,2,18,10,338
1763656272413,14631,3,10,15,490
1763656272444,14662,1,9,20,649
1763656272447,14665,2,18,10,338
1763656272449,14667,3,10,15,490
1763656272476,14694,1,9,20,649
1763656272479,14696,2,18,10,338
1763656272481,14699,3,10,16,522
1763656272505,14723,1,10,20,650
1763656272508,14726,2,18,10,338
1763656272511,14729,3,10,16,522
1763656272544,14762,1,10,21,682
1763656272547,14765,2,18,10,338
1763656272550,14767,3,10,16,522
1763656272574,14792,1,11,21,683
1763656272577,14795,2,18,10,338
1763656272580,14798,3,11,16,523
1763656272607,14824,1,12,21,684
1763656272609,14827,2,18,10,338
1763656272612,14830,3,11,17,555
1763656272643,14861,1,12,21,684
1763656272646,14864,2,18,9,306
1763656272649,14867,3,11,17,555
1763656272676,14893,1,13,22,717
1763656272678,14896,2,18,9,306
1763656272681,14899,3,11,17,555
1763656272709,14927,1,14,22,718
1763656272712,14930,2,18,9,306
1763656272714,14932,3,12,17,556
1763656272741,14959,1,14,22,718
1763656272743,14961,2,18,9,306
1763656272746,14964,3,12,18,588
1763656272773,14991,1,15,22,719
1763656272776,14994,2,17,9,305
1763656272779,14996,3,12,18,588
1763656272805,15023,1,15,22,719
1763656272808,15026,2,17,9,305
1763656272810,15028,3,13,18,589
1763656272845,15063,1,16,22,720
1763656272848,15065,2,17,9,305
1763656272850,15068,3,13,18,589
1763656272875,15093,1,17,22,721
1763656272878,15096,2,17,9,305
1763656272880,15098,3,13,18,589
1763656272907,15125,1,17,22,721
1763656272910,15128,2,17,9,305
1763656272912,15130,3,14,18,590
1763656272943,15161,1,18,22,722
1763656272946,15164,2,17,9,305
1763656272949,15167,3,14,18,590
1763656272975,15193,1,18,21,690
1763656272978,15196,2,17,9,305
1763656272981,15199,3,15,18,591
1763656273005,15223,1,19,21,691
1763656273008,15226,2,17,9,305
1763656273011,15229,3,15,18,591
1763656273042,15260,1,20,21,692
1763656273045,15263,2,17,9,305
1763656273047,15265,3,15,18,591
1763656273074,15292,1,20,21,692
1763656273077,15295,2,16,9,304
1763656273080,15298,3,16,18,592
1763656273106,15324,1,21,20,661
1763656273109,15327,2,16,9,304
1763656273111,15329,3,16,18,592
1763656273142,15360,1,21,20,661
1763656273145,15363,2,16,9,304
1763656273148,15366,3,17,18,593
1763656273172,15390,1,22,20,662
1763656273175,15393,2,16,9,304
1763656273178,15396,3,17,18,593
1763656273206,15424,1,22,19,630
1763656273209,15427,2,16,9,304
1763656273212,15430,3,17,18,593
1763656273243,15461,1,22,19,630
