unix_time_ms,sim_time_ms,obstacle_id,grid_x,grid_y,neuron_id
1763656284309,26527,2,19,11,371
1763656284312,26530,3,14,18,590
1763656284342,26560,1,19,4,147
1763656284345,26563,2,18,11,370
1763656284348,26566,3,15,18,591
1763656284374,26592,1,19,3,115
1763656284378,26595,2,18,10,338
1763656284380,26598,3,15,18,591
1763656284407,26625,1,18,3,114
1763656284410,26627,2,18,10,338
1763656284412,26630,3,16,18,592
1763656284443,26661,1,18,3,114
1763656284446,26664,2,18,10,338
1763656284449,26667,3,16,18,592
1763656284475,26693,1,17,3,113
1763656284479,26697,2,18,10,338
1763656284482,26699,3,16,18,592
1763656284507,26725,1,16,3,112
1763656284510,26728,2,18,10,338
1763656284513,26731,3,17,18,593
1763656284542,26760,1,16,3,112
1763656284545,26763,2,18,10,338
1763656284548,26766,3,17,18,593
1763656284574,26792,1,16,3,112
1763656284577,26795,2,18,10,338
1763656284580,26798,3,17,18,593
1763656284606,26824,1,15,3,111
1763656284609,26827,2,18,10,338
1763656284612,26830,3,18,18,594
1763656284643,26861,1,14,3,110
1763656284646,26864,2,18,10,338
1763656284649,26867,3,18,18,594
1763656284673,26891,1,14,3,110
1763656284676,26894,2,18,10,338
1763656284679,26896,3,18,18,594
1763656284707,26925,1,13,3,109
1763656284710,26928,2,18,10,338
1763656284713,26930,3,19,18,595
1763656284742,26960,1,13,3,109
1763656284745,26963,2,18,9,306
1763656284748,26966,3,19,17,563
1763656284775,26992,1,12,3,108
1763656284778,26996,2,18,9,306
1763656284781,26998,3,19,17,563
1763656284807,27025,1,12,3,108
1763656284811,27028,2,18,9,306
1763656284813,27031,3,20,17,564
1763656284844,27062,1,11,3,107
1763656284847,27065,2,18,9,306
1763656284850,27067,3,20,17,564
1763656284874,27092,1,11,4,139
1763656284877,27095,2,17,9,305
1763656284880,27098,3,20,17,564
1763656284906,27124,1,10,4,138
1763656284909,27127,2,17,9,305
1763656284912,27130,3,20,16,532
1763656284942,27160,1,9,4,137
1763656284945,27163,2,17,9,305
1763656284948,27166,3,21,16,533
1763656284975,27193,1,9,5,169
1763656284977,27195,2,17,9,305
1763656284980,27198,3,21,16,533
1763656285007,27225,1,9,5,169
1763656285010,27227,2,17,9,305
1763656285012,27230,3,21,15,501
1763656285043,27261,1,8,6,200
1763656285047,27265,2,17,9,305
1763656285050,27268,3,21,15,501
1763656285074,27292,1,8,6,200
1763656285077,27295,2,17,9,305
1763656285080,27297,3,21,15,501
1763656285108,27326,1,7,7,231
1763656285111,27329,2,17,9,305
1763656285114,27332,3,22,14,470
1763656285142,27360,1,7,7,231
1763656285146,27364,2,17,9,305
1763656285149,27366,3,22,14,470
1763656285173,27391,1,7,7,231
1763656285176,27394,2,16,9,304
1763656285178,27396,3,22,14,470
1763656285207,27425,1,7,8,263
1763656285210,27428,2,16,9,304
1763656285212,27430,3,22,13,438
1763656285243,27461,1,6,9,294
1763656285247,27464,2,16,9,304
1763656285249,27467,3,22,13,438
1763656285274,27492,1,6,9,294
1763656285276,27494,2,16,9,304
1763656285279,27497,3,22,13,438
1763656285306,27524,1,6,10,326
1763656285309,27527,2,16,9,304
1763656285312,27530,3,22,12,406
1763656285343,27561,1,6,10,326
1763656285346,27564,2,16,9,304
1763656285348,27566,3,22,12,406
1763656285373,27590,1,6,11,358
1763656285375,27593,2,16,9,304
1763656285378,27596,3,22,11,374
1763656285406,27624,1,6,12,390
1763656285409,27627,2,16,9,304
1763656285412,27630,3,22,11,374
1763656285442,27660,1,5,12,389
1763656285446,27664,2,16,9,304
1763656285448,27666,3,22,11,374
1763656285476,27694,1,5,13,421
1763656285479,27697,2,15,9,303
1763656285482,27700,3,22,11,374
1763656285508,27726,1,6,13,422
1763656285511,27729,2,15,9,303
1763656285514,27732,3,22,10,342
1763656285542,27760,1,6,14,454
1763656285545,27763,2,15,9,303
1763656285548,27766,3,22,10,342
1763656285574,27792,1,6,15,486
1763656285577,27795,2,15,9,303
1763656285580,27797,3,21,9,309
1763656285606,27824,1,6,15,486
1763656285609,27827,2,15,9,303
1763656285612,27829,3,21,9,309
1763656285642,27860,1,6,16,518
1763656285645,27863,2,15,9,303
1763656285648,27866,3,21,9,309
1763656285675,27893,1,6,16,518
1763656285678,27896,2,15,9,303
1763656285681,27898,3,21,9,309
1763656285707,27925,1,7,17,551
1763656285710,27928,2,15,9,303
1763656285713,27931,3,21,8,277
1763656285743,27961,1,7,18,583
1763656285746,27964,2,15,9,303
1763656285749,27967,3,20,8,276
1763656285775,27993,1,8,18,584
1763656285778,27996,2,14,9,302
1763656285781,27999,3,20,8,276
1763656285808,28025,1,8,19,616
1763656285810,28028,2,14,9,302
1763656285813,28031,3,20,7,244
1763656285842,28060,1,8,19,616
1763656285845,28062,2,14,9,302
1763656285847,28065,3,20,7,244
1763656285874,28092,1,9,19,617
1763656285878,28095,2,14,9,302
1763656285880,28098,3,19,7,243
1763656285909,28127,1,9,20,649
1763656285912,28130,2,14,9,302
1763656285915,28132,3,19,7,243
1763656285943,28161,1,9,20,649
1763656285946,28164,2,14,9,302
1763656285949,28167,3,19,7,243
1763656285973,28191,1,10,20,650
1763656285977,28194,2,14,9,302
1763656285979,28197,3,19,6,211
1763656286006,28224,1,11,21,683
1763656286009,28227,2,14,9,302
1763656286011,28229,3,18,6,210
1763656286045,28262,1,11,21,683
1763656286048,28265,2,14,9,302
1763656286050,28268,3,18,6,210
1763656286075,28293,1,12,21,684
1763656286078,28296,2,14,9,302
1763656286081,28298,3,18,6,210
1763656286105,28323,1,13,22,717
1763656286108,28326,2,14,9,302
1763656286111,28329,3,17,6,209
1763656286140,28358,1,13,22,717
1763656286143,28361,2,13,9,301
1763656286145,28363,3,17,6,209
1763656286170,28387,1,14,22,718
1763656286172,28390,2,13,9,301
1763656286175,28393,3,17,6,209
1763656286202,28420,1,14,22,718
1763656286206,28423,2,13,9,301
1763656286208,28426,3,16,6,208
1763656286234,28452,1,15,22,719
1763656286237,28455,2,13,9,301
1763656286240,28458,3,16,6,208
1763656286267,28484,1,16,22,720
1763656286270,28487,2,13,10,333
1763656286272,28490,3,16,6,208
1763656286303,28521,1,16,22,720
1763656286306,28524,2,13,10,333
1763656286308,28526,3,15,6,207
1763656286335,28553,1,17,22,721
1763656286338,28556,2,13,10,333
1763656286341,28559,3,15,6,207
1763656286365,28583,1,17,22,721
1763656286368,28586,2,13,10,333
1763656286371,28589,3,15,6,207
1763656286408,28626,1,18,22,722
1763656286411,28629,2,13,10,333
1763656286414,28632,3,14,6,206
1763656286442,28660,1,19,21,691
1763656286446,28664,2,13,10,333
1763656286449,28667,3,14,6,206
1763656286475,28693,1,19,21,691
1763656286479,28697,2,13,10,333
1763656286481,28699,3,14,6,206
1763656286508,28726,1,20,21,692
1763656286510,28728,2,13,10,333
1763656286513,28731,3,13,6,205
1763656286542,28759,1,20,20,660
1763656286545,28762,2,13,10,333
1763656286547,28765,3,13,6,205
1763656286574,28792,1,21,20,661
1763656286576,28794,2,13,10,333
1763656286579,28797,3,12,6,204
1763656286605,28823,1,21,20,661
1763656286608,28826,2,12,11,364
1763656286610,28828,3,12,6,204
1763656286643,28861,1,22,19,630
1763656286648,28865,2,12,11,364
1763656286650,28868,3,12,7,236
1763656286674,28892,1,22,19,630
1763656286677,28895,2,12,11,364
1763656286680,28898,3,12,7,236
1763656286709,28927,1,23,19,631
1763656286712,28930,2,12,11,364
1763656286714,28932,3,11,7,235
1763656286741,28959,1,23,18,599
1763656286744,28962,2,12,11,364
1763656286746,28964,3,11,7,235
1763656286773,28991,1,23,18,599
1763656286776,28994,2,12,11,364
1763656286779,28997,3,11,7,235
1763656286807,29025,1,24,17,568
1763656286810,29028,2,12,11,364
1763656286813,29031,3,11,8,267
1763656286842,29060,1,24,17,568
1763656286845,29063,2,12,11,364
1763656286847,29065,3,10,8,266
1763656286874,29092,1,24,16,536
1763656286877,29095,2,12,11,364
1763656286879,29097,3,10,8,266
1763656286906,29123,1,24,15,504
1763656286908,29126,2,12,11,364
1763656286911,29129,3,10,8,266
1763656286943,29161,1,25,15,505
1763656286946,29164,2,12,12,396
1763656286950,29168,3,10,9,298
1763656286974,29192,1,25,14,473
1763656286977,29195,2,12,12,396
1763656286980,29198,3,10,9,298
1763656287006,29224,1,25,14,473
1763656287009,29227,2,12,12,396
1763656287012,29230,3,9,9,297
1763656287043,29261,1,25,13,441
1763656287046,29264,2,12,12,396
1763656287048,29266,3,9,10,329
1763656287075,29293,1,25,12,409
1763656287078,29296,2,12,12,396
1763656287080,29298,3,9,10,329
1763656287109,29327,1,25,12,409
1763656287112,29330,2,12,12,396
1763656287115,29333,3,9,10,329
1763656287142,29360,1,25,11,377
1763656287145,29363,2,12,12,396
1763656287148,29366,3,9,11,361
1763656287172,29390,1,25,10,345
1763656287175,29393,2,12,12,396
1763656287178,29396,3,9,11,361
1763656287207,29425,1,25,10,345
1763656287211,29428,2,12,12,396
1763656287213,29431,3,9,11,361
1763656287245,29462,1,24,10,344
1763656287248,29466,2,12,13,428
1763656287250,29468,3,9,12,393
1763656287275,29493,1,24,9,312
1763656287277,29495,2,12,13,428
1763656287280,29498,3,9,12,393
1763656287307,29524,1,24,8,280
1763656287309,29527,2,12,13,428
1763656287312,29530,3,9,12,393
1763656287343,29561,1,24,8,280
1763656287347,29565,2,12,13,428
1763656287350,29568,3,9,13,425
1763656287374,29592,1,24,8,280
1763656287377,29595,2,12,13,428
1763656287380,29598,3,9,13,425
1763656287407,29625,1,23,7,247
1763656287410,29628,2,13,13,429
1763656287412,29630,3,9,13,425
1763656287443,29661,1,23,7,247
1763656287446,29664,2,13,13,429
1763656287449,29667,3,9,14,457
1763656287475,29693,1,23,6,215
1763656287478,29696,2,13,13,429
1763656287481,29699,3,9,14,457
1763656287507,29725,1,22,6,214
1763656287510,29728,2,13,13,429
1763656287513,29731,3,9,15,489
1763656287541,29759,1,22,5,182
1763656287544,29761,2,13,14,461
1763656287546,29764,3,10,15,490
1763656287573,29791,1,21,5,181
1763656287576,29794,2,13,14,461
1763656287578,29796,3,10,15,490
1763656287607,29825,1,21,4,149
1763656287610,29828,2,13,14,461
1763656287613,29830,3,10,16,522
1763656287642,29860,1,20,4,148
1763656287644,29862,2,13,14,461
1763656287647,29865,3,10,16,522
1763656287673,29891,1,20,4,148
1763656287676,29894,2,13,14,461
1763656287679,29897,3,10,16,522
1763656287708,29926,1,19,3,115
1763656287711,29929,2,13,14,461
1763656287714,29932,3,11,16,523
1763656287742,29960,1,19,3,115
1763656287745,29963,2,13,14,461
1763656287748,29966,3,11,17,555
1763656287775,29993,1,18,3,114
1763656287778,29996,2,13,14,461
1763656287780,29998,3,11,17,555
1763656287809,30027,1,18,3,114
1763656287812,30030,2,13,14,461
1763656287814,30032,3,12,17,556
1763656287844,30062,1,17,3,113
1763656287847,30065,2,13,14,461
1763656287849,30067,3,12,17,556
1763656287874,30092,1,16,3,112
1763656287877,30095,2,14,14,462
1763656287880,30098,3,12,18,588
1763656287908,30126,1,16,3,112
1763656287911,30129,2,14,14,462
1763656287914,30132,3,13,18,589
1763656287942,30160,1,15,3,111
1763656287945,30163,2,14,15,494
1763656287949,30167,3,13,18,589
1763656287973,30191,1,15,3,111
1763656287977,30194,2,14,15,494
1763656287979,30197,3,13,18,589
1763656288009,30226,1,14,3,110
1763656288012,30230,2,14,15,494
1763656288015,30233,3,14,18,590
1763656288042,30260,1,14,3,110
1763656288045,30263,2,14,15,494
1763656288047,30265,3,14,18,590
1763656288076,30294,1,13,3,109
1763656288079,30297,2,14,15,494
1763656288082,30300,3,14,18,590
1763656288106,30324,1,12,3,108
1763656288110,30328,2,14,15,494
1763656288112,30330,3,15,18,591
1763656288144,30362,1,12,3,108
1763656288148,30366,2,14,15,494
1763656288151,30368,3,15,18,591
1763656288175,30393,1,11,3,107
1763656288178,30396,2,14,15,494
1763656288181,30399,3,15,18,591
1763656288206,30424,1,11,4,139
1763656288209,30427,2,15,15,495
1763656288212,30430,3,16,18,592
1763656288243,30461,1,10,4,138
1763656288247,30465,2,15,15,495
1763656288250,30468,3,16,18,592
1763656288276,30494,1,10,4,138
1763656288279,30497,2,15,15,495
1763656288282,30500,3,16,18,592
1763656288306,30524,1,9,4,137
1763656288309,30527,2,15,15,495
1763656288312,30529,3,17,18,593
1763656288342,30560,1,9,5,169
1763656288345,30563,2,15,15,495
1763656288348,30566,3,17,18,593
1763656288376,30594,1,9,5,169
1763656288379,30597,2,15,15,495
1763656288382,30599,3,18,18,594
1763656288406,30624,1,8,6,200
1763656288409,30627,2,15,15,495
1763656288412,30629,3,18,18,594
1763656288443,30660,1,8,6,200
1763656288446,30663,2,15,15,495
1763656288448,30666,3,18,18,594
1763656288473,30691,1,7,7,231
1763656288475,30693,2,15,15,495
1763656288478,30696,3,19,18,595
1763656288507,30725,1,7,7,231
1763656288510,30728,2,16,15,496
1763656288512,30730,3,19,17,563
1763656288544,30762,1,7,8,263
1763656288547,30765,2,16,15,496
1763656288550,30768,3,19,17,563
1763656288575,30793,1,6,8,262
1763656288578,30796,2,16,15,496
1763656288581,30799,3,20,17,564
1763656288606,30824,1,6,9,294
1763656288609,30827,2,16,15,496
1763656288611,30829,3,20,17,564
1763656288642,30860,1,6,9,294
1763656288645,30863,2,16,15,496
1763656288648,30865,3,20,17,564
1763656288676,30894,1,6,10,326
1763656288679,30897,2,16,15,496
1763656288683,30901,3,20,16,532
1763656288709,30927,1,6,11,358
1763656288713,30931,2,16,15,496
1763656288716,30934,3,21,16,533
1763656288742,30960,1,6,11,358
1763656288745,30963,2,16,15,496
1763656288748,30966,3,21,16,533
1763656288774,30992,1,6,12,390
1763656288777,30995,2,17,15,497
1763656288780,30998,3,21,15,501
1763656288806,31024,1,5,12,389
1763656288809,31027,2,17,15,497
1763656288811,31029,3,21,15,501
1763656288844,31062,1,6,13,422
1763656288847,31065,2,17,15,497
1763656288850,31068,3,21,15,501
1763656288874,31092,1,6,14,454
1763656288877,31095,2,17,15,497
1763656288880,31098,3,21,14,469
1763656288906,31124,1,6,14,454
1763656288909,31127,2,17,15,497
1763656288911,31129,3,22,14,470
1763656288942,31160,1,6,15,486
1763656288945,31163,2,17,15,497
1763656288947,31165,3,22,14,470
1763656288974,31192,1,6,15,486
1763656288976,31194,2,17,15,497
1763656288979,31197,3,22,14,470
1763656289008,31226,1,6,16,518
1763656289011,31228,2,17,15,497
1763656289013,31231,3,22,13,438
1763656289042,31260,1,7,16,519
1763656289045,31263,2,17,15,497
1763656289048,31266,3,22,13,438
1763656289075,31293,1,7,17,551
1763656289078,31296,2,18,14,466
1763656289080,31298,3,22,12,406
1763656289109,31327,1,7,18,583
1763656289112,31330,2,18,14,466
1763656289114,31332,3,22,12,406
1763656289141,31358,1,8,18,584
1763656289143,31361,2,18,14,466
1763656289146,31364,3,22,12,406
1763656289174,31392,1,8,19,616
1763656289177,31395,2,18,14,466
1763656289179,31397,3,22,11,374
1763656289208,31426,1,8,19,616
1763656289211,31429,2,18,14,466
1763656289214,31432,3,22,11,374
1763656289245,31463,1,9,20,649
1763656289248,31466,2,18,14,466
1763656289250,31468,3,22,11,374
1763656289275,31493,1,9,20,649
1763656289278,31496,2,18,14,466
1763656289281,31498,3,22,10,342
1763656289306,31524,1,10,20,650
1763656289309,31527,2,18,14,466
1763656289311,31529,3,22,10,342
1763656289344,31562,1,10,21,682
1763656289347,31565,2,18,14,466
1763656289350,31568,3,21,10,341
1763656289375,31593,1,11,21,683
1763656289378,31595,2,18,14,466
1763656289380,31598,3,21,9,309
1763656289408,31626,1,12,21,684
1763656289411,31629,2,18,14,466
1763656289413,31631,3,21,9,309
1763656289443,31661,1,12,21,684
1763656289446,31664,2,18,14,466
1763656289449,31667,3,21,9,309
1763656289473,31691,1,13,22,717
1763656289476,31694,2,18,13,434
1763656289479,31696,3,21,8,277
1763656289507,31725,1,13,22,717
1763656289511,31729,2,18,13,434
1763656289514,31732,3,21,8,277
1763656289542,31760,1,14,22,718
1763656289545,31763,2,18,13,434
1763656289548,31766,3,20,8,276
1763656289576,31794,1,15,22,719
1763656289579,31797,2,19,13,435
1763656289582,31800,3,20,8,276
1763656289606,31824,1,15,22,719
1763656289609,31827,2,19,13,435
1763656289612,31830,3,20,7,244
1763656289643,31861,1,16,22,720
1763656289645,31863,2,19,13,435
1763656289648,31866,3,20,7,244
1763656289675,31893,1,16,22,720
1763656289678,31896,2,19,13,435
1763656289681,31898,3,19,7,243
1763656289705,31923,1,17,22,721
1763656289708,31926,2,19,13,435
1763656289710,31928,3,19,7,243
1763656289743,31961,1,18,22,722
1763656289746,31964,2,19,13,435
1763656289749,31967,3,19,6,211
1763656289774,31991,1,18,21,690
1763656289777,31995,2,19,13,435
1763656289780,31998,3,18,6,210
1763656289807,32024,1,19,21,691
1763656289809,32027,2,19,12,403
1763656289812,32030,3,18,6,210
1763656289843,32061,1,19,21,691
1763656289846,32064,2,19,12,403
1763656289848,32066,3,18,6,210
1763656289875,32093,1,20,21,692
1763656289878,32096,2,19,12,403
1763656289880,32098,3,17,6,209
1763656289907,32125,1,21,20,661
1763656289910,32128,2,19,12,403
1763656289913,32131,3,17,6,209
1763656289942,32159,1,21,20,661
1763656289944,32162,2,19,12,403
1763656289947,32165,3,17,6,209
1763656289972,32190,1,22,20,662
1763656289975,32193,2,19,12,403
1763656289978,32196,3,16,6,208
1763656290007,32225,1,22,19,630
1763656290010,32227,2,19,12,403
1763656290012,32230,3,16,6,208
1763656290043,32261,1,22,19,630
1763656290046,32264,2,19,12,403
1763656290049,32267,3,16,5,176
1763656290073,32291,1,23,18,599
1763656290076,32294,2,19,12,403
1763656290079,32297,3,15,5,175
1763656290105,32323,1,23,18,599
1763656290108,32326,2,19,11,371
1763656290111,32329,3,15,5,175
1763656290142,32360,1,24,17,568
1763656290145,32362,2,19,11,371
1763656290147,32365,3,15,6,207
1763656290174,32392,1,24,17,568
1763656290177,32395,2,19,11,371
1763656290180,32398,3,14,6,206
1763656290207,32425,1,24,16,536
1763656290210,32428,2,19,11,371
1763656290214,32431,3,14,6,206
1763656290243,32461,1,24,16,536
1763656290246,32464,2,19,11,371
1763656290249,32467,3,14,6,206
1763656290275,32493,1,24,15,504
1763656290279,32497,2,19,11,371
1763656290282,32499,3,13,6,205
1763656290309,32526,1,25,15,505
1763656290311,32529,2,19,11,371
1763656290314,32532,3,13,6,205
1763656290344,32562,1,25,14,473
1763656290347,32565,2,19,11,371
1763656290350,32568,3,13,6,205
1763656290374,32592,1,25,14,473
1763656290377,32595,2,19,11,371
1763656290380,32598,3,12,6,204
1763656290407,32625,1,25,13,441
1763656290410,32627,2,19,11,371
1763656290412,32630,3,12,6,204
1763656290443,32660,1,25,12,409
1763656290445,32663,2,18,10,338
1763656290448,32666,3,12,7,236
1763656290474,32691,1,25,12,409
1763656290476,32694,2,18,10,338
1763656290479,32697,3,11,7,235
1763656290507,32725,1,25,11,377
1763656290511,32729,2,18,10,338
1763656290514,32731,3,11,7,235
1763656290542,32760,1,25,10,345
1763656290546,32764,2,18,10,338
1763656290549,32767,3,11,7,235
1763656290573,32791,1,25,10,345
1763656290577,32795,2,18,10,338
1763656290579,32797,3,11,7,235
1763656290606,32824,1,24,10,344
1763656290609,32827,2,18,10,338
1763656290611,32829,3,11,8,267
1763656290642,32860,1,24,9,312
1763656290646,32864,2,18,10,338
1763656290649,32867,3,10,8,266
1763656290673,32891,1,24,8,280
1763656290675,32893,2,18,10,338
1763656290678,32896,3,10,8,266
1763656290707,32925,1,24,8,280
1763656290710,32928,2,18,10,338
1763656290712,32930,3,10,8,266
1763656290741,32959,1,24,7,248
1763656290744,32962,2,18,10,338
1763656290747,32965,3,10,9,298
1763656290773,32991,1,23,7,247
1763656290777,32995,2,18,10,338
1763656290779,32997,3,10,9,298
1763656290806,33024,1,23,7,247
1763656290809,33026,2,18,9,306
1763656290811,33029,3,9,9,297
1763656290842,33060,1,23,6,215
1763656290845,33063,2,18,9,306
1763656290848,33066,3,9,10,329
1763656290874,33092,1,22,6,214
1763656290877,33095,2,18,9,306
1763656290880,33098,3,9,10,329
1763656290907,33125,1,22,5,182
1763656290910,33128,2,17,9,305
1763656290913,33131,3,9,10,329
1763656290942,33160,1,21,5,181
1763656290946,33163,2,17,9,305
1763656290948,33166,3,9,11,361
1763656290975,33193,1,21,4,149
1763656290978,33196,2,17,9,305
1763656290980,33198,3,9,11,361
1763656291007,33225,1,20,4,148
1763656291010,33227,2,17,9,305
1763656291012,33230,3,9,11,361
1763656291041,33259,1,20,4,148
1763656291044,33262,2,17,9,305
1763656291047,33265,3,9,12,393
1763656291076,33293,1,19,4,147
1763656291079,33296,2,17,9,305
1763656291081,33299,3,9,12,393
1763656291108,33326,1,19,3,115
1763656291111,33329,2,17,9,305
1763656291114,33332,3,9,13,425
1763656291142,33360,1,18,3,114
1763656291145,33363,2,17,9,305
1763656291148,33366,3,9,13,425
1763656291172,33390,1,18,3,114
1763656291175,33393,2,17,9,305
1763656291177,33395,3,9,13,425
1763656291206,33424,1,17,3,113
1763656291209,33427,2,17,9,305
1763656291211,33429,3,9,14,457
1763656291242,33460,1,16,3,112
1763656291246,33464,2,16,9,304
1763656291249,33466,3,9,14,457
1763656291274,33492,1,16,3,112
1763656291277,33495,2,16,9,304
1763656291280,33498,3,9,14,457
1763656291306,33524,1,15,3,111
1763656291310,33528,2,16,9,304
1763656291312,33530,3,10,15,490
1763656291343,33561,1,15,3,111
1763656291346,33564,2,16,9,304
1763656291349,33566,3,10,15,490
1763656291375,33593,1,14,3,110
1763656291378,33596,2,16,9,304
1763656291380,33598,3,10,15,490
1763656291407,33625,1,13,3,109
1763656291409,33627,2,16,9,304
1763656291412,33630,3,10,16,522
1763656291443,33660,1,13,3,109
1763656291445,33663,2,16,9,304
1763656291448,33666,3,10,16,522
1763656291474,33692,1,12,3,108
1763656291477,33695,2,16,9,304
1763656291480,33698,3,11,16,523
1763656291509,33727,1,12,3,108
1763656291512,33730,2,16,9,304
1763656291515,33733,3,11,17,555
1763656291539,33757,1,11,3,107
1763656291542,33760,2,15,9,303
1763656291545,33762,3,11,17,555
1763656291571,33789,1,11,4,139
1763656291574,33792,2,15,9,303
1763656291577,33795,3,11,17,555
1763656291604,33822,1,10,4,138
1763656291607,33825,2,15,9,303
1763656291610,33828,3,12,17,556
1763656291637,33855,1,10,4,138
1763656291640,33858,2,15,9,303
1763656291642,33860,3,12,17,556
1763656291668,33886,1,10,4,138
1763656291671,33889,2,15,9,303
1763656291673,33891,3,12,18,588
1763656291704,33922,1,9,5,169
1763656291707,33925,2,15,9,303
1763656291710,33928,3,13,18,589
1763656291737,33955,1,9,5,169
1763656291740,33958,2,15,9,303
1763656291743,33960,3,13,18,589
1763656291767,33985,1,8,6,200
1763656291770,33988,2,15,9,303
1763656291773,33991,3,13,18,589
1763656291804,34022,1,8,6,200
1763656291807,34025,2,15,9,303
1763656291809,34027,3,14,18,590
1763656291838,34055,1,7,7,231
1763656291840,34058,2,14,9,302
1763656291843,34061,3,14,18,590
1763656291865,34083,1,7,7,231
1763656291868,34086,2,14,9,302
1763656291871,34089,3,14,18,590
1763656291902,34120,1,7,8,263
1763656291905,34123,2,14,9,302
1763656291908,34126,3,15,18,591
1763656291935,34153,1,6,8,262
1763656291938,34155,2,14,9,302
1763656291940,34158,3,15,18,591
1763656291964,34182,1,6,9,294
1763656291967,34185,2,14,9,302
1763656291970,34188,3,16,18,592
1763656292004,34222,1,6,9,294
1763656292008,34225,2,14,9,302
1763656292010,34228,3,16,18,592
1763656292036,34254,1,6,10,326
1763656292039,34257,2,14,9,302
1763656292042,34260,3,16,18,592
1763656292066,34284,1,6,10,326
1763656292069,34287,2,14,9,302
1763656292072,34290,3,17,18,593
1763656292103,34321,1,6,11,358
1763656292106,34324,2,14,9,302
1763656292109,34326,3,17,18,593
1763656292136,34354,1,5,12,389
1763656292139,34357,2,14,9,302
1763656292141,34359,3,17,18,593
1763656292166,34384,1,5,12,389
1763656292169,34387,2,13,9,301
1763656292172,34389,3,18,18,594
1763656292204,34422,1,5,13,421
1763656292208,34425,2,13,9,301
1763656292210,34428,3,18,18,594
1763656292237,34455,1,6,13,422
1763656292241,34459,2,13,9,301
1763656292243,34461,3,18,18,594
1763656292268,34486,1,6,14,454
1763656292271,34489,2,13,9,301
1763656292274,34492,3,19,18,595
1763656292305,34523,1,6,15,486
1763656292308,34526,2,13,10,333
1763656292310,34528,3,19,17,563
1763656292334,34552,1,6,15,486
1763656292337,34555,2,13,10,333
1763656292340,34558,3,19,17,563
1763656292365,34583,1,6,16,518
1763656292369,34587,2,13,10,333
1763656292372,34589,3,20,17,564
1763656292396,34614,1,7,17,551
1763656292400,34618,2,13,10,333
1763656292402,34620,3,20,17,564
1763656292430,34648,1,7,17,551
1763656292433,34651,2,13,10,333
1763656292436,34654,3,20,16,532
1763656292462,34680,1,7,18,583
1763656292465,34683,2,13,10,333
1763656292468,34686,3,20,16,532
1763656292493,34710,1,7,18,583
1763656292496,34714,2,13,10,333
1763656292498,34716,3,21,16,533
1763656292527,34745,1,8,18,584
1763656292530,34748,2,13,10,333
1763656292533,34751,3,21,16,533
1763656292564,34782,1,8,19,616
1763656292567,34785,2,13,10,333
1763656292570,34788,3,21,15,501
1763656292594,34812,1,9,19,617
1763656292597,34815,2,13,10,333
1763656292600,34818,3,21,15,501
1763656292626,34844,1,9,20,649
1763656292629,34847,2,12,10,332
1763656292632,34850,3,21,15,501
1763656292663,34881,1,10,20,650
1763656292667,34885,2,12,11,364
1763656292670,34888,3,22,14,470
1763656292694,34912,1,10,20,650
1763656292698,34915,2,12,11,364
1763656292700,34918,3,22,14,470
1763656292725,34943,1,11,21,683
1763656292728,34945,2,12,11,364
1763656292730,34948,3,22,14,470
1763656292761,34979,1,11,21,683
1763656292764,34982,2,12,11,364
1763656292767,34985,3,22,13,438
1763656292794,35012,1,12,21,684
1763656292797,35015,2,12,11,364
1763656292800,35018,3,22,13,438
1763656292825,35043,1,13,22,717
1763656292828,35046,2,12,11,364
1763656292831,35049,3,22,13,438
1763656292862,35080,1,13,22,717
1763656292866,35084,2,12,11,364
1763656292869,35086,3,22,12,406
1763656292896,35114,1,14,22,718
1763656292899,35117,2,12,11,364
1763656292901,35119,3,22,12,406
1763656292926,35144,1,14,22,718
1763656292929,35147,2,12,11,364
1763656292932,35150,3,22,12,406
1763656292963,35181,1,15,22,719
1763656292966,35184,2,12,11,364
1763656292969,35186,3,22,11,374
1763656292994,35212,1,16,22,720
1763656292997,35215,2,12,12,396
1763656293000,35218,3,22,11,374
1763656293027,35245,1,16,22,720
1763656293030,35248,2,12,12,396
1763656293034,35252,3,22,11,374
1763656293062,35280,1,17,22,721
1763656293066,35284,2,12,12,396
1763656293069,35287,3,22,10,342
1763656293093,35311,1,17,22,721
1763656293096,35314,2,12,12,396
1763656293098,35316,3,22,10,342
1763656293130,35348,1,18,22,722
1763656293134,35352,2,12,12,396
1763656293137,35355,3,21,10,341
1763656293162,35379,1,19,21,691
1763656293164,35382,2,12,12,396
1763656293167,35385,3,21,9,309
1763656293194,35412,1,19,21,691
1763656293196,35414,2,12,12,396
1763656293199,35417,3,21,9,309
1763656293226,35444,1,20,21,692
1763656293230,35447,2,12,12,396
1763656293232,35450,3,21,9,309
1763656293261,35479,1,21,20,661
1763656293264,35482,2,12,13,428
1763656293268,35485,3,21,8,277
1763656293294,35512,1,21,20,661
1763656293298,35516,2,12,13,428
1763656293301,35519,3,21,8,277
1763656293325,35543,1,21,20,661
1763656293328,35546,2,12,13,428
1763656293332,35549,3,20,8,276
1763656293362,35580,1,22,19,630
1763656293366,35584,2,12,13,428
1763656293369,35586,3,20,8,276
1763656293395,35613,1,22,19,630
1763656293398,35616,2,12,13,428
1763656293400,35618,3,20,7,244
