t,robot_id,x,y,gx,gy,t_s
1763663618.3180964,3,463.9360879670282,198.03470293160612,23,9,1763663618.3180964
1763663618.3180964,4,459.67534147819913,431.001899449668,22,21,1763663618.3180964
1763663618.3341036,0,519.1691827956286,55.29135590529373,25,2,1763663618.3341036
1763663618.3341036,1,127.1894845377264,439.7918515257799,6,21,1763663618.3341036
1763663618.3341036,2,301.03765379879763,333.014818085675,15,16,1763663618.3341036
1763663618.3341036,3,464.2765710450051,198.97495357564284,23,9,1763663618.3341036
1763663618.3341036,4,458.9213402256951,431.6587724291872,22,21,1763663618.3341036
1763663618.3499036,0,520.002924198833,54.73920078887929,26,2,1763663618.3499036
1763663618.3499036,1,126.56431806491668,440.5723429615271,6,22,1763663618.3499036
1763663618.3499036,2,300.11742240354494,332.6234433557917,15,16,1763663618.3499036
1763663618.3499036,3,464.6567688915055,199.89985875863,23,9,1763663618.3499036
1763663618.3499036,4,458.0859355856628,432.208407842359,22,21,1763663618.3499036
1763663618.3661823,0,520.875880717249,54.25140276002388,26,2,1763663618.3661823
1763663618.3661823,1,126.56431806491668,439.5723429615271,6,21,1763663618.3661823
1763663618.3661823,2,299.17866220247964,332.2788721949325,14,16,1763663618.3661823
1763663618.3661823,3,465.1365775614697,200.7772319062856,23,10,1763663618.3661823
1763663618.3661823,4,457.2662963296347,432.78128783849934,22,21,1763663618.3661823
1763663618.381919,0,521.6748010765269,53.64996593081308,26,2,1763663618.381919
1763663618.381919,1,126.63770852805966,438.5750396777063,6,21,1763663618.381919
1763663618.381919,2,298.2336983157687,331.95169754308404,14,16,1763663618.381919
1763663618.381919,3,465.6936332415029,201.6077070530196,23,10,1763663618.381919
1763663618.381919,4,456.3981203822838,433.2775443492288,22,21,1763663618.381919
1763663618.3977828,0,522.4888865746905,53.06922089064502,26,2,1763663618.3977828
1763663618.3977828,1,126.66050004703996,437.5752994381127,6,21,1763663618.3977828
1763663618.3977828,2,297.3142221947384,331.55855168865475,14,16,1763663618.3977828
1763663618.3977828,3,466.1497604455967,202.4976216408793,23,10,1763663618.3977828
1763663618.3977828,4,455.4976027071832,433.7123637563755,22,21,1763663618.3977828
1763663618.4138176,0,523.3040744816157,52.49002431226856,26,2,1763663618.4138176
1763663618.4138176,1,126.6678397321414,436.5753263739642,6,21,1763663618.4138176
1763663618.4138176,2,296.4198193066661,331.1112894906009,14,16,1763663618.4138176
1763663618.4138176,3,466.5854217233824,203.3977323290939,23,10,1763663618.4138176
1763663618.4138176,4,454.6025868860265,434.15839814953273,22,21,1763663618.4138176
1763663618.429602,0,524.0322127037238,51.8045939879428,26,2,1763663618.429602
1763663618.429602,1,126.63726370597314,435.5757939299566,6,21,1763663618.429602
1763663618.429602,2,295.53076409727765,330.653489496434,14,16,1763663618.429602
1763663618.429602,3,467.08242039577846,204.26548362966136,23,10,1763663618.429602
1763663618.429602,4,453.7143796253502,434.6178411406447,22,21,1763663618.429602
1763663618.4454012,0,524.789866108169,51.15193686606899,26,2,1763663618.4454012
1763663618.4454012,1,126.7179109796282,434.5790512263204,6,21,1763663618.4454012
1763663618.4454012,2,294.65078483485274,330.1784773937439,14,16,1763663618.4454012
1763663618.4454012,3,467.5973484075707,205.12271705333995,23,10,1763663618.4454012
1763663618.4454012,4,452.795266578176,435.011835057494,22,21,1763663618.4454012
1763663618.4614725,0,525.4595055042214,50.40925047245818,26,2,1763663618.4614725
1763663618.4614725,1,126.69893248796554,433.5792313341127,6,21,1763663618.4614725
1763663618.4614725,2,293.7145369255281,329.82713731307393,14,16,1763663618.4614725
1763663618.4614725,3,468.0599600768524,206.00927807405108,23,10,1763663618.4614725
1763663618.4614725,4,451.8438859003947,435.3198525991118,22,21,1763663618.4614725
1763663618.477997,0,526.127550672289,49.66512974742662,26,2,1763663618.477997
1763663618.477997,1,126.68616225755028,432.57931287682976,6,21,1763663618.477997
1763663618.477997,2,292.75929960179974,329.53129672195035,14,16,1763663618.477997
1763663618.477997,3,468.526497358177,206.89377960889107,23,10,1763663618.477997
1763663618.477997,4,450.9412040130024,435.7501611049235,22,21,1763663618.477997
1763663618.493323,0,526.699913213154,48.84512906339367,26,2,1763663618.493323
1763663618.493323,1,126.76663008555757,431.5825556703568,6,21,1763663618.493323
1763663618.493323,2,291.8263526896783,329.17128275116164,14,16,1763663618.493323
1763663618.493323,3,468.857045563192,207.83756871889463,23,10,1763663618.493323
1763663618.493323,4,450.0412849316384,436.1862180358362,22,21,1763663618.493323
1763663618.510292,0,527.3077021651388,48.05103046130122,26,2,1763663618.510292
1763663618.510292,1,126.744657118352,430.5827971051461,6,21,1763663618.510292
1763663618.510292,2,290.90074245255573,328.79280462902784,14,16,1763663618.510292
1763663618.510292,3,469.252440843672,208.7560797815249,23,10,1763663618.510292
1763663618.510292,4,449.0941254112992,436.5069809436526,22,21,1763663618.510292
1763663618.52642,0,528.0166117805345,47.34573112258072,26,2,1763663618.52642
1763663618.52642,1,126.59087618777468,429.5946921383583,6,21,1763663618.52642
1763663618.52642,2,289.9323890640565,328.54322154670444,14,16,1763663618.52642
1763663618.52642,3,469.5868922489773,209.69849277882983,23,10,1763663618.52642
1763663618.52642,4,448.1960023423724,436.9467251341332,22,21,1763663618.52642
1763663618.5432348,0,528.7356341183867,46.650744160350726,26,2,1763663618.5432348
1763663618.5432348,1,126.54390238070695,428.5957960169074,6,21,1763663618.5432348
1763663618.5432348,2,289.0066518249752,328.165054170827,14,16,1763663618.5432348
1763663618.5432348,3,469.9063973966954,210.6460773189009,23,10,1763663618.5432348
1763663618.5432348,4,447.3239899447266,437.4362089217626,22,21,1763663618.5432348
1763663618.5600605,0,529.5374322328377,46.05314916065378,26,2,1763663618.5600605
1763663618.5600605,1,126.64222424245612,427.60064134978165,6,21,1763663618.5600605
1763663618.5600605,2,288.04369713059134,327.89539094277364,14,16,1763663618.5600605
1763663618.5600605,3,470.1694984878668,211.6108455894324,23,10,1763663618.5600605
1763663618.5600605,4,446.3945720143542,437.8052377969231,22,21,1763663618.5600605
1763663618.575785,0,530.3844011093003,45.52150668463846,26,2,1763663618.575785
1763663618.575785,1,126.75875450480372,426.6074542083238,6,21,1763663618.575785
1763663618.575785,2,287.12674751621216,327.49638792938924,14,16,1763663618.575785
1763663618.575785,3,470.4227128327868,212.57825578967157,23,10,1763663618.575785
1763663618.575785,4,445.4676351034016,438.1804550181613,22,21,1763663618.575785
1763663618.5917563,0,531.279365906421,45.07536992094995,26,2,1763663618.5917563
1763663618.5917563,1,126.7797521902344,425.6076746840253,6,21,1763663618.5917563
1763663618.5917563,2,286.25118510367787,327.0132829079321,14,16,1763663618.5917563
1763663618.5917563,3,470.6144276835144,213.55970645883963,23,10,1763663618.5917563
1763663618.5917563,4,444.58031352236753,438.6416061992626,22,21,1763663618.5917563
1763663618.607673,0,532.1276970012625,44.54590381861193,26,2,1763663618.607673
1763663618.607673,1,126.8786684445517,424.6125789224868,6,21,1763663618.607673
1763663618.607673,2,285.457198909193,326.4053471194088,14,16,1763663618.607673
1763663618.607673,3,470.9233737624404,214.510786014038,23,10,1763663618.607673
1763663618.607673,4,443.7549218911331,439.2061667851063,22,21,1763663618.607673
1763663618.6235402,0,533.0015860869742,44.05977845836611,26,2,1763663618.6235402
1763663618.6235402,1,126.87175161252404,423.6126028440556,6,21,1763663618.6235402
1763663618.6235402,2,284.59238867561027,325.9032482647092,14,16,1763663618.6235402
1763663618.6235402,3,471.247572535928,215.45677499667417,23,10,1763663618.6235402
1763663618.6235402,4,442.8706227807384,439.6730876385226,22,21,1763663618.6235402
1763663618.6399035,0,533.9185591360371,43.66082930459808,26,2,1763663618.6399035
1763663618.6399035,1,126.7727484282959,422.6175157275112,6,21,1763663618.6399035
1763663618.6399035,2,283.68221620867047,325.4890187625914,14,16,1763663618.6399035
1763663618.6399035,3,471.6421833268024,216.37562336486425,23,10,1763663618.6399035
1763663618.6399035,4,441.953319253062,440.0712763351383,22,22,1763663618.6399035
1763663618.6556923,0,534.8125839573372,43.21281187312996,26,2,1763663618.6556923
1763663618.6556923,1,126.6920866170352,421.6207742002313,6,21,1763663618.6556923
1763663618.6556923,2,282.8069103151255,325.0054491267317,14,16,1763663618.6556923
1763663618.6556923,3,472.1486880646791,217.23786054250644,23,10,1763663618.6556923
1763663618.6556923,4,441.953319253062,439.0712763351383,22,21,1763663618.6556923
1763663618.6714003,0,535.6658878691981,42.69139799337326,26,2,1763663618.6714003
1763663618.6714003,1,126.56807589172676,420.62849332265256,6,21,1763663618.6714003
1763663618.6714003,2,281.9554726767642,324.48099326778674,14,16,1763663618.6714003
1763663618.6714003,3,472.7466130682399,218.03941259329093,23,10,1763663618.6714003
1763663618.6714003,4,441.8850875875478,438.0736068308328,22,21,1763663618.6714003
1763663618.6881216,0,536.564124078357,42.25188495311651,26,2,1763663618.6881216
1763663618.6881216,1,126.38351904539356,419.645671481996,6,20,1763663618.6881216
1763663618.6881216,2,281.1200324068288,323.93141201322084,14,16,1763663618.6881216
1763663618.6881216,3,473.42217743159057,218.77671361117345,23,10,1763663618.6881216
1763663618.6881216,4,441.7936924355943,437.0777921260813,22,21,1763663618.6881216
1763663618.703339,0,537.40715418697,41.7140185794028,26,2,1763663618.703339
1763663618.703339,1,126.28197440772944,418.6508404980788,6,20,1763663618.703339
1763663618.703339,2,280.21672152635495,323.5024254712203,14,16,1763663618.703339
1763663618.703339,3,474.18904230730993,219.41852219820532,23,10,1763663618.703339
1763663618.703339,4,441.6105586661787,436.0947041226454,22,21,1763663618.703339
1763663618.719674,0,538.2935284081792,41.25104909879321,26,2,1763663618.719674
1763663618.719674,1,126.0413793348028,417.680214920998,6,20,1763663618.719674
1763663618.719674,2,279.31129452863775,323.0779234667435,13,16,1763663618.719674
1763663618.719674,3,474.85556725274085,220.16400492578413,23,11,1763663618.719674
1763663618.719674,4,441.4850336447102,435.1026136686114,22,21,1763663618.719674
1763663618.7362728,0,539.1848582355202,40.797693676533605,26,2,1763663618.7362728
1763663618.7362728,1,125.80147843068944,416.7094175393546,6,20,1763663618.7362728
1763663618.7362728,2,278.38295913690115,322.70617973720766,13,16,1763663618.7362728
1763663618.7362728,3,475.42041388481925,220.98920083114825,23,11,1763663618.7362728
1763663618.7362728,4,441.3320246035554,434.1143888797476,22,21,1763663618.7362728
1763663618.753165,0,540.1325641330193,40.47854867524819,27,2,1763663618.753165
1763663618.753165,1,125.47169157427082,415.765362122902,6,20,1763663618.753165
1763663618.753165,2,277.432845414572,322.394276042709,13,16,1763663618.753165
1763663618.753165,3,475.92334861218967,221.85352522627127,23,11,1763663618.753165
1763663618.753165,4,441.10809035345966,433.1397846258917,22,21,1763663618.753165
1763663618.7686791,0,541.0953982996335,40.2084554180197,27,2,1763663618.7686791
1763663618.7686791,1,125.14190420642184,414.8213068851075,6,20,1763663618.7686791
1763663618.7686791,2,276.4519802746975,322.19958763170564,13,16,1763663618.7686791
1763663618.7686791,3,476.4794887787176,222.68461373850948,23,11,1763663618.7686791
1763663618.7686791,4,441.0150339517664,432.1441237869993,22,21,1763663618.7686791
1763663618.7845693,0,542.0682719559254,39.9771183287036,27,1,1763663618.7845693
1763663618.7845693,1,124.68757756698558,413.9304717125314,6,20,1763663618.7845693
1763663618.7845693,2,275.4765186873241,321.97941794360366,13,16,1763663618.7845693
1763663618.7845693,3,476.9790623026866,223.55088522837232,23,11,1763663618.7845693
1763663618.7845693,4,440.9212847796734,431.1485279389104,22,21,1763663618.7845693
1763663618.8007948,0,542.0682719559254,40.9771183287036,27,2,1763663618.8007948
1763663618.8007948,1,124.113871349777,413.1114105571003,6,20,1763663618.8007948
1763663618.8007948,2,274.50452598230646,321.7444069196228,13,16,1763663618.8007948
1763663618.8007948,3,477.49703680703306,224.4062812845048,23,11,1763663618.8007948
1763663618.8007948,4,440.9086574494953,430.1486076668224,22,21,1763663618.8007948
1763663618.81718,0,542.1463678021639,41.97406418420445,27,2,1763663618.81718
1763663618.81718,1,123.43737038804512,412.37496880870754,6,20,1763663618.81718
1763663618.81718,2,273.5713000694002,321.38511679245505,13,16,1763663618.81718
1763663618.81718,3,478.040503677804,225.24571190127693,23,11,1763663618.81718
1763663618.81718,4,440.895900024876,429.1486890460752,22,21,1763663618.81718
1763663618.8328671,0,542.1982573916208,42.97271701202099,27,2,1763663618.8328671
1763663618.8328671,1,122.71848011196111,411.6798452434676,6,20,1763663618.8328671
1763663618.8328671,2,272.6603180595055,320.97267070185865,13,16,1763663618.8328671
1763663618.8328671,3,478.51387331796514,226.1265757862068,23,11,1763663618.8328671
1763663618.8328671,4,440.9050155910306,428.1487305937114,22,21,1763663618.8328671
1763663618.8490603,0,542.3029433908116,43.96722233708136,27,2,1763663618.8490603
1763663618.8490603,1,122.0801720248194,410.9100642448131,6,20,1763663618.8490603
1763663618.8490603,2,271.7567426783273,320.54424155890894,13,16,1763663618.8490603
1763663618.8490603,3,478.8620068846965,227.064020728438,23,11,1763663618.8490603
1763663618.8490603,4,440.8100479008513,427.1532502383944,22,21,1763663618.8490603
1763663618.8648338,0,542.4141925296111,44.96101488541143,27,2,1763663618.8648338
1763663618.8648338,1,121.51197988643176,410.08716832558974,6,20,1763663618.8648338
1763663618.8648338,2,270.89107617520483,320.04362043932684,13,16,1763663618.8648338
1763663618.8648338,3,479.1715532634985,228.0149050743869,23,11,1763663618.8648338
1763663618.8648338,4,440.5781141923085,426.18051864394425,22,21,1763663618.8648338
1763663618.8806963,0,542.4562778617827,45.96012890533909,27,2,1763663618.8806963
1763663618.8806963,1,120.83088635343928,409.354971904323,6,20,1763663618.8806963
1763663618.8806963,2,269.9786446011017,319.6343911361487,13,15,1763663618.8806963
1763663618.8806963,3,479.3976705201151,228.9890051648602,23,11,1763663618.8806963
1763663618.8806963,4,440.3912754870459,425.1981280402556,22,21,1763663618.8806963
1763663618.8965814,0,542.3887086524144,46.957843494761,27,2,1763663618.8965814
1763663618.8965814,1,120.13666751305809,408.6352079140736,6,20,1763663618.8965814
1763663618.8965814,2,269.0277397865409,319.32490764120087,13,15,1763663618.8965814
1763663618.8965814,3,479.5665837172628,229.97463609570065,23,11,1763663618.8965814
1763663618.8965814,4,440.2904063991158,424.2032283331996,22,21,1763663618.8965814
1763663618.9123557,0,542.1924415814278,47.93839397120082,27,2,1763663618.9123557
1763663618.9123557,1,119.49021348824562,407.8722549706992,5,20,1763663618.9123557
1763663618.9123557,2,268.06479568346185,319.0552065949565,13,15,1763663618.9123557
1763663618.9123557,3,479.6292917889946,230.97266800788563,23,11,1763663618.9123557
1763663618.9123557,4,440.1809529264874,423.20923641304654,22,21,1763663618.9123557
1763663618.9291184,0,542.1249498629048,48.93611380558863,27,2,1763663618.9291184
1763663618.9291184,1,118.7387334583166,407.21249913357616,5,20,1763663618.9291184
1763663618.9291184,2,267.145960383157,318.6605653769955,13,15,1763663618.9291184
1763663618.9291184,3,479.6905773736928,231.9707882797508,23,11,1763663618.9291184
1763663618.9291184,4,440.1613676226176,422.209428223506,22,21,1763663618.9291184
1763663618.9450357,0,541.9449037887401,49.9197719836047,27,2,1763663618.9450357
1763663618.9450357,1,117.97011596640776,406.5727904880728,5,20,1763663618.9450357
1763663618.9450357,2,266.2678559677177,318.1820963230474,13,15,1763663618.9450357
1763663618.9450357,3,479.6816876292294,232.9707487651918,23,11,1763663618.9450357
1763663618.9450357,4,440.11655400173817,421.2104328584599,22,21,1763663618.9450357
1763663618.96114,0,541.8459871704054,50.9148677089584,27,2,1763663618.96114
1763663618.96114,1,117.23437721488912,405.8955250382573,5,20,1763663618.96114
1763663618.96114,2,265.4274042109374,317.64020994701923,13,15,1763663618.96114
1763663618.96114,3,479.5778628567657,233.9653443697582,23,11,1763663618.96114
1763663618.96114,4,439.92894469613367,420.22818912676667,21,21,1763663618.96114
1763663618.9763863,0,541.6307209708992,51.89142311616796,27,2,1763663618.9763863
1763663618.9763863,1,116.58364227471732,405.1362200681434,5,20,1763663618.9763863
1763663618.9763863,2,264.61908071688833,317.05147135564926,13,15,1763663618.9763863
1763663618.9763863,3,479.4979682258232,234.96214768433265,23,11,1763663618.9763863
1763663618.9763863,4,439.6961636695783,419.2556599530779,21,20,1763663618.9763863
1763663618.9924712,0,541.3550743871974,52.85268216600495,27,2,1763663618.9924712
1763663618.9924712,1,115.88093583532104,404.4247401597616,5,20,1763663618.9924712
1763663618.9924712,2,263.89135411851555,316.3656040229815,13,15,1763663618.9924712
1763663618.9924712,3,479.5163649545705,235.96197845019825,23,11,1763663618.9924712
1763663618.9924712,4,439.4546565748389,418.2852608994971,21,20,1763663618.9924712
1763663619.008752,0,541.1506193821431,53.83155812898913,27,2,1763663619.008752
1763663619.008752,1,115.1940161363012,403.69800683377576,5,20,1763663619.008752
1763663619.008752,2,263.11378175762945,315.73681055642345,13,15,1763663619.008752
1763663619.008752,3,479.4955972989488,236.96176277918124,23,11,1763663619.008752
1763663619.008752,4,439.252864217461,417.305832574144,21,20,1763663619.008752
1763663619.0249395,0,541.043233329352,54.8257755275826,27,2,1763663619.0249395
1763663619.0249395,1,114.46000751425262,403.0188666842055,5,20,1763663619.0249395
1763663619.0249395,2,262.36354855046585,315.07563725473244,13,15,1763663619.0249395
1763663619.0249395,3,479.5257718065638,237.96130742505264,23,11,1763663619.0249395
1763663619.0249395,4,439.0451246575449,416.3276484016868,21,20,1763663619.0249395
1763663619.040519,0,540.8531038496592,55.80753455145341,27,2,1763663619.040519
1763663619.040519,1,113.7793476021874,402.2862671455029,5,20,1763663619.040519
1763663619.040519,2,261.5691923368248,314.4681850295741,13,15,1763663619.040519
1763663619.040519,3,479.6795793069151,238.94940825636272,23,11,1763663619.040519
1763663619.040519,4,438.71474426546166,415.383800534429,21,20,1763663619.040519
1763663619.0564616,0,540.8050166184322,56.80637769138726,27,2,1763663619.0564616
1763663619.0564616,1,113.079377406349,401.57209508994623,5,20,1763663619.0564616
1763663619.0564616,2,260.7765881673931,313.85844850401617,13,15,1763663619.0564616
1763663619.0564616,3,479.89718979376295,239.92544395038925,23,11,1763663619.0564616
1763663619.0564616,4,438.408144901082,414.4319618770076,21,20,1763663619.0564616
1763663619.0723448,0,540.8067677173327,57.80637615821241,27,2,1763663619.0723448
1763663619.0723448,1,112.44113598946365,400.8022588126949,5,20,1763663619.0723448
1763663619.0723448,2,259.90371132636864,313.370507912957,12,15,1763663619.0723448
1763663619.0723448,3,480.15229035178913,240.89235847882225,24,12,1763663619.0723448
1763663619.0723448,4,438.2291025657638,413.4481205065805,21,20,1763663619.0723448
1763663619.0890183,0,540.9390074738225,58.79759391774032,27,2,1763663619.0890183
1763663619.0890183,1,111.83458108720512,400.0072172096664,5,20,1763663619.0890183
1763663619.0890183,2,259.09288879477594,312.78521583009444,12,15,1763663619.0890183
1763663619.0890183,3,480.4699548461383,241.84056165801425,24,12,1763663619.0890183
1763663619.0890183,4,438.0974884703668,412.4568194776832,21,20,1763663619.0890183
1763663619.104896,0,541.0056667164296,59.79536971689314,27,2,1763663619.104896
1763663619.104896,1,111.1401703838866,399.28763832231857,5,19,1763663619.104896
1763663619.104896,2,258.3729771372672,312.0911501232748,12,15,1763663619.104896
1763663619.104896,3,480.6987510579069,242.81403599947396,24,12,1763663619.104896
1763663619.104896,4,437.8324127793768,411.4925918707117,21,20,1763663619.104896
1763663619.121201,0,540.9594136335787,60.7942994703427,27,3,1763663619.121201
1763663619.121201,1,110.4834913062356,398.5334681896725,5,19,1763663619.121201
1763663619.121201,2,257.5938105017295,311.4643332807564,12,15,1763663619.121201
1763663619.121201,3,480.83025876102295,243.80535114816337,24,12,1763663619.121201
1763663619.121201,4,437.6950093168907,410.5020767075279,21,20,1763663619.121201
1763663619.1370325,0,541.0277623988236,61.7919609591702,27,3,1763663619.1370325
1763663619.1370325,1,109.76162857938417,397.8414319163583,5,19,1763663619.1370325
1763663619.1370325,2,256.9064289493776,310.7380367838033,12,15,1763663619.1370325
1763663619.1370325,3,480.9823790168698,244.79371314043192,24,12,1763663619.1370325
1763663619.1370325,4,437.60467510222657,409.50616520058514,21,20,1763663619.1370325
1763663619.1526003,0,540.9576290725857,62.78949858580431,27,3,1763663619.1526003
1763663619.1526003,1,108.98209398922567,397.215072736058,5,19,1763663619.1526003
1763663619.1526003,2,256.14458686738953,310.0902739860817,12,15,1763663619.1526003
1763663619.1526003,3,481.2148166084573,245.7663244533504,24,12,1763663619.1526003
1763663619.1526003,4,437.60825554222,408.506171610381,21,20,1763663619.1526003
1763663619.1691337,0,540.8969224235321,63.78765423637224,27,3,1763663619.1691337
1763663619.1691337,1,108.25996448864024,396.52331484171617,5,19,1763663619.1691337
1763663619.1691337,2,255.3978358498818,309.42517029653305,12,15,1763663619.1691337
1763663619.1691337,3,481.3977351586596,246.74945252435228,24,12,1763663619.1691337
1763663619.1691337,4,437.557678894593,407.5074514279901,21,20,1763663619.1691337
1763663619.1847465,0,540.8672419667397,64.78721367456717,27,3,1763663619.1847465
1763663619.1847465,1,107.60399666122984,395.768525990843,5,19,1763663619.1847465
1763663619.1847465,2,254.66976497624043,308.7396684344239,12,15,1763663619.1847465
1763663619.1847465,3,481.4335034899296,247.7488126328608,24,12,1763663619.1847465
1763663619.1847465,4,437.4009882558583,406.51980369537847,21,20,1763663619.1847465
1763663619.200308,0,540.7525789639567,65.78061812180545,27,3,1763663619.200308
1763663619.200308,1,106.88089734321566,395.0777819164656,5,19,1763663619.200308
1763663619.200308,2,253.93728163452812,308.05888348004106,12,15,1763663619.200308
1763663619.200308,3,481.4635922172226,248.7483598646062,24,12,1763663619.200308
1763663619.200308,4,437.2263819839644,405.5351653608539,21,20,1763663619.200308
1763663619.216961,0,540.6256402100149,66.77252867863388,27,3,1763663619.216961
1763663619.216961,1,106.26527898897076,394.28973747487817,5,19,1763663619.216961
1763663619.216961,2,253.14867422876677,307.4439864483534,12,15,1763663619.216961
1763663619.216961,3,481.60585862353344,249.73818826874268,24,12,1763663619.216961
1763663619.216961,4,437.0053066815327,404.5599086199622,21,20,1763663619.216961
1763663619.232787,0,540.6315837191848,67.77251101582726,27,3,1763663619.232787
1763663619.232787,1,105.57548542545442,393.565731370117,5,19,1763663619.232787
1763663619.232787,2,252.28703911298763,306.93645819568536,12,15,1763663619.232787
1763663619.232787,3,481.6800415813155,250.7354329171488,24,12,1763663619.232787
1763663619.232787,4,436.7625783717461,403.5898143113364,21,20,1763663619.232787
1763663619.248875,0,540.6928774829431,68.7706307854563,27,3,1763663619.248875
1763663619.248875,1,104.79250922915894,392.9436797034247,5,19,1763663619.248875
1763663619.248875,2,251.390238432491,306.49402341013973,12,15,1763663619.248875
1763663619.248875,3,481.7607637192096,251.73216956062785,24,12,1763663619.248875
1763663619.248875,4,436.533837906954,402.6163268693184,21,20,1763663619.248875
1763663619.264783,0,540.618993300514,69.76789761413697,27,3,1763663619.264783
1763663619.264783,1,103.93313817578512,392.43232719035456,5,19,1763663619.264783
1763663619.264783,2,250.468174779719,306.106985142992,12,15,1763663619.264783
1763663619.264783,3,481.80866423112144,252.73102167228328,24,12,1763663619.264783
1763663619.264783,4,436.2992732794523,401.6442263418394,21,20,1763663619.264783
1763663619.2810907,0,540.4592686274826,70.75505921632022,27,3,1763663619.2810907
1763663619.2810907,1,103.08148948562388,391.9082141218792,5,19,1763663619.2810907
1763663619.2810907,2,249.5304178331756,305.7596928896812,12,15,1763663619.2810907
1763663619.2810907,3,481.95059954066267,253.72089760789612,24,12,1763663619.2810907
1763663619.2810907,4,435.927497263014,400.71590387976,21,20,1763663619.2810907
1763663619.297243,0,540.2937743193454,71.74126996153353,27,3,1763663619.297243
1763663619.297243,1,102.256855924985,391.3425468250801,5,19,1763663619.297243
1763663619.297243,2,248.6360966631281,305.31226731508275,12,15,1763663619.297243
1763663619.297243,3,482.1353877847735,254.7036759678728,24,12,1763663619.297243
1763663619.297243,4,435.4217014514059,399.853250648757,21,19,1763663619.297243
1763663619.3141484,0,540.0862226254034,72.7194940127313,27,3,1763663619.3141484
1763663619.3141484,1,101.49802528159384,390.6912588283762,5,19,1763663619.3141484
1763663619.3141484,2,247.7159949206089,304.92058787547273,12,15,1763663619.3141484
1763663619.3141484,3,482.27986131168433,255.69318463383888,24,12,1763663619.3141484
1763663619.3141484,4,434.9633089803149,398.96450077255616,21,19,1763663619.3141484
1763663619.330124,0,539.7778769737992,73.6707683996128,26,3,1763663619.330124
1763663619.330124,1,100.75124414943994,390.0261889518527,5,19,1763663619.330124
1763663619.330124,2,246.7560192547887,304.6405044574825,12,15,1763663619.330124
1763663619.330124,3,482.4366136055658,256.68082258286825,24,12,1763663619.330124
1763663619.330124,4,434.4140985328163,398.1288166908851,21,19,1763663619.330124
1763663619.3459103,0,539.5285756854603,74.63919437387855,26,3,1763663619.3459103
1763663619.3459103,1,99.9775225405742,389.39266320496137,4,19,1763663619.3459103
1763663619.3459103,2,245.77119250660016,304.4669640412896,12,15,1763663619.3459103
1763663619.3459103,3,482.713148780528,257.64182637943134,24,12,1763663619.3459103
1763663619.3459103,4,433.94307568567774,397.24669568021056,21,19,1763663619.3459103
1763663619.3617923,0,539.3582891058987,75.62458895516122,26,3,1763663619.3617923
1763663619.3617923,1,99.25068114020138,388.705857862303,4,19,1763663619.3617923
1763663619.3617923,2,244.77470379201367,304.3832368551328,12,15,1763663619.3617923
1763663619.3617923,3,482.9149113764781,258.62126083608246,24,12,1763663619.3617923
1763663619.3617923,4,433.4659848475284,396.3678416922501,21,19,1763663619.3617923
1763663619.377355,0,539.3009934175597,76.62294620790081,26,3,1763663619.377355
1763663619.377355,1,98.54838123673674,387.99397666042057,4,19,1763663619.377355
1763663619.377355,2,243.77519882222043,304.3517755239683,12,15,1763663619.377355
1763663619.377355,3,483.0497940642314,259.6121224109477,24,12,1763663619.377355
1763663619.377355,4,433.0675672307712,395.45063756957217,21,19,1763663619.377355
1763663619.3938353,0,539.3830743506021,77.61957187505517,26,3,1763663619.3938353
1763663619.3938353,1,97.828274732982,387.30011311241554,4,19,1763663619.3938353
1763663619.3938353,2,242.7854231087754,304.209142999366,12,15,1763663619.3938353
1763663619.3938353,3,483.1793355329461,260.60369641619553,24,13,1763663619.3938353
1763663619.3938353,4,432.6298809510359,394.55150981417165,21,19,1763663619.3938353
1763663619.4099183,0,539.548791033799,78.60574527811886,26,3,1763663619.4099183
1763663619.4099183,1,97.1462434736973,386.5687900912009,4,19,1763663619.4099183
1763663619.4099183,2,241.79466770802964,304.0734826297178,12,15,1763663619.4099183
1763663619.4099183,3,483.3118339204506,261.59487963705266,24,13,1763663619.4099183
1763663619.4099183,4,432.25163983020224,393.6258027036283,21,19,1763663619.4099183
1763663619.426097,0,539.5657752118286,79.60560103656438,26,3,1763663619.426097
1763663619.426097,1,96.45922097436762,385.8421539474434,4,19,1763663619.426097
1763663619.426097,2,240.79557848457057,304.03081269219786,12,15,1763663619.426097
1763663619.426097,3,483.3102122391327,262.59487832212665,24,13,1763663619.426097
1763663619.426097,4,431.93175108018033,392.6783475924967,21,19,1763663619.426097
1763663619.4418762,0,539.6878850816225,80.59811762569471,26,4,1763663619.4418762
1763663619.4418762,1,95.6798314304883,385.21561429275937,4,19,1763663619.4418762
1763663619.4418762,2,239.80447311798707,303.8977331959206,11,15,1763663619.4418762
1763663619.4418762,3,483.3913809509624,263.5915786984785,24,13,1763663619.4418762
1763663619.4418762,4,431.510733030958,391.7712953325751,21,19,1763663619.4418762
1763663619.4584773,0,539.89586149885,81.5762514661671,26,4,1763663619.4584773
1763663619.4584773,1,94.86407369285884,384.6372205570588,4,19,1763663619.4584773
1763663619.4584773,2,238.82469761219528,303.6976333252299,11,15,1763663619.4584773
1763663619.4584773,3,483.4514714741793,264.5897716302404,24,13,1763663619.4584773
1763663619.4584773,4,431.051692857032,390.88287982239865,21,19,1763663619.4584773
