timestamp_unix,robot_id,robot_x,robot_y,robot_gx,robot_gy
1763660790.7380953,0,359.26945843078386,230.2462210077619,17,11
1763660790.7380953,1,230.51328633323266,138.32140323167715,11,6
1763660790.7380953,2,85.33830023816027,261.685829697029,4,13
1763660790.7380953,3,416.6498840203619,366.53685389065316,20,18
1763660790.7380953,4,38.49535104997911,257.74673472995323,1,12
1763660790.754753,0,358.4913963689843,231.46333941306523,17,11
1763660790.754753,1,230.91083332198093,136.61169379371862,11,6
1763660790.754753,2,85.77441323215584,263.34904173251715,4,13
1763660790.754753,3,418.2628429025559,365.9580747932419,20,18
1763660790.754753,4,40.17510734769533,257.74673472995323,2,12
1763660790.770993,0,357.764567694864,232.71172952157158,17,11
1763660790.770993,1,231.3677004234699,134.91687155463737,11,6
1763660790.770993,2,85.98495376345134,265.0555415137085,4,13
1763660790.770993,3,419.8561467939003,365.3271989662556,20,18
1763660790.770993,4,41.84142837455525,257.958761745123,2,12
1763660790.7864692,0,356.9849039369045,233.92782253161002,17,11
1763660790.7864692,1,231.87280789565972,133.2357955860847,11,6
1763660790.7864692,2,86.15337793628778,266.76671132308707,4,13
1763660790.7864692,3,421.42344222502976,364.6342295363315,21,18
1763660790.7864692,4,43.4891862772765,258.2850669913833,2,12
1763660790.802662,0,356.3231931192238,235.2119162113329,17,11
1763660790.802662,1,232.26575043477774,131.52502203839967,11,6
1763660790.802662,2,86.10123497201315,268.48535902689406,4,13
1763660790.802662,3,423.0281191646995,364.0328698115901,21,18
1763660790.802662,4,45.162807952653736,258.4284953966063,2,12
1763660790.8189597,0,355.5893491206725,236.4561954285226,17,11
1763660790.8189597,1,232.7954180593826,129.85152205992557,11,6
1763660790.8189597,2,86.1590722588842,270.2038245245901,4,13
1763660790.8189597,3,424.5289920835632,363.2058256285683,21,18
1763660790.8189597,4,46.82545727697367,258.66761554225656,2,12
1763660790.835053,0,354.72844712096236,237.61619781275934,17,11
1763660790.835053,1,233.174427047646,128.13760778046966,11,6
1763660790.835053,2,86.2728221341521,271.9194963418095,4,13
1763660790.835053,3,425.9255774080593,362.2127641850257,21,18
1763660790.835053,4,48.50414301009315,258.7275774396451,2,12
1763660790.8505526,0,353.8492937095793,238.76242949256644,17,11
1763660790.8505526,1,233.51931782868635,126.4165033909393,11,6
1763660790.8505526,2,86.4667495336886,273.6279637785005,4,13
1763660790.8505526,3,427.42658560457977,361.3859655437428,21,18
1763660790.8505526,4,50.18022843756007,258.6165870817289,2,12
1763660790.8662817,0,352.9510936018176,239.8937978459142,17,11
1763660790.8662817,1,234.09596026060163,124.7586030693813,11,6
1763660790.8662817,2,86.84925519105005,275.30431643847714,4,13
1763660790.8662817,3,428.8718115548385,360.4651270389291,21,18
1763660790.8662817,4,51.830180901941965,258.3015663125764,2,12
1763660790.8829517,0,352.06874107411664,241.03756871518814,17,12
1763660790.8829517,1,234.41998102114664,123.0334478539751,11,6
1763660790.8829517,2,87.28651130875134,276.96722831409085,4,13
1763660790.8829517,3,430.2551988516401,359.4537610387607,21,17
1763660790.8829517,4,53.48668397870123,258.02303664377183,2,12
1763660790.8987858,0,351.0366868795309,242.0483218620929,17,12
1763660790.8987858,1,234.78232456966944,121.31593304374748,11,6
1763660790.8987858,2,87.90420084965807,278.5718866732374,4,13
1763660790.8987858,3,431.69160345553576,358.51922189396464,21,17
1763660790.8987858,4,55.16209732771873,257.9023248810837,2,12
1763660790.9151492,0,349.97018896199455,243.0226626527973,17,12
1763660790.9151492,1,235.26170858349417,119.62734163733899,11,5
1763660790.9151492,2,88.30625696028818,280.24365809972767,4,14
1763660790.9151492,3,433.1948181024879,357.6964416532944,21,17
1763660790.9151492,4,56.840919998317815,257.95832184885774,2,12
1763660790.931855,0,348.96921145444503,244.06420084888993,17,12
1763660790.931855,1,235.5623661588526,117.89796169270943,11,5
1763660790.931855,2,88.6679962659537,281.9246142244558,4,14
1763660790.931855,3,434.7865387741524,357.0615819029206,21,17
1763660790.931855,4,58.502289937386166,258.2061749208124,2,12
1763660790.9476304,0,348.0050072797568,245.1398718460139,17,12
1763660790.9476304,1,236.08484719768094,116.2222040925261,11,5
1763660790.9476304,2,89.01610803776354,283.60844527680393,4,14
1763660790.9476304,3,436.37813010103423,356.4263979551988,21,17
1763660790.9476304,4,60.153553539884705,258.5142491566401,3,12
1763660790.9634302,0,346.9373334803511,246.11292397339588,17,12
1763660790.9634302,1,236.53934700150296,114.52674548234623,11,5
1763660790.9634302,2,89.29240482642267,285.30553952966704,4,14
1763660790.9634302,3,438.01911791001294,355.93265651473416,21,17
1763660790.9634302,4,61.8273137849798,258.6560513486419,3,12
1763660790.9801705,0,345.74139012581213,246.92315682713235,17,12
1763660790.9801705,1,236.7935631160075,112.78993111758714,11,5
1763660790.9801705,2,89.45509979494716,287.0172635628398,4,14
1763660790.9801705,3,439.58491964081685,355.2363185658471,21,17
1763660790.9801705,4,63.50441966500675,258.56172697800343,3,12
1763660790.997122,0,344.4783962675247,247.6243018181778,17,12
1763660790.997122,1,236.8818160648081,111.03683061061804,11,5
1763660790.997122,2,89.78756162623871,288.70425435986823,4,14
1763660790.997122,3,441.21594954266715,354.71061612290146,22,17
1763660790.997122,4,65.18284980191515,258.4949924649314,3,12
1763660791.0133753,0,343.1624621746693,248.22018372577418,17,12
1763660791.0133753,1,237.09395335762125,109.29437609485436,11,5
1763660791.0133753,2,90.1955927494387,290.3745775085507,4,14
1763660791.0133753,3,442.8298794713068,354.13455034133653,22,17
1763660791.0133753,4,66.8554765610599,258.3403931625066,3,12
1763660791.0292087,0,341.80848308541584,248.72366998219462,17,12
1763660791.0292087,1,237.04570819362556,107.53971875660898,11,5
1763660791.0292087,2,90.47347480248919,292.0714129110329,4,14
1763660791.0292087,3,444.3543660803402,353.3518868260717,22,17
1763660791.0292087,4,68.53446051017615,258.2894606745706,3,12
1763660791.0458176,0,340.49288311916456,249.32028921867587,17,12
1763660791.0458176,1,236.9860991469826,105.78541070724432,11,5
1763660791.0458176,2,90.69520546270823,293.776494824855,4,14
1763660791.0458176,3,445.8913161924194,352.5939910863895,22,17
1763660791.0458176,4,70.1914203217668,258.01366110515323,3,12
1763660791.0617406,0,339.136178727921,249.8163849547191,16,12
1763660791.0617406,1,236.91370518528913,104.03158372466662,11,5
1763660791.0617406,2,91.01606379198846,295.4657309691095,4,14
1763660791.0617406,3,447.4391965402749,351.8586761688395,22,17
1763660791.0617406,4,71.83633148274751,257.6732958716196,3,12
1763660791.077421,0,337.8407319928645,250.45558409518426,16,12
1763660791.077421,1,237.04205748693505,102.28096221869524,11,5
1763660791.077421,2,91.55737017707617,297.09774083917387,4,14
