unix_time_ms,sim_time_ms,robot_id,grid_x,grid_y,neuron_id,event_type
1763662748936,910,1,24,18,600,inject
1763662748946,921,5,16,5,176,inject
1763662748957,931,2,11,17,555,inject
1763662748967,941,3,27,5,187,inject
1763662748977,952,4,22,6,214,inject
1763662748988,962,1,24,18,600,inject
1763662748998,973,5,16,5,176,inject
1763662749009,983,2,11,17,555,inject
1763662749019,993,3,27,5,187,inject
1763662749029,1004,4,23,6,215,inject
1763662749040,1014,1,24,19,632,inject
1763662749050,1024,5,16,5,176,inject
1763662749060,1035,2,11,16,523,inject
1763662749070,1045,3,27,5,187,inject
1763662749081,1055,4,23,6,215,inject
1763662749091,1065,1,24,19,632,inject
1763662749101,1076,5,16,5,176,inject
1763662749112,1086,2,11,16,523,inject
1763662749122,1096,3,27,5,187,inject
1763662749132,1107,4,23,6,215,inject
1763662749143,1117,1,24,19,632,inject
1763662749153,1127,5,16,5,176,inject
1763662749163,1138,2,11,16,523,inject
1763662749174,1148,3,27,5,187,inject
1763662749184,1158,4,23,6,215,inject
1763662749194,1169,1,24,19,632,inject
1763662749205,1179,5,16,4,144,inject
1763662749215,1189,2,11,16,523,inject
1763662749225,1200,3,27,5,187,inject
1763662749235,1210,4,23,6,215,inject
1763662749246,1220,1,24,19,632,inject
1763662749256,1230,5,16,4,144,inject
1763662749266,1241,2,11,15,491,inject
1763662749277,1251,3,26,5,186,inject
1763662749287,1262,4,23,6,215,inject
1763662749298,1272,1,24,19,632,inject
1763662749308,1282,5,16,4,144,inject
1763662749318,1293,2,11,15,491,inject
1763662749329,1303,3,26,6,218,inject
1763662749339,1313,4,23,6,215,inject
1763662749349,1324,1,23,19,631,inject
1763662749360,1334,5,16,4,144,inject
1763662749370,1344,2,11,15,491,inject
1763662749380,1355,3,26,6,218,inject
1763662749391,1365,4,23,6,215,inject
1763662749401,1375,1,23,19,631,inject
1763662749411,1386,5,16,4,144,inject
1763662749422,1396,2,11,15,491,inject
1763662749432,1406,3,26,6,218,inject
1763662749442,1417,4,25,6,217,inject
1763662749453,1427,1,23,19,631,inject
1763662749463,1438,5,16,4,144,inject
1763662749474,1448,2,11,15,491,inject
1763662749484,1459,3,26,6,218,inject
1763662749495,1470,4,25,6,217,inject
1763662749512,1487,1,23,19,631,inject
1763662749526,1501,5,16,4,144,inject
1763662749538,1513,2,11,15,491,inject
1763662749552,1526,3,26,6,218,inject
1763662749569,1544,4,25,6,217,inject
1763662749582,1556,1,23,19,631,inject
1763662749593,1568,5,16,3,112,inject
1763662749608,1582,2,11,14,459,inject
1763662749620,1594,3,26,6,218,inject
1763662749639,1613,4,25,6,217,inject
1763662749639,1613,3,25,6,217,repel
1763662749639,1613,4,25,6,217,repel
1763662749662,1636,1,23,20,663,inject
1763662749681,1655,5,16,3,112,inject
1763662749694,1669,2,11,14,459,inject
1763662749713,1687,3,26,6,218,inject
1763662749726,1701,4,25,6,217,inject
1763662749726,1701,3,25,6,217,repel
1763662749726,1701,4,25,6,217,repel
1763662749744,1719,1,23,20,663,inject
1763662749764,1739,5,16,3,112,inject
1763662749786,1761,2,11,14,459,inject
1763662749799,1773,3,26,6,218,inject
1763662749812,1786,4,25,6,217,inject
1763662749812,1786,3,25,6,217,repel
1763662749812,1786,4,25,6,217,repel
1763662749833,1808,1,22,20,662,inject
1763662749851,1825,5,16,3,112,inject
1763662749886,1860,2,12,14,460,inject
1763662749908,1883,3,26,6,218,inject
1763662749929,1904,4,25,6,217,inject
1763662749929,1904,3,25,6,217,repel
1763662749929,1904,4,25,6,217,repel
1763662749946,1920,1,22,20,662,inject
1763662749959,1933,5,16,3,112,inject
1763662750006,1981,2,12,14,460,inject
1763662750020,1995,3,26,6,218,inject
1763662750035,2009,4,25,6,217,inject
1763662750035,2009,3,25,6,217,repel
1763662750035,2009,4,25,6,217,repel
1763662750068,2042,1,22,20,662,inject
1763662750085,2060,5,16,3,112,inject
1763662750100,2075,2,12,13,428,inject
1763662750127,2102,3,26,6,218,inject
1763662750160,2135,4,25,7,249,inject
1763662750171,2145,1,22,20,662,inject
1763662750184,2159,5,16,3,112,inject
1763662750204,2179,2,12,13,428,inject
1763662750217,2191,3,26,6,218,inject
1763662750227,2202,4,25,7,249,inject
1763662750243,2217,1,22,20,662,inject
1763662750266,2241,5,16,2,80,inject
1763662750281,2255,2,12,13,428,inject
1763662750294,2268,4,25,7,249,inject
1763662750309,2284,1,22,20,662,inject
1763662750328,2302,5,16,2,80,inject
1763662750341,2315,2,12,13,428,inject
1763662750361,2335,4,25,7,249,inject
1763662750372,2347,1,21,20,661,inject
1763662750388,2363,5,16,2,80,inject
1763662750403,2377,2,12,13,428,inject
1763662750420,2395,4,24,7,248,inject
1763662750440,2415,1,21,20,661,inject
1763662750458,2432,5,16,2,80,inject
1763662750470,2445,2,12,13,428,inject
1763662750482,2457,4,24,7,248,inject
1763662750500,2474,1,21,20,661,inject
1763662750512,2486,5,16,2,80,inject
1763662750528,2502,2,12,12,396,inject
1763662750550,2524,4,24,7,248,inject
1763662750561,2536,1,21,21,693,inject
1763662750580,2555,5,16,2,80,inject
1763662750596,2571,2,13,12,397,inject
1763662750608,2582,4,23,6,215,inject
1763662750626,2600,1,21,21,693,inject
1763662750641,2615,5,16,3,112,inject
1763662750661,2636,3,26,8,282,inject
1763662750693,2667,2,13,12,397,inject
1763662750706,2680,4,23,6,215,inject
1763662750723,2697,1,21,21,693,inject
1763662750739,2713,5,16,3,112,inject
1763662750754,2728,3,26,8,282,inject
1763662750767,2741,2,13,12,397,inject
1763662750785,2760,4,23,6,215,inject
1763662750797,2771,1,21,21,693,inject
1763662750808,2783,5,16,3,112,inject
1763662750825,2799,3,26,8,282,inject
1763662750835,2810,2,13,12,397,inject
1763662750846,2820,4,23,6,215,inject
1763662750859,2833,1,20,21,692,inject
1763662750884,2858,5,16,3,112,inject
1763662750897,2872,3,26,8,282,inject
1763662750908,2883,2,13,12,397,inject
1763662750922,2896,4,23,6,215,inject
1763662750950,2925,1,20,21,692,inject
1763662750963,2937,5,16,3,112,inject
1763662750979,2953,3,26,8,282,inject
1763662750996,2971,2,13,12,397,inject
1763662751014,2988,4,22,6,214,inject
1763662751029,3004,1,20,21,692,inject
1763662751047,3021,5,16,3,112,inject
1763662751064,3039,3,26,8,282,inject
1763662751079,3053,2,14,11,366,inject
1763662751094,3068,4,22,6,214,inject
1763662751106,3080,1,20,21,692,inject
1763662751120,3094,5,16,3,112,inject
1763662751137,3111,3,26,8,282,inject
1763662751150,3124,2,14,11,366,inject
1763662751162,3137,4,22,6,214,inject
1763662751180,3154,1,20,21,692,inject
1763662751193,3168,5,16,4,144,inject
1763662751208,3182,3,26,8,282,inject
1763662751230,3204,2,14,11,366,inject
1763662751247,3221,4,22,6,214,inject
1763662751269,3243,1,20,21,692,inject
1763662751294,3268,5,16,4,144,inject
1763662751317,3291,3,26,8,282,inject
1763662751328,3302,2,14,11,366,inject
1763662751342,3317,4,22,6,214,inject
1763662751357,3332,1,19,21,691,inject
1763662751369,3344,5,16,4,144,inject
1763662751384,3359,3,27,9,315,inject
1763662751408,3382,2,14,11,366,inject
1763662751430,3405,4,22,6,214,inject
1763662751445,3419,1,19,21,691,inject
1763662751472,3446,5,15,4,143,inject
1763662751485,3459,3,27,9,315,inject
1763662751501,3475,2,14,11,366,inject
1763662751513,3487,4,21,6,213,inject
1763662751525,3499,1,19,21,691,inject
1763662751546,3520,5,15,4,143,inject
1763662751557,3531,3,27,9,315,inject
1763662751568,3543,2,15,11,367,inject
1763662751584,3558,4,21,6,213,inject
1763662751598,3572,1,19,21,691,inject
1763662751612,3586,5,15,4,143,inject
1763662751624,3598,3,27,9,315,inject
1763662751650,3625,2,15,11,367,inject
1763662751663,3637,4,21,6,213,inject
1763662751683,3658,1,19,21,691,inject
1763662751698,3673,5,15,4,143,inject
1763662751711,3685,3,27,9,315,inject
1763662751727,3701,2,15,11,367,inject
1763662751763,3737,4,21,6,213,inject
1763662751790,3765,1,19,21,691,inject
1763662751829,3804,5,15,4,143,inject
1763662751852,3826,3,27,9,315,inject
1763662751871,3845,2,15,11,367,inject
1763662751885,3859,4,21,6,213,inject
1763662751899,3873,1,18,21,690,inject
1763662751911,3886,5,15,4,143,inject
1763662751924,3899,3,27,9,315,inject
1763662751945,3919,2,15,11,367,inject
1763662751958,3933,4,20,6,212,inject
1763662751975,3949,1,18,21,690,inject
1763662751991,3965,5,15,4,143,inject
1763662752008,3982,3,27,10,347,inject
1763662752022,3996,2,16,11,368,inject
1763662752045,4019,4,20,6,212,inject
1763662752059,4034,1,18,21,690,inject
1763662752071,4045,5,15,4,143,inject
1763662752089,4063,3,27,10,347,inject
1763662752102,4076,2,16,11,368,inject
1763662752124,4098,4,20,6,212,inject
1763662752137,4112,1,18,21,690,inject
1763662752149,4124,5,14,5,174,inject
1763662752163,4137,3,27,10,347,inject
1763662752179,4153,2,16,11,368,inject
1763662752204,4178,4,20,6,212,inject
1763662752222,4197,1,18,21,690,inject
1763662752240,4214,5,14,5,174,inject
1763662752252,4226,3,28,10,348,inject
1763662752288,4263,2,16,11,368,inject
1763662752304,4279,4,20,6,212,inject
1763662752323,4298,1,17,21,689,inject
1763662752339,4314,5,14,5,174,inject
1763662752352,4326,3,28,10,348,inject
1763662752363,4337,2,16,11,368,inject
1763662752385,4359,4,19,6,211,inject
1763662752398,4373,1,17,21,689,inject
1763662752409,4384,5,14,5,174,inject
1763662752421,4395,3,28,10,348,inject
1763662752439,4413,2,16,12,400,inject
1763662752458,4432,4,19,6,211,inject
1763662752476,4451,1,17,21,689,inject
1763662752487,4461,5,14,5,174,inject
1763662752506,4481,3,28,10,348,inject
1763662752524,4498,2,17,12,401,inject
1763662752543,4518,4,19,6,211,inject
1763662752558,4532,1,17,21,689,inject
1763662752575,4550,5,14,5,174,inject
1763662752596,4570,3,28,10,348,inject
1763662752610,4585,2,17,12,401,inject
1763662752624,4598,4,19,6,211,inject
1763662752636,4610,1,17,21,689,inject
1763662752648,4622,5,14,5,174,inject
1763662752661,4636,3,28,11,380,inject
1763662752680,4654,2,17,12,401,inject
1763662752702,4676,4,19,6,211,inject
1763662752717,4691,1,17,21,689,inject
1763662752737,4712,5,14,5,174,inject
1763662752753,4727,3,28,11,380,inject
1763662752773,4748,2,17,12,401,inject
1763662752789,4764,4,19,6,211,inject
1763662752804,4778,1,16,21,688,inject
1763662752817,4792,5,13,5,173,inject
1763662752837,4811,3,28,11,380,inject
1763662752853,4827,2,17,12,401,inject
1763662752870,4844,4,18,6,210,inject
1763662752891,4865,1,16,21,688,inject
1763662752911,4885,5,13,5,173,inject
1763662752938,4912,3,28,11,380,inject
1763662752951,4926,2,17,12,401,inject
1763662752963,4937,4,18,7,242,inject
1763662752985,4960,1,16,21,688,inject
1763662752999,4974,5,13,5,173,inject
1763662753037,5012,3,28,11,380,inject
1763662753053,5028,2,17,12,401,inject
1763662753067,5042,4,18,7,242,inject
1763662753088,5062,1,16,21,688,inject
1763662753100,5075,5,13,5,173,inject
1763662753118,5092,3,28,11,380,inject
1763662753129,5104,2,18,12,402,inject
1763662753163,5138,4,18,7,242,inject
1763662753179,5153,1,16,21,688,inject
1763662753200,5174,5,13,6,205,inject
1763662753210,5185,3,28,12,412,inject
1763662753225,5200,2,18,13,434,inject
1763662753260,5235,4,18,7,242,inject
1763662753276,5250,1,16,21,688,inject
1763662753289,5264,5,13,6,205,inject
1763662753306,5280,3,28,12,412,inject
1763662753318,5292,2,18,13,434,inject
1763662753332,5307,4,18,7,242,inject
1763662753347,5321,1,15,21,687,inject
1763662753368,5342,5,13,6,205,inject
1763662753381,5355,3,28,12,412,inject
1763662753403,5378,2,18,13,434,inject
1763662753421,5395,4,18,7,242,inject
1763662753434,5408,1,15,21,687,inject
1763662753445,5420,5,13,6,205,inject
1763662753461,5436,3,28,12,412,inject
1763662753472,5446,2,18,13,434,inject
1763662753483,5458,4,17,7,241,inject
1763662753495,5469,1,15,21,687,inject
1763662753513,5487,5,13,6,205,inject
1763662753542,5517,3,28,12,412,inject
1763662753577,5551,2,19,13,435,inject
1763662753590,5565,4,17,7,241,inject
1763662753604,5578,1,15,21,687,inject
1763662753617,5591,5,13,6,205,inject
1763662753628,5602,3,28,12,412,inject
1763662753640,5614,2,19,13,435,inject
1763662753657,5631,4,17,7,241,inject
1763662753669,5643,1,15,21,687,inject
1763662753680,5654,5,13,6,205,inject
1763662753692,5666,3,28,12,412,inject
1763662753706,5680,2,19,13,435,inject
1763662753721,5696,4,17,7,241,inject
1763662753745,5719,1,14,21,686,inject
1763662753759,5734,5,12,7,236,inject
1763662753770,5745,3,28,13,444,inject
1763662753794,5768,2,19,13,435,inject
1763662753829,5804,4,17,8,273,inject
1763662753846,5820,1,14,21,686,inject
1763662753865,5840,5,12,7,236,inject
1763662753876,5851,3,28,13,444,inject
1763662753890,5864,2,19,13,435,inject
1763662753903,5877,4,17,8,273,inject
1763662753919,5894,1,14,21,686,inject
1763662753934,5909,5,12,7,236,inject
1763662753951,5926,3,28,13,444,inject
1763662753964,5939,2,20,13,436,inject
1763662753979,5954,4,17,8,273,inject
1763662754000,5974,1,14,21,686,inject
1763662754014,5989,5,12,7,236,inject
1763662754030,6005,3,29,13,445,inject
1763662754044,6018,2,20,13,436,inject
1763662754056,6030,4,16,8,272,inject
1763662754067,6041,1,14,21,686,inject
1763662754080,6055,5,12,7,236,inject
1763662754092,6066,3,29,13,445,inject
1763662754104,6079,2,20,13,436,inject
1763662754122,6096,4,16,8,272,inject
1763662754141,6115,1,14,21,686,inject
1763662754153,6127,5,12,7,236,inject
1763662754167,6141,3,29,13,445,inject
1763662754179,6153,2,20,13,436,inject
1763662754192,6167,4,16,8,272,inject
1763662754206,6180,1,13,21,685,inject
1763662754237,6212,5,12,7,236,inject
1763662754249,6223,3,29,14,477,inject
1763662754270,6245,2,20,14,468,inject
1763662754283,6257,4,16,8,272,inject
1763662754294,6269,1,13,21,685,inject
1763662754312,6287,5,12,8,268,inject
1763662754326,6300,3,29,14,477,inject
1763662754340,6315,2,21,14,469,inject
1763662754355,6329,4,16,8,272,inject
1763662754367,6341,1,13,21,685,inject
1763662754379,6353,5,12,8,268,inject
1763662754390,6364,3,29,14,477,inject
1763662754403,6377,2,21,14,469,inject
1763662754416,6390,4,16,8,272,inject
1763662754432,6406,1,13,21,685,inject
1763662754449,6423,5,12,8,268,inject
1763662754463,6437,3,29,14,477,inject
1763662754477,6452,2,21,14,469,inject
1763662754492,6467,4,15,8,271,inject
1763662754505,6479,1,13,21,685,inject
1763662754525,6499,5,12,8,268,inject
1763662754537,6511,3,29,14,477,inject
1763662754553,6528,2,21,14,469,inject
1763662754567,6542,4,15,9,303,inject
1763662754586,6560,1,12,21,684,inject
1763662754601,6575,5,12,8,268,inject
1763662754616,6591,3,29,14,477,inject
1763662754632,6606,2,21,14,469,inject
1763662754646,6620,4,15,9,303,inject
1763662754662,6637,1,12,21,684,inject
1763662754677,6652,5,12,8,268,inject
1763662754690,6665,3,29,14,477,inject
1763662754702,6677,2,21,14,469,inject
1763662754716,6690,4,15,9,303,inject
1763662754729,6704,1,12,21,684,inject
1763662754741,6715,5,12,8,268,inject
1763662754755,6729,3,29,14,477,inject
1763662754769,6743,2,22,14,470,inject
1763662754781,6756,4,15,9,303,inject
1763662754793,6767,1,12,21,684,inject
1763662754809,6784,5,12,9,300,inject
1763662754826,6800,3,29,15,509,inject
1763662754855,6830,2,22,14,470,inject
1763662754871,6845,4,15,9,303,inject
1763662754888,6862,1,12,21,684,inject
1763662754903,6877,5,12,9,300,inject
1763662754922,6896,3,29,15,509,inject
1763662754933,6907,2,22,14,470,inject
1763662754946,6921,4,14,9,302,inject
1763662754968,6942,1,12,21,684,inject
1763662754996,6970,5,12,9,300,inject
1763662755007,6982,3,29,15,509,inject
1763662755020,6994,2,22,14,470,inject
1763662755030,7005,4,14,9,302,inject
1763662755043,7018,1,11,21,683,inject
1763662755056,7031,5,12,9,300,inject
1763662755069,7043,3,29,15,509,inject
1763662755090,7065,2,22,14,470,inject
1763662755102,7077,4,14,10,334,inject
1763662755115,7089,1,11,21,683,inject
1763662755128,7103,5,11,9,299,inject
1763662755142,7117,3,28,15,508,inject
1763662755153,7128,2,23,14,471,inject
1763662755171,7145,4,14,10,334,inject
1763662755184,7158,1,11,20,651,inject
1763662755196,7171,5,11,9,299,inject
1763662755213,7187,3,28,15,508,inject
1763662755224,7199,2,23,14,471,inject
1763662755236,7211,4,14,10,334,inject
1763662755254,7228,1,11,20,651,inject
1763662755266,7241,5,11,10,331,inject
1763662755278,7252,3,28,15,508,inject
1763662755290,7264,2,23,14,471,inject
1763662755306,7281,4,14,10,334,inject
1763662755317,7291,1,11,20,651,inject
1763662755334,7309,5,11,10,331,inject
1763662755349,7323,3,28,15,508,inject
1763662755364,7339,2,23,14,471,inject
1763662755378,7353,4,14,10,334,inject
1763662755393,7367,1,11,20,651,inject
1763662755405,7379,5,11,10,331,inject
1763662755417,7391,3,28,15,508,inject
1763662755431,7405,2,23,14,471,inject
1763662755464,7439,4,13,10,333,inject
1763662755475,7450,1,11,20,651,inject
1763662755487,7461,5,11,10,331,inject
1763662755506,7480,3,28,15,508,inject
1763662755519,7493,2,24,14,472,inject
1763662755534,7509,4,13,10,333,inject
1763662755547,7521,1,10,20,650,inject
1763662755560,7534,5,12,10,332,inject
1763662755571,7545,3,27,15,507,inject
1763662755583,7557,2,24,14,472,inject
1763662755604,7578,4,13,10,333,inject
1763662755618,7592,1,10,20,650,inject
1763662755633,7608,5,12,10,332,inject
1763662755651,7626,3,27,15,507,inject
1763662755665,7639,2,24,14,472,inject
1763662755679,7654,4,13,10,333,inject
1763662755690,7665,1,10,20,650,inject
1763662755706,7680,5,12,11,364,inject
1763662755722,7697,3,27,15,507,inject
1763662755743,7718,2,24,13,440,inject
1763662755763,7738,4,13,10,333,inject
1763662755763,7738,4,13,10,333,repel
1763662755763,7738,5,13,10,333,repel
1763662755776,7750,1,10,19,618,inject
1763662755787,7761,5,12,11,364,inject
1763662755799,7773,3,27,15,507,inject
1763662755818,7793,2,24,13,440,inject
1763662755838,7812,4,13,10,333,inject
1763662755838,7812,4,13,10,333,repel
1763662755838,7812,5,13,10,333,repel
1763662755855,7830,1,10,19,618,inject
1763662755886,7860,5,12,11,364,inject
1763662755900,7874,3,27,15,507,inject
1763662755912,7886,2,24,13,440,inject
1763662755930,7904,4,13,10,333,inject
1763662755930,7904,4,13,10,333,repel
1763662755930,7904,5,13,10,333,repel
1763662755946,7921,1,10,19,618,inject
1763662755967,7941,5,12,11,364,inject
1763662755980,7955,3,27,15,507,inject
1763662755994,7969,2,25,13,441,inject
1763662756008,7982,4,13,10,333,inject
1763662756008,7982,4,13,10,333,repel
1763662756008,7982,5,13,10,333,repel
1763662756030,8004,1,10,19,618,inject
1763662756045,8019,5,12,11,364,inject
1763662756057,8031,3,26,15,506,inject
1763662756069,8043,2,25,13,441,inject
1763662756080,8055,4,13,10,333,inject
1763662756080,8055,4,13,10,333,repel
1763662756080,8055,5,13,10,333,repel
1763662756097,8071,1,10,19,618,inject
1763662756110,8084,5,12,11,364,inject
1763662756126,8100,3,26,15,506,inject
1763662756138,8112,2,25,13,441,inject
1763662756153,8128,4,13,10,333,inject
1763662756153,8128,4,13,10,333,repel
1763662756153,8128,5,13,10,333,repel
1763662756188,8163,1,10,19,618,inject
1763662756199,8174,5,12,12,396,inject
1763662756213,8187,3,26,15,506,inject
1763662756225,8199,2,25,13,441,inject
1763662756241,8216,4,13,10,333,inject
1763662756260,8234,1,10,18,586,inject
1763662756277,8251,5,12,12,396,inject
1763662756289,8264,3,26,15,506,inject
1763662756305,8279,2,25,13,441,inject
1763662756317,8292,1,10,18,586,inject
1763662756330,8304,5,12,12,396,inject
1763662756343,8317,3,26,15,506,inject
1763662756354,8328,2,25,13,441,inject
1763662756368,8342,1,9,18,585,inject
1763662756384,8358,5,12,12,396,inject
1763662756400,8374,3,26,15,506,inject
1763662756418,8392,2,25,13,441,inject
1763662756432,8407,1,9,18,585,inject
1763662756445,8420,5,12,12,396,inject
1763662756458,8432,3,26,15,506,inject
1763662756477,8451,2,26,13,442,inject
1763662756497,8472,1,9,18,585,inject
1763662756512,8486,5,12,12,396,inject
1763662756530,8504,3,26,15,506,inject
1763662756549,8524,2,26,12,410,inject
1763662756560,8535,1,9,18,585,inject
1763662756577,8551,5,12,13,428,inject
1763662756601,8576,3,25,15,505,inject
1763662756614,8588,2,26,12,410,inject
1763662756634,8608,1,9,17,553,inject
1763662756650,8624,5,12,13,428,inject
1763662756661,8635,3,25,15,505,inject
1763662756674,8648,2,26,12,410,inject
1763662756690,8664,1,9,17,553,inject
1763662756702,8676,5,12,13,428,inject
1763662756721,8695,3,25,15,505,inject
1763662756740,8714,2,26,12,410,inject
1763662756757,8731,1,9,17,553,inject
1763662756776,8750,5,12,13,428,inject
1763662756793,8768,3,25,15,505,inject
1763662756806,8780,2,26,12,410,inject
1763662756818,8793,1,9,17,553,inject
1763662756833,8808,5,12,13,428,inject
1763662756846,8821,3,25,15,505,inject
1763662756859,8833,2,27,12,411,inject
1763662756872,8846,1,9,17,553,inject
1763662756887,8862,5,12,14,460,inject
1763662756899,8874,3,25,15,505,inject
1763662756914,8889,2,27,12,411,inject
1763662756930,8904,1,9,17,553,inject
1763662756942,8916,5,12,14,460,inject
1763662756953,8927,3,25,15,505,inject
1763662756969,8943,2,27,12,411,inject
1763662756980,8954,1,9,16,521,inject
1763662756993,8968,5,12,14,460,inject
1763662757009,8984,3,24,16,536,inject
1763662757025,9000,2,27,11,379,inject
1763662757057,9031,1,8,16,520,inject
1763662757068,9043,5,12,14,460,inject
1763662757086,9061,3,24,16,536,inject
1763662757099,9073,2,27,11,379,inject
1763662757111,9085,1,8,16,520,inject
1763662757130,9104,5,12,14,460,inject
1763662757143,9117,3,24,16,536,inject
1763662757158,9132,2,27,11,379,inject
1763662757170,9144,1,8,16,520,inject
1763662757183,9157,5,12,14,460,inject
1763662757198,9173,3,24,16,536,inject
1763662757209,9183,2,27,11,379,inject
1763662757228,9202,1,8,16,520,inject
1763662757239,9214,5,12,15,492,inject
1763662757255,9229,3,24,16,536,inject
1763662757267,9242,2,28,11,380,inject
1763662757282,9256,1,8,16,520,inject
1763662757296,9270,5,12,15,492,inject
1763662757308,9282,3,24,16,536,inject
1763662757322,9296,2,28,11,380,inject
1763662757336,9310,1,8,15,488,inject
1763662757351,9325,5,13,15,493,inject
1763662757363,9338,3,23,16,535,inject
1763662757382,9356,2,28,11,380,inject
1763662757401,9375,1,8,15,488,inject
1763662757412,9386,5,13,15,493,inject
1763662757431,9405,3,23,16,535,inject
1763662757453,9427,2,28,11,380,inject
1763662757476,9450,1,8,15,488,inject
1763662757488,9463,5,13,15,493,inject
1763662757503,9478,3,23,16,535,inject
1763662757514,9488,2,28,11,380,inject
1763662757527,9502,1,8,15,488,inject
1763662757553,9528,5,13,15,493,inject
1763662757570,9544,3,23,16,535,inject
1763662757583,9557,2,28,11,380,inject
1763662757599,9573,1,7,15,487,inject
1763662757614,9588,5,13,16,525,inject
1763662757630,9604,3,23,16,535,inject
1763662757641,9616,2,28,10,348,inject
1763662757657,9632,1,7,15,487,inject
1763662757668,9642,5,13,16,525,inject
1763662757680,9655,3,23,16,535,inject
1763662757695,9669,2,29,10,349,inject
1763662757721,9695,1,7,15,487,inject
1763662757734,9708,5,13,16,525,inject
1763662757751,9725,3,23,16,535,inject
1763662757765,9740,2,29,10,349,inject
1763662757776,9751,1,7,15,487,inject
1763662757796,9770,5,13,16,525,inject
1763662757811,9785,3,22,16,534,inject
1763662757830,9805,2,29,10,349,inject
1763662757844,9818,1,7,14,455,inject
1763662757862,9836,5,13,16,525,inject
1763662757886,9860,3,22,15,502,inject
1763662757905,9879,2,29,10,349,inject
1763662757917,9892,1,7,14,455,inject
1763662757933,9907,5,13,16,525,inject
1763662757945,9920,3,22,15,502,inject
1763662757962,9936,2,29,10,349,inject
1763662757976,9950,1,7,14,455,inject
1763662757989,9963,5,13,17,557,inject
1763662758002,9976,3,22,16,534,inject
1763662758031,10005,2,28,10,348,inject
1763662758046,10020,1,7,14,455,inject
1763662758058,10033,5,13,17,557,inject
1763662758073,10048,3,22,16,534,inject
1763662758087,10061,2,28,10,348,inject
1763662758102,10076,1,7,14,455,inject
